ISSN|Área|Titulo|Estrato|Ano Base
1676-7373|DIREITO|Justilex (Brasília)|C |2008
0101-949X|DIREITO|Justitia (São Paulo)|C |2008
1519-8049|DIREITO|L&C (Brasília)|C |2008
1415-6830|DIREITO|Latusa (Rio de Janeiro. Impresso)|C |2008
0023-9216|DIREITO|Law & Society Review|A1|2008
1571-9537|DIREITO|Law and Business Review of the Americas|B1|2008
0023-9879|DIREITO|Lebe Dich Gesund|C |2008
0302-9743|DIREITO|Lecture Notes in Computer Science|B3|2008
0871-9497|DIREITO|Legislação (Lisboa. 1991)|B5|2008
1752-1467|DIREITO|Legisprudence (Oxford. Print)|B3|2008
0101-9635|DIREITO|Leopoldianum (UNISANTOS)|C |2008
0103-5568|DIREITO|LEX. Jurisprudencia do Superior Tribunal de Justica|C |2008
1677-3853|DIREITO|Lex. Revista do Direito Brasileiro|B5|2008
0103-7501|DIREITO|Logos (Canoas)|C |2008
1516-9146|DIREITO|LTr. Suplemento Trabalhista|C |2008
0102-6445|DIREITO|Lua Nova (Impresso)|B1|2008
1647-0915|DIREITO|Lusíada. Direito e Ambiente|B5|2008
0872-2498|DIREITO|Lusíada. Série de Direito|B3|2008
0104-9313|DIREITO|Mana (UFRJ. Impresso)|B3|2008
1742-3945|DIREITO|Manchester Journal of International Economic Law|B5|2008
0103-8915|DIREITO|Margem (PUCSP)|B5|2008
1678-7684|DIREITO|Margem Esquerda|B5|2008
1120-9607|DIREITO|Materiali per una Storia della Cultura Giuridica|A1|2008
1576-3196|DIREITO|Medio Ambiente & Derecho|B4|2008
1809-4791|DIREITO|Mens Agitat|B4|2008
1807-2534|DIREITO|Mens Juris (Uberlândia)|C |2008
1676-0883|DIREITO|Mercado de Trabalho (Rio de Janeiro. 1996)|C |2008
1518-1219|DIREITO|Meridiano 47 (UnB)|B1|2008
1980-2072|DIREITO|Meritum (FUMEC)|C |2008
0210-8259|DIREITO|Mientras Tanto|B3|2008
1647-0753|DIREITO|Minerva: revista de estudos laborais|C |2008
1806-3853|DIREITO|Ministério Público & Sociedade|C |2008
1518-0263|DIREITO|Missioneira (Santo Ângelo)|C |2008
1809-8673|DIREITO|MPMG Jurídico|C |2008
|DIREITO|Mural: Direito em Movimento|C |2008
2175-2834|DIREITO|Natureza Humana (Online)|B3|2008
1677-8626|DIREITO|Nêmesis (Florianópolis)|C |2008
0307-5923|DIREITO|News Letter (Belfast 1962)|B3|2008
0385-0471|DIREITO|Nihon Boekikai Geppo|B1|2008
1807-3840|DIREITO|Nomos (Fortaleza)|B2|2008
0103-6777|DIREITO|Nossa América|C |2008
1262-0734|DIREITO|Notes & Documents - CREAI Alsace|B5|2008
1516-912X|DIREITO|Notícia do Direito Brasileiro|B4|2008
1983-2680|DIREITO|Novatio Iuris|C |2008
1516-6481|DIREITO|Novos Cadernos NAEA|B4|2008
0101-3300|DIREITO|Novos Estudos CEBRAP (Impresso)|B1|2008
2175-0491|DIREITO|Novos Estudos Jurídicos (Online)|B1|2008
0251-3552|DIREITO|Nueva Sociedad|C |2008
0873-4372|DIREITO|O Direito (Lisboa)|B5|2008
1519-5481|DIREITO|O Público e o Privado (UECE)|C |2008
0104-6675|DIREITO|O Que nos Faz Pensar (PUCRJ)|B4|2008
1415-1804|DIREITO|O Social em Questão|C |2008
0102-0641|DIREITO|O Trabalho (São Paulo)|C |2008
1657-7558|DIREITO|Oasis (Universidad Externado de Colombia)|C |2008
1519-7670|DIREITO|Observatório da Imprensa (São Paulo)|C |2008
1982-4564|DIREITO|Observatório da Jurisdição Constitucional|B5|2008
1139-1987|DIREITO|Observatorio Medioambiental|C |2008
1808-6233|DIREITO|Observatório Quilombola|C |2008
1519-3276|DIREITO|Opsis (UFG)|B3|2008
1517-3879|DIREITO|Organizações Rurais e Agroindustriais (UFLA)|C |2008
1807-5002|DIREITO|Outra Travessia (UFSC)|C |2008
1806-7530|DIREITO|Outras Palavras (Brasília)|C |2008
1980-8887|DIREITO|Padê : Estudos em Filosofia, Raça, Gênero e Direitos Humanos|B5|2008
1981-1578|DIREITO|Páginas de Direito|B5|2008
1980-7775|DIREITO|Panóptica (Vitória)|C |2008
0103-5908|DIREITO|Paradigma (Ribeirão Preto)|C |2008
1806-6860|DIREITO|Parahyba Judiciária|C |2008
1414-7866|DIREITO|Paraná Eleitoral|C |2008
1677-1893|DIREITO|Participação (UnB)|C |2008
1679-5687|DIREITO|Participe (UNIJUÍ)|C |2008
0325-2280|DIREITO|Patristica et Mediaevalia|B5|2008
1546-3435|DIREITO|Penn State International Law Review|B3|2008
1016-9628|DIREITO|Pensamiento Propio|C |2008
1519-8464|DIREITO|Pensar (UNIFOR)|B1|2008
1676-9503|DIREITO|Pensar BH. Política Social|C |2008
1983-6481|DIREITO|Pensar Jurídico|C |2008
1981-9404|DIREITO|Pensata Animal|C |2008
0101-2908|DIREITO|Perspectiva (Erexim)|C |2008
1808-575X|DIREITO|Perspectiva Econômica (São Leopoldo. Online)|C |2008
0101-3459|DIREITO|Perspectivas: Revista de Ciências Sociais (UNESP. Araraquara. Impresso)|C |2008
1980-1165|DIREITO|Pesquisa em Educação Ambiental (UFSCar)|B3|2008
1676-8728|DIREITO|Pesquisa em Pós-Graduação. Série Direito (UNISANTOS)|C |2008
0101-5397|DIREITO|Petro & Química|C |2008
0191-4537|DIREITO|Philosophy & Social Criticism|B1|2008
1074-1429|DIREITO|Phoenix Magazine|C |2008
1809-4333|DIREITO|Phronesis (FEAD-Minas)|C |2008
1415-6261|DIREITO|Phronesis (PUCCAMP)|C |2008
1517-5677|DIREITO|Poiesis (Niterói)|B5|2008
1518-7446|DIREITO|Política Democrática|B5|2008
1518-6660|DIREITO|Política Externa (USP)|B2|2008
0873-6650|DIREITO|Política Internacional (Lisboa)|B1|2008
0188-7742|DIREITO|Política y Cultura|B1|2008
1983-3717|DIREITO|Políticas Clturais em Revista|C |2008
1519-096X|DIREITO|Políticas Públicas e Sociedade|B3|2008
1518-4285|DIREITO|Políticas Sociais (IPEA)|B4|2008
1813-4378|DIREITO|Pontes Entre o Comércio e o Desenvolvimento Sustentável (Impresso)|C |2008
1518-8310|DIREITO|Pórtico Jurídica|C |2008
1677-1788|DIREITO|Prática Jurídica|C |2008
1678-2593|DIREITO|Prim@ Facie|C |2008
1677-4760|DIREITO|Prisma Jurídico (UNINOVE. Impresso)|C |2008
1809-9602|DIREITO|Prismas : Direito, Políticas Públicas e Mundialização (Brasília. Impresso)|B3|2008
1980-3672|DIREITO|Prismas: Direito, Políticas Públicas e Mundialização (Brasília. Online)|C |2008
1980-1114|DIREITO|Proceeding of the International Conference of Forensic Computer Science|C |2008
1982-1182|DIREITO|Produção Científica Cejurps|C |2008
1126-5191|DIREITO|Prospettiva Persona|B4|2008
0325-7223|DIREITO|Proyecciones. Serie: Políticas y Hechos Educativos|B5|2008
0103-5371|DIREITO|Psico (PUCRS. Impresso)|C |2008
1413-8271|DIREITO|Psico-USF (Impresso)|B2|2008
0102-7972|DIREITO|Psicologia: Reflexão e Crítica (UFRGS. Impresso)|B4|2008
0102-3772|DIREITO|Psicologia: Teoria e Pesquisa (UnB. Impresso)|B4|2008
1415-8809|DIREITO|Psicólogo Informação|C |2008
1415-1138|DIREITO|Psychê (São Paulo. Impresso)|B2|2008
1778-3798|DIREITO|Psycho-Oncologie|C |2008
1057-9249|DIREITO|Psycho-Oncology (Chichester, England)|B3|2008
0104-8570|DIREITO|Publicatio UEPG|C |2008
1676-8493|DIREITO|Publicatio UEPG. Ciências Humanas, Ciências Sociais Aplicadas, Linguística, Letras e Artes (Impresso)|C |2008
1132-8576|DIREITO|QF. Quincena fiscal|C |2008
1807-8389|DIREITO|Quaestio Iuris (Impresso)|C |2008
1761-7146|DIREITO|Questions Internationales (Paris. 2003)|B1|2008
1678-6483|DIREITO|RACE : Revista de Administração, Contabilidade e Economia|B4|2008
1809-5119|DIREITO|Raízes Jurídicas (UNICENP. Impresso)|C |2008
1981-3872|DIREITO|Raízes Jurídicas (Universidade Positivo. Online)|C |2008
1808-6020|DIREITO|RBB. Revista Brasileira de Bioética|C |2008
1679-7930|DIREITO|RBCEH. Revista Brasileira de Ciências do Envelhecimento Humano|C |2008
1806-8405|DIREITO|RBPG. Revista Brasileira de Pós-Graduação|C |2008
1809-550X|DIREITO|RDE. Revista de Direito do Estado|B5|2008
1809-4805|DIREITO|RDI. Revista Discente Interinstitucional|C |2008
1519-8057|DIREITO|RDT (Brasília)|C |2008
1413-2311|DIREITO|REAd. Revista Eletrônica de Administração (Porto Alegre. Online)|C |2008
1619-4993|DIREITO|Rechtsgeschichte (Frankfurt)|A1|2008
1806-8847|DIREITO|Recrie (Florianópolis)|C |2008
1981-1861|DIREITO|REDAE (Salvador)|C |2008
1981-187X|DIREITO|REDE (IBDP)|C |2008
0102-1184|DIREITO|Reforma Agrária|C |2008
1806-4051|DIREITO|REGA. Revista de Gestão de Águas da América Latina|C |2008
1018-0583|DIREITO|Relaciones Internacionales (Heredia)|C |2008
1980-8585|DIREITO|REMHU (Brasília)|C |2008
7547-2570|DIREITO|Repertório de Jurisprudência IOB|C |2008
1415-3203|DIREITO|Repertório Teatro & Dança|B2|2008
1981-1888|DIREITO|RERE (Salvador)|C |2008
0104-6152|DIREITO|Resenha Eleitoral - Tribunal Regional Eleitoral de Santa Catarina|C |2008
1808-4044|DIREITO|Resumos - Encontro de Iniciação Científica, Unimar|C |2008
1677-8685|DIREITO|Revés do Avesso|C |2008
1980-3087|DIREITO|Revista Acadêmica - Faculdade de Direito do Recife|B4|2008
1982-8721|DIREITO|Revista Acadêmica Direitos Fundamentais (FIEO)|B5|2008
1980-6965|DIREITO|Revista Acadêmica Observatório de Inovação do Turismo|C |2008
1808-1703|DIREITO|Revista Acadêmica UNIFAN|C |2008
1980-0096|DIREITO|Revista Ágora (Vitória)|B5|2008
1808-3676|DIREITO|Revista Alfa de Direito (Rev. Alfa Direito)|C |2008
1981-6774|DIREITO|Revista Amazônia Legal de Estudos Sócio-Jurídico-Ambientais (UFMT)|C |2008
1519-423X|DIREITO|Revista Anhanguera|C |2008
1980-119X|DIREITO|Revista ANPR Online|C |2008
1695-2588|DIREITO|Revista Aranzadi de Derecho Ambiental|C |2008
1666-4108|DIREITO|Revista Argentina del Régimen de la Administración Pública|B5|2008
1807-8214|DIREITO|Revista Ártemis|C |2008
1981-1225|DIREITO|Revista Aulas (UNICAMP)|C |2008
1980-0924|DIREITO|Revista Autônoma de Direito Privado|C |2008
1980-0932|DIREITO|Revista Autônoma de Processo|C |2008
1983-1552|DIREITO|Revista Baiana de Direito|B5|2008
|DIREITO|Revista Bens & Serviços|C |2008
1983-8042|DIREITO|Revista Bioética (Impresso)|C |2008
1809-3256|DIREITO|Revista Bonijuris|C |2008
0103-7072|DIREITO|Revista Brasileira (Rio de Janeiro. 1941)|C |2008
1516-7429|DIREITO|Revista Brasileira de Administração Pública e de Empresas|B4|2008
1806-809X|DIREITO|Revista Brasileira de Arbitragem|C |2008
1415-5400|DIREITO|Revista Brasileira de Ciências Criminais|B3|2008
0102-6909|DIREITO|Revista Brasileira de Ciências Sociais (Impresso)|B1|2008
0102-5074|DIREITO|Revista Brasileira de Comércio Exterior|C |2008
1807-1228|DIREITO|Revista Brasileira de Direito (Passo Fundo)|C |2008
1807-9962|DIREITO|Revista Brasileira de Direito Ambiental|C |2008
1809-9092|DIREITO|Revista Brasileira de Direito Animal|C |2008
1517-2163|DIREITO|Revista Brasileira de Direito Comparado|C |2008
1678-9547|DIREITO|Revista Brasileira de Direito Constitucional (Impresso)|C |2008
1982-2219|DIREITO|Revista Brasileira de Direito das Famílias e Sucessões|B5|2008
1677-3756|DIREITO|Revista Brasileira de Direito Desportivo|C |2008
1808-5628|DIREITO|Revista Brasileira de Direito Municipal|C |2008
0100-2589|DIREITO|Revista Brasileira de Direito Processual (Impresso)|B2|2008
1678-7072|DIREITO|Revista Brasileira de Direito Público|C |2008
1981-2221|DIREITO|Revista Brasileira de Direito Tributário e Finanças Públicas|B5|2008
0104-303X|DIREITO|Revista Brasileira de Energia|B3|2008
1981-6162|DIREITO|Revista Brasileira de Estudos Constitucionais|B5|2008
0034-7183|DIREITO|Revista Brasileira de Estudos Pedagógicos (Impresso)|C |2008
0034-7191|DIREITO|Revista Brasileira de Estudos Políticos|B3|2008
1806-2695|DIREITO|Revista Brasileira de Extensão Universitária|C |2008
0034-7205|DIREITO|Revista Brasileira de Filosofia|B4|2008
1809-9823|DIREITO|Revista Brasileira de Geriatria e Gerontologia (UnATI. Impresso)|C |2008
0034-7329|DIREITO|Revista Brasileira de Política Internacional (Impresso)|B1|2008
1516-4446|DIREITO|Revista Brasileira de Psiquiatria (São Paulo. 1999. Impresso)|B5|2008
1518-4021|DIREITO|Revista CADE-FMJ|C |2008
1808-2289|DIREITO|Revista Cathedral|C |2008
1414-008X|DIREITO|Revista CEJ (Brasília)|C |2008
1519-4116|DIREITO|Revista CEJ/RN|C |2008
1516-2664|DIREITO|Revista CESUMAR|C |2008
1415-742X|DIREITO|Revista Ciências Humanas (Taubaté)|C |2008
1516-4071|DIREITO|Revista Científica do Centro Universitário de Barra Mansa|C |2008
1807-1414|DIREITO|Revista Conexão (AEMS)|C |2008
1808-6578|DIREITO|Revista Conexão UEPG|B5|2008
1806-678X|DIREITO|Revista Contemporânea de Ciências Sociais Aplicadas da FAPLAN|C |2008
1980-086X|DIREITO|Revista Controle|C |2008
|DIREITO|Revista Conversação|C |2008
1980-4466|DIREITO|Revista CPC (USP)|C |2008
1982-3460|DIREITO|Revista Criminal|C |2008
1982-761X|DIREITO|Revista Crítica de Direito Notarial e Registral|C |2008
1980-6698|DIREITO|Revista Culturas Jurídicas (Edição em português)|C |2008
1980-2846|DIREITO|Revista da ABPI|C |2008
1676-1480|DIREITO|Revista da Academia Brasileira de Direito Constitucional|C |2008
1677-7247|DIREITO|Revista da Academia Brasileira de Letras|C |2008
|DIREITO|Revista da Academia Brasileira de Letras Jurídicas|C |2008
1518-1766|DIREITO|Revista da Academia de Letras da Bahia|C |2008
1984-0853|DIREITO|Revista da Academia Nacional de Direito do Trabalho|C |2008
1981-2035|DIREITO|Revista da AGU|C |2008
1415-9791|DIREITO|Revista da AJUFE|C |2008
1679-2262|DIREITO|Revista da AJUFERGS|C |2008
1679-1363|DIREITO|Revista da Ajuris|B4|2008
1807-3557|DIREITO|Revista da AMATRA VI|C |2008
0104-3803|DIREITO|Revista da APG (PUCSP)|C |2008
1518-3564|DIREITO|Revista da Associação Brasileira de Direito Tributário|C |2008
1807-4464|DIREITO|Revista da Associação da Pós-Graduação em Direito da UFC-APGD|C |2008
0102-3632|DIREITO|Revista da Associação dos Magistrados|C |2008
1984-3887|DIREITO|Revista da Associação dos Magistrados da Justiça do Trabalho da 15ª Região|C |2008
1983-1234|DIREITO|Revista da Coordenação do Curso de Direito IES|C |2008
1677-2687|DIREITO|Revista da DIRENG|C |2008
1415-4951|DIREITO|Revista da EMERJ|C |2008
1982-8896|DIREITO|Revista da ENA|C |2008
1809-3191|DIREITO|Revista da Escola de Guerra Naval (Ed. português)|C |2008
1518-918X|DIREITO|Revista da Escola de Magistratura Regional Federal|C |2008
1809-5739|DIREITO|Revista da Escola Nacional de Magistratura|C |2008
1980-2374|DIREITO|Revista da Escola Paulista de Magistratura|C |2008
1415-112X|DIREITO|Revista da ESMAPE|C |2008
1519-8731|DIREITO|Revista da ESMESC|B5|2008
1809-9424|DIREITO|Revista da Faculdade de Direito (Faculdade Maurício de Nassau)|C |2008
1806-9797|DIREITO|Revista da Faculdade de Direito (São Bernardo do Campo)|C |2008
1413-6600|DIREITO|Revista da Faculdade de Direito (UFBA)|B5|2008
0104-3315|DIREITO|Revista da Faculdade de Direito (UFPR)|B4|2008
0303-9838|DIREITO|Revista da Faculdade de Direito (USP)|C |2008
1676-1308|DIREITO|Revista da Faculdade de Direito Candido Mendes|C |2008
1982-2979|DIREITO|Revista da Faculdade de Direito da FMP|C |2008
0101-7187|DIREITO|Revista da Faculdade de Direito da UFG|B4|2008
1518-8507|DIREITO|Revista da Faculdade de Direito da Universidade Católica de Petrópolis|C |2008
0870-3116|DIREITO|Revista da Faculdade de Direito da Universidade de Lisboa|B3|2008
0304-2340|DIREITO|Revista da Faculdade de Direito da Universidade Federal de Minas Gerais (Impresso)|B5|2008
0104-6594|DIREITO|Revista da Faculdade de Direito da Universidade Federal do Rio Grande do Sul|B4|2008
1518-6067|DIREITO|Revista da Faculdade de Direito de Campos|B5|2008
1519-4809|DIREITO|Revista da Faculdade de Direito de Caruaru|C |2008
1516-0947|DIREITO|Revista da Faculdade de Direito de São Bernardo do Campo|C |2008
1678-9350|DIREITO|Revista da Faculdade de Direito de Sete Lagoas|C |2008
1516-4551|DIREITO|Revista da Faculdade de Direito do Sul de Minas|B5|2008
1415-0778|DIREITO|Revista da Faculdade de Direito Milton Campos|B4|2008
1519-1656|DIREITO|Revista da Faculdade de Direito Padre Anchieta|C |2008
1983-5108|DIREITO|Revista da Faculdade de Direito Padre Arnaldo Janssen|C |2008
1516-2273|DIREITO|Revista da Faculdade de Direito Ritter dos Reis|C |2008
1808-9429|DIREITO|Revista da Faculdade Mineira de Direito|B5|2008
1677-5627|DIREITO|Revista da FADIVALE|C |2008
1982-0895|DIREITO|Revista da Fes. Periódico de Diálogos Científicos|C |2008
1517-5286|DIREITO|Revista da Fundação Escola Superior do Ministério Público do Distrito Federal e Territórios|C |2008
1677-9088|DIREITO|Revista da Gama e Souza|C |2008
0034-7582|DIREITO|Revista da Madeira|C |2008
0102-4353|DIREITO|Revista da OAB São Paulo|C |2008
0870-8118|DIREITO|Revista da Ordem dos Advogados|C |2008
1516-1331|DIREITO|Revista da Ordem dos Advogados do Brasil (Brasília)|C |2008
1806-3772|DIREITO|Revista da Pós-Graduação em Direito da UNICAP|C |2008
0102-8065|DIREITO|Revista da Procuradoria Geral do Estado de São Paulo|C |2008
0101-1480|DIREITO|Revista da Procuradoria Geral do Estado do Rio Grande do Sul|C |2008
0104-9607|DIREITO|Revista da Procuradoria Geral do INSS|C |2008
1806-5619|DIREITO|Revista da Procuradoria Geral do Município de Fortaleza|C |2008
1807-7374|DIREITO|Revista da Procuradoria Geral do Município de Santos|C |2008
1983-3490|DIREITO|Revista da Procuradoria-Geral do Município de Belo Horizonte|C |2008
1678-3085|DIREITO|Revista da Seção Judiciária do Rio de Janeiro|C |2008
1415-6725|DIREITO|Revista da Sociedade Brasileira de Cancerologia|B5|2008
1679-8708|DIREITO|Revista da UNIFEBE|C |2008
1414-3194|DIREITO|Revista da Unipe|C |2008
1980-7287|DIREITO|Revista das Atividades de Extensão UNI-BH|C |2008
|DIREITO|Revista das Relações de Consumo|C |2008
1519-9916|DIREITO|Revista Dataveni@ (UEPB)|C |2008
0034-7604|DIREITO|Revista de Administração Municipal|C |2008
1679-6462|DIREITO|Revista de Arbitragem e Mediação|C |2008
1413-8999|DIREITO|Revista de Ciênciais Sociais (UGF)|C |2008
0101-9589|DIREITO|Revista de Ciências Humanas (UFSC)|B5|2008
0034-7787|DIREITO|Revista de Ciencias Jurídicas|C |2008
1518-0719|DIREITO|Revista de Ciências Jurídicas (Maringá)|B5|2008
1516-1579|DIREITO|Revista de Ciências Jurídicas e Sociais da Unipar (Impresso)|B5|2008
1808-4613|DIREITO|Revista de Ciênicas Jurídicas da UNIME|C |2008
1676-3831|DIREITO|Revista de Cultura (UniFMU)|C |2008
1516-6252|DIREITO|Revista de Curso de Direito da Univale|C |2008
1510-3714|DIREITO|Revista de derecho - Universidad Católica Dámaso A. Larrañaga. Facultad de Derecho|C |2008
1510-5172|DIREITO|Revista de Derecho - Universidad de Montevideo. Facultad de Derecho|B3|2008
1510-4265|DIREITO|Revista de Derecho Comercial, de la Empresa y la Integración|C |2008
1909-7786|DIREITO|Revista de Derecho Comunicaciones y Nuevas Tecnologias (En Línea)|B1|2008
1851-0582|DIREITO|Revista de Derecho Fiscal (Buenos Aires)|B3|2008
1562-8191|DIREITO|Revista de Derecho Internacional|B5|2008
1667-3638|DIREITO|Revista de Derecho Internacional y del Mercosur|B1|2008
1667-5223|DIREITO|Revista de Derecho Privado y Comunitario|B3|2008
0213-1137|DIREITO|Revista de Derecho Procesal (Madrid. 1985)|B3|2008
1134-7198|DIREITO|Revista de Derecho y Genoma Humano|B3|2008
1809-5712|DIREITO|Revista de Direito (CESUSC. 2006)|B5|2008
1415-658X|DIREITO|Revista de Direito (Itatiba)|C |2008
1516-1374|DIREITO|Revista de Direito (Rio de Janeiro)|C |2008
0034-8007|DIREITO|Revista de Direito Administrativo|B5|2008
1413-1439|DIREITO|Revista de Direito Ambiental|B5|2008
1518-2703|DIREITO|Revista de Direito Bancário do Mercado de Capitais e da Arbitragem|B5|2008
1415-6318|DIREITO|Revista de Direito Bancário e do Mercado de Capitais|B5|2008
0102-8480|DIREITO|Revista de Direito Civil Imobiliário, Agrário e Empresarial|C |2008
1518-272X|DIREITO|Revista de Direito Constitucional e Internacional|B5|2008
1808-5822|DIREITO|Revista de Direito da ADVOCEF|C |2008
1678-8974|DIREITO|Revista de Direito da Associação dos Procuradores do Novo Estado do Rio de Janeiro|C |2008
1809-6077|DIREITO|Revista de Direito da Cidade|C |2008
1806-5287|DIREITO|Revista de Direito da Concorrência|C |2008
1981-1950|DIREITO|Revista de Direito da Defensoria Pública|C |2008
0101-2096|DIREITO|Revista de Direito da Procuradoria Geral do Estado do Rio de Janeiro|C |2008
1981-2507|DIREITO|Revista de Direito de Informática e Telecomunicações|C |2008
1415-7705|DIREITO|Revista de Direito do Consumidor|B5|2008
1807-1392|DIREITO|Revista de Direito do IESP|C |2008
1981-2493|DIREITO|Revista de Direito do Terceiro Setor|C |2008
0102-8774|DIREITO|Revista de Direito do Trabalho (São Paulo)|B5|2008
1981-7398|DIREITO|Revista de Direito do UniFOA|C |2008
0870-3965|DIREITO|Revista de Direito e de Estudos Sociais|C |2008
1809-3280|DIREITO|Revista de Direito e Liberdade|C |2008
1679-2092|DIREITO|Revista de Direito e Política|B4|2008
1679-1045|DIREITO|Revista de Direito Eletrônico (IBDE)|C |2008
1676-1839|DIREITO|Revista de Direito Empresarial e da Integração do IPDCI (Online)|B4|2008
1679-3110|DIREITO|Revista de Direito Empresarial IBMEC|C |2008
1678-8893|DIREITO|Revista de Direito Internacional e Econômico|C |2008
1980-1955|DIREITO|Revista de Direito Internacional, Econômico e Tributário|B5|2008
0102-8049|DIREITO|Revista de Direito Mercantil Industrial, Econômico e Financeiro|B4|2008
1679-2505|DIREITO|Revista de Direito Novo Milênio|C |2008
1517-6290|DIREITO|Revista de Direito Privado (São Paulo)|B5|2008
1676-9201|DIREITO|Revista de Direito Privado e Processual|C |2008
0034-8015|DIREITO|Revista de Direito Público|B5|2008
1678-7102|DIREITO|Revista de Direito Público da Economia|B5|2008
1679-0200|DIREITO|Revista de Direito Renovar|C |2008
1516-4179|DIREITO|Revista de Direito Sanitário|B2|2008
1676-871X|DIREITO|Revista de Direito Social (Sapucaia do Sul)|C |2008
0102-7956|DIREITO|Revista de Direito Tributário (São Paulo)|B4|2008
1806-1885|DIREITO|Revista de Direito Tributário da APET|C |2008
1517-9192|DIREITO|Revista de Direitos Difusos|B5|2008
1980-7864|DIREITO|Revista de Direitos e Garantias Fundamentais (FDV)|B5|2008
1980-458X|DIREITO|Revista de Doutrina 4. Região|C |2008
1677-4973|DIREITO|Revista de Economia & Relações Internacionais|B5|2008
0101-3157|DIREITO|Revista de Economia Política (Impresso)|B1|2008
1809-4538|DIREITO|Revista de Economia Política (Online)|B1|2008
1676-8698|DIREITO|Revista de Estudos Criminais|B2|2008
1646-5210|DIREITO|Revista de Estudos Europeus|C |2008
1806-227X|DIREITO|Revista de Estudos Jurídicos da Universo (Niterói)|C |2008
1414-3097|DIREITO|Revista de Estudos Jurídicos UNESP|B5|2008
1809-2268|DIREITO|Revista de Estudos Sócio-Jurídicos da SEUNE|C |2008
1519-1850|DIREITO|Revista de Estudos Tributários (Porto Alegre)|B5|2008
0102-6437|DIREITO|Revista de Estudos Universitárias (Sorocaba)|C |2008
1984-3992|DIREITO|Revista de Extensão da Universidade de Taubaté|C |2008
1518-7896|DIREITO|Revista de Filosofia SEAF|B4|2008
1982-4092|DIREITO|Revista de Gestão Pública/DF|C |2008
1808-4001|DIREITO|Revista de História (Rio de Janeiro)|B4|2008
0870-0958|DIREITO|Revista de História das Ideias|A2|2008
0034-835X|DIREITO|Revista de Informação Legislativa|B2|2008
0102-7964|DIREITO|Revista de Julgados|C |2008
0252-0257|DIREITO|Revista de la CEPAL (Impresa)|A2|2008
1409-4347|DIREITO|Revista de la Escuela Judicial|C |2008
0212-8217|DIREITO|Revista de la Facultad de Derecho de la Universidad de Granada|B5|2008
0870-8487|DIREITO|Revista de Legislação e de Jurisprudência|C |2008
0034-8554|DIREITO|Revista de Medicina (USP)|B5|2008
1806-6437|DIREITO|Revista de Medicina Legal, Direito Médico e da Saúde|B5|2008
0034-8635|DIREITO|Revista de Occidente|B4|2008
1807-443X|DIREITO|Revista de Previdência (Rev. previd.)|C |2008
0101-823X|DIREITO|Revista de Previdência Social|C |2008
0100-1981|DIREITO|Revista de Processo|B2|2008
0101-8108|DIREITO|Revista de Psiquiatria do Rio Grande do Sul (Impresso)|B4|2008
1666-4590|DIREITO|Revista de Responsabilidad Civil y Seguros (Buenos Aires)|B2|2008
0034-8910|DIREITO|Revista de Saúde Pública (Impresso)|B1|2008
1678-9873|DIREITO|Revista de Sociologia e Política (Online)|B4|2008
0104-4478|DIREITO|Revista de Sociologia e Política (UFPR. Impresso)|B1|2008
1669-6867|DIREITO|Revista de Tributación|B5|2008
1405-0609|DIREITO|Revista del Instituto de Investigaciones Jurídicas|B5|2008
1678-3778|DIREITO|Revista Dialética de Direito Processual|C |2008
1413-7097|DIREITO|Revista Dialética de Direito Tributário|C |2008
1982-310X|DIREITO|Revista Digital Constituição e Garantia de Direitos (UFRN)|C |2008
1679-3803|DIREITO|Revista Direito e Cidadania (Rolândia)|C |2008
1809-2101|DIREITO|Revista Direito em (Dis)curso|C |2008
1806-910X|DIREITO|Revista Direito Empresarial (Curitiba)|C |2008
1808-2432|DIREITO|Revista Direito GV|B1|2008
1982-0496|DIREITO|Revista Direitos Fundamentais & Democracia (UniBrasil)|C |2008
0101-7497|DIREITO|Revista do Advogado|B5|2008
0104-5849|DIREITO|Revista do BNDES|B4|2008
1982-4998|DIREITO|Revista do CAO Constitucional|C |2008
1983-8662|DIREITO|Revista do CEJ (Recife)|C |2008
1981-6758|DIREITO|Revista do Cepej|C |2008
0104-1517|DIREITO|Revista do Conselho Nacional de Politica Criminal e Penitenciaria|C |2008
1518-3424|DIREITO|Revista do Curso de Direito (Brasília. 2000)|C |2008
1980-1939|DIREITO|Revista do Curso de Direito (Brasília. 2006)|C |2008
1678-8915|DIREITO|Revista do Curso de Direito (Nova Lima)|C |2008
1982-1042|DIREITO|Revista do Curso de Direito da Faculdade da Serra Gaúcha|C |2008
1807-6637|DIREITO|Revista do Curso de Direito da UNIFACS|C |2008
1518-3408|DIREITO|Revista do Curso de Direito da Universidade Estadual de Montes Claros|C |2008
1676-7276|DIREITO|Revista do Curso de Direito das Faculdades Jorge Amado|C |2008
1677-3713|DIREITO|Revista do Curso de Relações Internacionais (UNIVALE)|C |2008
1809-161X|DIREITO|Revista do Departamento de Direito do Trabalho e da Seguridade Social|C |2008
1980-7252|DIREITO|Revista do Direito (ATLANTICOSUL)|C |2008
1676-0735|DIREITO|Revista do Direito (Cachoeiro de Itapemirim)|C |2008
1982-9957|DIREITO|Revista do Direito (Santa Cruz do Sul. Online)|C |2008
0104-9496|DIREITO|Revista do Direito (UNISC. Impresso)|B4|2008
