ISSN|Área|Titulo|Estrato|Ano Base
1807-2674|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia Política e História Econômica|B5|2008
1415-7772|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Educação (Itatiba)|C |2008
1981-8610|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Educação e Pesquisa em Contabilidade|B3|2008
1518-9775|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Estudos da Comunicação (Impresso)|B5|2008
1518-3645|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Estudos de Administração (UNIJUÍ)|B4|2008
1519-504X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Estudos Sociais (UFMT)|B5|2008
1519-1850|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Estudos Tributários (Porto Alegre)|C |2008
1809-6468|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Estudos Turísticos|B5|2008
1809-2640|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Gestão da Tecnologia e Sistemas de Informação (Impresso)|B2|2008
1807-1775|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Gestão da Tecnologia e Sistemas de Informação (Online)|B2|2008
1982-4092|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Gestão Pública/DF|C |2008
1982-3967|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Informação Contábil (UFPE)|B4|2008
0252-0257|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de la CEPAL (Impresa)|B2|2008
0329-7322|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de la Escuela de Perfeccionamiento en Investigación Operativa|B5|2008
1413-3849|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Negócios (Cessou em 2006)|B3|2008
1980-4431|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Negócios (Online)|B3|2008
1679-0693|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Negócios Internacionais (UNIMEP)|C |2008
1415-5273|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Nutrição (Impresso)|B1|2008
1413-4969|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Politica Agricola|C |2008
0104-8740|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Politicas Publicas (UFMA)|B3|2008
1980-6906|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Psicologia : Teoria e Prática (Online)|B2|2008
0034-8910|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Saúde Pública (Impresso)|A1|2008
1315-2378|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista del CLAD Reforma y Democracia|B2|2008
1646-6896|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista del Instituto Internacional de Costos|C |2008
1807-2062|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Desenbahia|B5|2008
1415-2061|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do CCEI|B4|2008
1806-9924|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Conselho Regional de Contabilidade do Rio Grande do Sul (Impresso)|C |2008
0103-5827|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Couro|B4|2008
0102-4582|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Departamento de Geografia (USP)|B2|2008
1678-3484|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Instituto Histórico e Geográfico do Rio Grande do Sul|B4|2008
1984-0586|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Observatório do Milênio de Belo Horizonte|C |2008
0034-9240|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista do Serviço Público|B4|2008
0102-7212|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista dos Transportes Públicos|B3|2008
1984-6606|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Economia & Gestão|B4|2008
0100-4956|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Econômica do Nordeste|B3|2008
1695-0194|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Electrónica de Ciencia Penal y Criminología|C |2008
1669-3582|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Electrónica de Psicología Política (En línea)|B2|2008
1696-4713|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Electrónica Iberoamericana Sobre Calidad, Eficacia y Cambio en Educación|B1|2008
1518-1944|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica de Enfermagem|B2|2008
1984-3372|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica de Estratégia & Negócios|B4|2008
1981-5646|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica de Turismo Cultural (USP)|C |2008
1981-4666|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica do CRCRS (Online)|C |2008
1980-6116|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica Lato Sensu|C |2008
1984-4204|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica Mestrado em Administração|C |2008
1983-9952|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Eletrônica Produção & Engenharia|C |2008
1678-1813|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Enfoques (Rio de Janeiro)|C |2008
1519-6186|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Espaço Acadêmico (UEM)|B4|2008
1137-8875|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Española de Desarrollo y Cooperación|B3|2008
1983-1595|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Estácio Papirus (FESSC)|C |2008
1679-1851|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Factus (Impresso)|C |2008
0104-7043|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista FAEEBA|B2|2008
1415-0549|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista FAMECOS (Impresso)|B4|2008
0102-6933|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Gaúcha de Enfermagem (UFRGS. Impresso)|B1|2008
1677-2768|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Gerenciais (UNINOVE. Impresso)|B5|2008
1677-9479|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Gestão & Tecnologia|B4|2008
1808-0448|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Gestão Industrial|B4|2008
1808-558X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Global Tourism (Online)|B5|2008
1807-975X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Hospitalidade|B5|2008
1696-294X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Iberoamericana de Contabilidad de Gestión|B2|2008
1022-6508|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Iberoamericana de Educación (Impresa)|B1|2008
1137-2729|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Iberoamericana de Ingeniería Mecánica|C |2008
1518-6768|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Interface|B2|2008
1809-757X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista IOB Trabalhista e Previdenciária|C |2008
1808-2807|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Jurídica (Brasília)|C |2008
1519-1753|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Jurídica da Universidade de Cuiabá|C |2008
1414-4980|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Katálysis (Impresso)|B1|2008
1518-8345|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Latino-Americana de Enfermagem (Online)|B1|2008
1692-715X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud|B1|2008
1937-8823|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Latinoamericana y del Caribe de la Asociacio´n de Sistemas de Informacio´n|C |2008
1806-0390|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Limpeza Pública|B5|2008
1415-8817|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Língua & Literatura (Impresso)|B4|2008
1516-9154|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista LTr. Legislação do Trabalho|B4|2008
1807-0949|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Magister de Direito Trabalhista e Previdenciário|C |2008
1518-6148|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Mal-Estar e Subjetividade (Impresso)|B2|2008
1414-0543|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Mediações (UEL)|B5|2008
1806-5988|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Mineira de Contabilidade|C |2008
0102-5864|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Novos Rumos|B4|2008
1981-125X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Observatório Itaú Cultural|C |2008
1982-8756|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Organizações em Contexto (Online)|B5|2008
1020-4989|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Panamericana de Salud Pública (Impresa) / Pan American Journal of Public Health (Impresa)|A1|2008
1982-2596|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Pensamento Contemporâneo em Administração (UFF)|B5|2008
1645-4464|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Portuguesa e Brasileira de Gestão (Lisboa)|B1|2008
1677-2067|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Portuguesa e Brasileira de Gestão (Rio de Janeiro)|B4|2008
1676-1901|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Produção Online|B4|2008
1519-549X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Psicologia Política (Impresso)|B1|2008
1984-6657|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Psicologia: Organizações e Trabalho|B3|2008
1678-703X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Symposium (Lavras)|B5|2008
0101-8191|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Tecnologia (UNIFOR)|B5|2008
1809-0044|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Tecnologia e Sociedade|B5|2008
1981-3724|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Tempo de Conquista|C |2008
1677-2911|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Trabalho & Ambiente|C |2008
1518-2711|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Tributária e de Finanças Públicas|C |2008
1519-4744|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Turismo & Desenvolvimento|B5|2008
1984-4867|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Turismo em Análise|B2|2008
2179-5037|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista UNIABEU|C |2008
1517-3275|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista UNIVAP|C |2008
1414-0578|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Universidade Rural. Série Ciências Exatas e da Terra (UFRRJ)|C |2008
0104-9259|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Universidade Rural. Serie Ciencias Humanas|C |2008
1809-3337|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Universo Contábil|B3|2008
1415-2789|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista UNIVILLE|C |2008
0103-9989|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista USP|C |2008
0295-5830|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revue de Droit des Affaires Internationales|B2|2008
1260-1705|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revue Internationale de Psychosociologie|B2|2008
1806-6720|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RGO. Revista de Gestão Organizacional (UNOCHAPECÓ. Impresso)|C |2008
1981-982X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RGSA: Revista de Gestão Social e Ambiental|B3|2008
1980-7031|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RIC@. Revista Interdisciplinar Científica Aplicada|C |2008
1982-6443|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Rio's International Journal on Sciences of Industrial and Systems Engineering and Management|C |2008
1809-6948|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RNTI. Revista Negócios e Tecnologia da Informação (Online)|C |2008
1807-1147|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RPA Brasil (Maringá)|C |2008
1679-8864|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Rumos (João Pessoa)|C |2008
1415-4722|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Rumos (Rio de Janeiro)|C |2008
1980-5160|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|S & G. Sistemas & Gestão|B4|2008
1980-5950|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Saber Acadêmico|B5|2008
0148-7191|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|SAE Technical Paper Series|C |2008
1669-2381|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Salud Colectiva|B1|2008
0103-7056|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Saneamento Ambiental|C |2008
0102-8839|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|São Paulo em Perspectiva (Impresso)|B2|2008
0104-1290|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Saúde e Sociedade (USP. Impresso)|B1|2008
0103-1104|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Saúde em Debate|B2|2008
1516-7356|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Saúde em Revista (UNIMEP)|B5|2008
0971-7218|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Science, Technology and Society|B1|2008
1517-9729|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Scientia Una (FOCCA)|B5|2008
0973-3167|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|SCMS Journal of Indian Management|B2|2008
1679-0359|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Semina. Ciências Agrárias (Online)|B3|2008
1678-2313|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Senatus (Senado Federal)|C |2008
0101-9562|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Sequência (UFSC)|B3|2008
1415-6946|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Ser Social (UnB)|B2|2008
1982-4297|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Série Documenta (UFRJ. Online)|C |2008
0101-6628|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Serviço Social & Sociedade|B2|2008
1679-4842|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Serviço Social em Revista (Online)|B2|2008
1807-9067|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Sinapse Ambiental|B5|2008
0102-7360|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Sinergia (FURG)|C |2008
|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|SLPTMD Working Papers|C |2008
0103-0620|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Sociais e Humanas|B5|2008
1747-1117|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Social Responsibility Journal|B2|2008
0049-089X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Social Science Research (Print)|A1|2008
1414-9869|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Sociedade em Debate (UCPel)|C |2008
1436-3240|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Stochastic Environmental Research and Risk Assessment (Print)|A1|2008
0143-2095|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Strategic Management Journal (Print)|A1|2008
1359-8546|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Supply Chain Management|A1|2008
0039-7695|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Symposium (Recife)|B5|2008
1980-3699|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Synergismus Scyentifica UTFPR|C |2008
1260-4984|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Systèmes d'Information et Management|B2|2008
1092-7026|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Systems Research and Behavioral Science|A1|2008
1678-3824|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|T&C Amazônia|B5|2008
1532-5555|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Tamara (Las Cruces, N.M.)|B2|2008
1980-8216|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|TE em Revista (UniDF)|C |2008
1666-1680|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Técnica Administrativa|C |2008
1677-1966|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|TEMA. Tendências em Matemática Aplicada e Computacional|B5|2008
1983-5116|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Tendências da Pesquisa Brasileira em Ciência da Informação|C |2008
1676-3246|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Teoria & Prática (Limeira)|C |2008
0104-0960|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Teoria e Evidencia Economica (UPF)|C |2008
1415-837X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Teoria e Prática da Educação|C |2008
1679-2270|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Terrae (Campinas. Impresso)|B4|2008
0104-0707|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Texto & Contexto Enfermagem (UFSC. Impresso)|B1|2008
0103-9466|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Texto para Discussão (Campinas)|C |2008
0103-6017|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Textos de Economia|C |2008
1577-3760|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Textos de la Cibersociedad|C |2008
0002-9637|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The American Journal of Tropical Medicine and Hygiene|A1|2008
1550-7793|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The E-Business Review|B3|2008
1681-4835|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Electronic Journal on Information Systems in Developing Countries|B2|2008
1434-6028|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The European Physical Journal. B, Condensed Matter Physics (Print)|A1|2008
0972-6861|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The ICFAI Journal of Applied Economics|B2|2008
0972-9089|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The ICFAI Journal of Behavioral Finance|B2|2008
1096-7508|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The International Food and Agribusiness Management Review|C |2008
|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The International Journal of Applied Management and Technology|B4|2008
0736-3761|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Journal of Consumer Marketing|A2|2008
1741-2439|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Journal of Database Marketing & Customer Strategy Management (Print)|B1|2008
1465-1211|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Journal of Risk|B2|2008
1874-9151|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Open Business Journal|C |2008
2160-3715|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|The Qualitative Report (Online)|B2|2008
1096-4762|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Thunderbird International Business Review (Print)|A2|2008
1517-4549|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Tomo (UFS)|B3|2008
1478-3371|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Total Quality Management and Business Excellence (Online)|A2|2008
1467-3584|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Tourism and Hospitality Research|B1|2008
0103-3786|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Transinformação|B3|2008
0965-8564|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Transportation Research. Part A, Policy and Practice|A1|2008
1415-7713|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Transportes (Rio de Janeiro)|C |2008
0103-5576|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Travessia (Sao Paulo)|B4|2008
1983-5442|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Turismo e Sociedade|C |2008
1983-7151|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Turismo: Visão e Ação (Online)|B3|2008
1988-5261|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|TURyDES (Málaga)|B3|2008
1982-7776|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Udesc em Ação|C |2008
1980-0398|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Universo Administração|C |2008
1697-6223|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Urban Public Economics Review|B1|2008
0957-1787|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Utilities Policy|B2|2008
1517-9710|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Valor Econômico|C |2008
1519-9886|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Varia Scientia (UNIOESTE)|B5|2008
1369-1066|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Venture Capital (London. Print)|A2|2008
0883-2773|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Venture Capital Journal|B2|2008
0104-0839|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|VeraCidade (Salvador. Impresso)|C |2008
1981-545X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|VeraCidade (Salvador. Online)|C |2008
0042-3955|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Veritas (Porto Alegre. Impresso)|B2|2008
1415-2843|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Vértices (Campos dos Goitacazes)|C |2008
0718-0888|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Visiones de la Educación|C |2008
1415-5206|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Você S.A.|C |2008
0956-053X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Waste Management (Elmsford)|A1|2008
1518-3548|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Working Paper Séries - Banco Central do Brasil (Online)|C |2008
1041-5602|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|World Aquaculture|B4|2008
0305-750X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|World Development|A1|2008
1607-8055|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|World Leisure Journal|B2|2008
1991-8755|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|WSEAS Transactions on Computer Research|B1|2008
1109-2750|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|WSEAS Transactions on Computers|A2|2008
