ISSN|Área|Titulo|Estrato|Ano Base
0103-4014|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Avançados (USP. Impresso)|A2|2008
1415-000X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos de Sociologia (Recife)|B2|2008
1414-0144|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos de Sociologia (São Paulo)|B2|2008
1413-4128|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos do CEPE (UNISC)|B4|2008
1808-4281|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos e Pesquisas em Psicologia (Online)|B3|2008
0101-4161|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Econômicos (São Paulo. Impresso)|B1|2008
1806-6496|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos em Jornalismo e Mídia (UFSC)|B5|2008
1678-698X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Geográficos (UNESP)|B4|2008
0103-2186|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Historicos (Rio de Janeiro)|B2|2008
1517-2473|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Interdisciplinares sobre o Envelhecimento|B4|2008
1808-7310|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Estudos Tecnológicos (Online)|B4|2008
1676-2592|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|ETD. Educação Temática Digital|B4|2008
0872-8496|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Euro Asia|B2|2008
0377-2217|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|European Journal of Operational Research|A1|2008
1867-8785|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|European Retail Research|C |2008
1090-5138|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Evolution and Human Behavior|A1|2008
0957-4174|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Expert Systems with Applications|A1|2008
1415-7802|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Extensão Rural (Santa Maria)|C |2008
1679-350|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Extr@to (Piracicaba)|B5|2008
1516-6503|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|FACEF Pesquisa|B5|2008
1517-8900|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Faces : Revista de Administração (Belo Horizonte. Impresso)|B3|2008
1676-8221|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|FACOM (FAAP)|B5|2008
1679-9690|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Falando em Qualidade|C |2008
1807-6971|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Fênix (UFU. Online)|B3|2008
0798-3069|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Fermentum|B3|2008
1809-8843|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Financeiro (São Paulo. Impresso)|C |2008
1809-8959|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Financeiro (São Paulo. Online)|C |2008
1808-0715|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Fonte (Belo Horizonte)|B5|2008
1981-6898|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Forças Armadas em Revista|C |2008
1389-9341|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Forest Policy and Economics|A1|2008
1678-8648|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Fórum Administrativo|C |2008
0939-4435|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Fruit Processing|B3|2008
0016-3287|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Futures (London)|A1|2008
1754-2413|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gender in Management (Print)|A2|2008
0100-7912|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Geografia (Rio Claro. Impresso)|B2|2008
0103-3964|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Geosul (UFSC)|B2|2008
1809-614X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|GEPROS. Gestão da Produção, Operações e Sistemas|C |2008
1984-2430|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|GEPROS. Gestão da Produção, Operações e Sistemas (Online)|C |2008
1516-9103|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão & Planejamento (Salvador)|B3|2008
0104-530X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão & Produção (UFSCAR. Impresso)|A2|2008
1808-5792|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão & Regionalidade|B5|2008
1679-236X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão (Curitiba)|C |2008
1807-5436|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão e Desenvolvimento (FEEVALE)|B5|2008
1980-5756|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão e Sociedade (UFMG)|C |2008
1679-1827|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Gestão.Org|B3|2008
1676-2819|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Global Manager (FSG)|B5|2008
1550-7521|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Global Media Journal|C |2008
1809-6646|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Governet. Boletim de Licitações e Contratos|C |2008
1809-6689|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Governet. Boletim Recursos Humanos|C |2008
0740-624X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Government Information Quarterly|A1|2008
1806-8979|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|GV Executivo|C |2008
0767-9513|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Hermès (Paris. 1988)|C |2008
0103-409X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Historia & Perspectivas (UFU)|B3|2008
1807-1783|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|História e-História|B5|2008
1433-8998|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Hochschul- und Studienfuhrer - Hochschule fur Technik und Wirtschaft Dresden, FH|C |2008
1142-852X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Hommes & Migrations (1987)|B2|2008
1808-3064|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Horizonte Científico (Uberlândia)|C |2008
0104-7183|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Horizontes Antropológicos (UFRGS. Impresso)|A2|2008
1415-8868|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|HSM Management|C |2008
0018-7267|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Human Relations (New York)|A1|2008
1577-3388|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Iberoamericana (Madrid)|B2|2008
0104-7876|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Ideias (UNICAMP)|B3|2008
1571-5736|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IFIP (Boston)|C |2008
1981-8769|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IHU On-Line (UNISINOS. Impresso)|C |2008
1981-8793|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IHU On-Line (UNISINOS. Online)|C |2008
1808-8678|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Inclusão Social (Online)|B5|2008
0103-3905|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Indicadores Econômicos FEE (Impresso)|B5|2008
1517-669X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Infogeo (Curitiba)|B4|2008
1981-8920|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informação & Informação (UEL. Online)|C |2008
0104-0146|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informação & Sociedade (UFPB. Impresso)|B2|2008
0100-4409|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informações Econômicas (Impresso)|B3|2008
1678-832X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informações Econômicas (Online)|B3|2008
0268-1102|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Information Technology for Development|B1|2008
0100-3364|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informe Agropecuário (Belo Horizonte)|B5|2008
1676-0670|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informe Gepec (Impresso)|B3|2008
1679-415X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Informe GEPEC (Online)|B3|2008
1814-2427|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Innovative Marketing (Print)|B3|2008
1517-6940|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Insight Inteligência (Rio de Janeiro)|C |2008
1981-3015|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IntegrAção (FGV)|C |2008
1413-6147|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Integração (USJT)|B5|2008
1517-3860|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Inteligência Empresarial (UFRJ)|B5|2008
1518-7012|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interações (UCDB)|B1|2008
0034-9690|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interamerican Journal of Psychology|B1|2008
1809-5844|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Intercom (São Paulo. Impresso)|B2|2008
1980-3508|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Intercom (São Paulo. Online)|B2|2008
1806-9037|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interface (Natal)|B4|2008
1519-0994|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interfaces Brasil/Canadá (Impresso)|B4|2008
1981-6812|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interfaces de Saberes (FAFICA. Online)|C |2008
0969-5931|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Business Review|A1|2008
1834-7649|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Accounting and Information Management (Print)|B2|2008
1740-8008|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Accounting, Auditing and Performance Evaluation (Print)|A2|2008
1480-8986|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Arts Management|B2|2008
1470-9511|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Automotive Technology and Management|A2|2008
0265-2323|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Bank Marketing|A2|2008
0165-0254|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Behavioral Development (Print)|A1|2008
1554-5466|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Business Research|C |2008
1553-9563|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Business Strategy|B3|2008
1320-7156|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Business Studies|C |2008
1470-6423|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Consumer Studies (Print)|B1|2008
0959-6119|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Contemporary Hospitality Management|A2|2008
1750-0664|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Electronic Customer Relationship Management (Print)|B1|2008
1548-3886|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Electronic Government Research|B1|2008
1741-5098|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Entrepreneurship and Innovation Management (Online)|A2|2008
1474-6778|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Environment and Sustainable Development|A2|2008
0169-2070|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Forecasting|A1|2008
1744-9936|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Green Economics (Online)|A2|2008
1744-9928|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Green Economics (Print)|A2|2008
1740-0562|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of High Performance Computing and Networking (Print)|B1|2008
0278-4319|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Hospitality Management|A1|2008
0958-5192|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Human Resource Management|A1|2008
0167-7187|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Industrial Organization|A1|2008
0268-4012|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Information Management|A1|2008
1471-8197|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Innovation and Learning (Print)|A1|2008
1363-9196|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Innovation Management|B1|2008
1476-1300|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Internet and Enterprise Management|B1|2008
1447-9524|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Knowledge, Culture and Change Management|B2|2008
1479-4853|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Learning and Intellectual Capital (Print)|A2|2008
1741-6426|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Liability and Scientific Enquiry (Print)|B3|2008
0957-4093|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Logistics Management|B1|2008
0813-0183|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Management|B1|2008
1743-9132|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Managerial Finance|A2|2008
0143-7720|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Manpower|A2|2008
0144-3577|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Operations & Production Management|A1|2008
0925-5273|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Production Economics|A1|2008
1473-8031|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Simulation: Systems, Science & Technology (Print)|B2|2008
1192-2664|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Social Sciences|B2|2008
0218-1940|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Software Engineering and Knowledge Engineering|A2|2008
1555-2411|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Strategic Management|C |2008
1741-8798|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Technology Marketing (Online)|B2|2008
0219-0249|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Theoretical and Applied Finance|A2|2008
1548-1093|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Web-Based Learning and Teaching Technologies|B1|2008
1751-1062|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal of Wine Business Research (Print)|B2|2008
0219-8770|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Journal on Management of Innovation & Technology|B2|2008
1662-1387|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Public Management Review|B2|2008
1057-5219|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Review of Financial Analysis|A2|2008
0969-6016|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|International Transactions in Operational Research|B1|2008
1980-4865|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Internext (São Paulo)|B5|2008
1679-9844|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|InterScience Place|B5|2008
1982-5293|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interseção (Impresso) (Belo Horizonte)|C |2008
1982-6257|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Interseção (Online) (Belo Horizonte)|C |2008
0329-3475|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Invenio (Rosario)|B1|2008
1516-6341|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Investigação (Franca)|C |2008
0185-1667|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Investigación Económica - Facultad de Economía de la Universidad Nacional Autónoma de México|A2|2008
1810-4967|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Investment Management & Financial Innovations (Print)|B2|2008
1027-3115|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IOBC/WPRS Bulletin|C |2008
1516-697X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|IP (Belo Horizonte)|C |2008
1529-7314|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Issues in Information Systems|B2|2008
1983-7666|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Itinerarium (Rio de Janeiro. 2008)|C |2008
1443-9905|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|JAMAR. Journal of Applied Management Accounting Research|C |2008
1414-655X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Jornal da Ciência|C |2008
1984-3046|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|JOSCM. Journal of Operations and Supply Chain Management|C |2008
1542-8710|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Academy of Business and Economics|B3|2008
0378-4266|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Banking & Finance (Print)|A1|2008
0167-4544|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Business Ethics|A1|2008
0148-2963|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Business Research|A1|2008
0021-9487|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Canadian Petroleum Technology|A2|2008
0959-6526|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Cleaner Production|A1|2008
1462-8732|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Commercial Biotechnology|A2|2008
1472-0817|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Consumer Behaviour|B1|2008
0899-8620|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior|C |2008
1470-5001|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Corporate Citizenship|B2|2008
0929-1199|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Corporate Finance (Amsterdam. Print)|A1|2008
0304-3878|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Development Economics (Print)|A1|2008
0304-4076|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Econometrics|A1|2008
0148-6195|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Economics and Business|A2|2008
0883-2323|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Education for Business|B2|2008
1539-2937|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Electronic Commerce in Organizations|A2|2008
1083-9798|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Emerging Markets|B2|2008
1572-3089|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Financial Stability|A2|2008
0956-5515|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Intelligent Manufacturing|A1|2008
1544-8037|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of International Business and Economics|B3|2008
0954-1748|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of International Development|A2|2008
1555-6336|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of International Finance and Economics|B3|2008
1075-4253|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of International Management|A1|2008
1367-3270|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Knowledge Management|A2|2008
0022-2372|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Mammalogy (Print)|A1|2008
0022-2380|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Management Studies (Oxford. Print)|A1|2008
1741-038X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Manufacturing Technology Management|A2|2008
0272-6963|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Operations Management|A1|2008
0953-4814|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Organisational Change Management|A1|2008
0160-3477|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Post Keynesian Economics|A1|2008
1094-6705|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Service Research|A1|2008
0718-2724|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of Technology Management & Innovation|B1|2008
0092-0703|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of the Academy of Marketing Science|A1|2008
0160-5682|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal of the Operational Research Society|A1|2008
1569-1829|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Journal on Chain and Network Science (Print)|A2|2008
1806-8634|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Jovens Pesquisadores|C |2008
0772-652X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|La Memoire d'Auschwitz. Bulletin Trimestriel|C |2008
9155-5256|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Latin American Advances in Consumer Research|C |2008
1097-8526|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Latin American Business Review (Binghamton, N.Y.)|A2|2008
1981-7525|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Le Monde Diplomatique (Brasil)|C |2008
1895-4839|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Le Monde Diplomatique (Wyd. polskie)|C |2008
0969-6474|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Learning Organization|A2|2008
1514-3465|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Lecturas Educación Física y Deportes (Buenos Aires)|C |2008
0302-9743|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Lecture Notes in Computer Science|C |2008
0075-8442|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Lecture Notes in Economics and Mathematical Systems|A2|2008
0362-9805|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Legislative Studies Quarterly|A1|2008
1729-7419|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|LEISA Revista de Agroecología|C |2008
0101-9635|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Leopoldianum (UNISANTOS)|B5|2008
1808-3498|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Língua Portuguesa|C |2008
1980-3842|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Locus (ANPROTEC)|C |2008
1981-6790|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Locus Científico (Impresso)|C |2008
0103-9512|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Lumen (Recife)|B5|2008
0025-1747|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Management Decision|A2|2008
1206-1697|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Management International (Montréal)|B2|2008
1536-5433|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Management Research (Armonk, N.Y.)|B1|2008
0140-9174|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Management Research News|B1|2008
0268-6902|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Managerial Auditing Journal|A2|2008
0307-4358|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Managerial Finance|B2|2008
1517-0241|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Mandrágora (São Bernardo do Campo)|C |2008
0025-2700|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Maquinas e Metais|B3|2008
0025-3634|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Marketing (São Paulo)|C |2008
