ISSN|area|titulo|estrato|anoBase
1390-1079|Interdisciplinar|Revista Latino Americana de Comunicação|C |2008
1518-8345|Interdisciplinar|Revista Latino-Americana de Enfermagem (Online)|B1|2008
0104-1169|Interdisciplinar|Revista Latino-Americana de Enfermagem (USP. Ribeirão Preto. Impresso)|B3|2008
1678-6742|Interdisciplinar|Revista Latino-Americana de Estudos Constitucionais|C |2008
1807-3026|Interdisciplinar|Revista Latinoamericana de Ciencias de la Comunicación|B2|2008
1692-715X|Interdisciplinar|Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud|B1|2008
1405-1311|Interdisciplinar|Revista Latinoamericana de Estudios del Trabajo|B1|2008
1028-2564|Interdisciplinar|Revista Latinoamericana de Mastología|B4|2008
0120-0534|Interdisciplinar|Revista Latinoamericana de Psicologia|B1|2008
1415-4714|Interdisciplinar|Revista Latinoamericana de Psicopatologia Fundamental (Impresso)|B1|2008
1983-2192|Interdisciplinar|Revista LEVS (Marília)|C |2008
1518-8043|Interdisciplinar|Revista Liberato (Novo Hamburgo)|B5|2008
1808-5016|Interdisciplinar|Revista Literatura e Cultura (Rio de Janeiro)|B4|2008
1516-9154|Interdisciplinar|Revista LTr. Legislação do Trabalho|B4|2008
1678-2577|Interdisciplinar|Revista Mackenzie de Educação Física e Esporte|B4|2008

1809-0125|Interdisciplinar|Revista Magister de Direito Imobiliário, Registral, Urbanístico e Ambiental (Cessou em 2005)|C |2008
2175-1994||Revista Magister de Direito Ambiental e Urbanístico|C |2008

1807-0949|Interdisciplinar|Revista Magister de Direito Trabalhista e Previdenciário|C |2008
1518-6148|Interdisciplinar|Revista Mal-Estar e Subjetividade (Impresso)|B1|2008
1519-5570|Interdisciplinar|Revista Marraio|B5|2008
0034-9887|Interdisciplinar|Revista Médica de Chile (Impresa)|B1|2008
0103-880X|Interdisciplinar|Revista médica de Minas Gerais (Belo Horizonte)|B3|2008
1808-513X|Interdisciplinar|Revista Mestrado em Direito (UNIFIEO. Impresso)|B5|2008
1983-2745|Interdisciplinar|Revista Metais & Fundição Brasil|C |2008
0104-8031|Interdisciplinar|Revista Mineira de Educacao Fisica (UFV)|B4|2008
1808-6969|Interdisciplinar|Revista Multidisciplinar das Faculdades Integradas Pitágoras|B5|2008
1414-6304|Interdisciplinar|Revista Múltipla (UPIS)|B5|2008
1981-6332|Interdisciplinar|Revista Museu|C |2008
1983-6376|Interdisciplinar|Revista Nau|C |2008
1806-6755|Interdisciplinar|Revista NERA (UNESP)|B4|2008
0100-7653|Interdisciplinar|Revista Nordestina de Biologia|B5|2008
1983-8344|Interdisciplinar|Revista Nordestina de Ecoturismo|C |2008
0102-5864|Interdisciplinar|Revista Novos Rumos|B5|2008
0102-9460|Interdisciplinar|Revista Odonto Ciência (PUCRS. Impresso)|B4|2008
1808-4478|Interdisciplinar|Revista Outros Sertões|B5|2008
1808-7280|Interdisciplinar|Revista Palmares (Brasília)|C |2008
1679-7140|Interdisciplinar|Revista Panamericana de Infectología (Impresso)|B4|2008

1020-4989|Interdisciplinar|Revista Panamericana de Salud Pública (Impresa)|A2|2008
1020-4989|Interdisciplinar|Pan American Journal of Public Health (Impresa)|A2|2008

0556-6916|Interdisciplinar|Revista Paranaense de Desenvolvimento|B4|2008
1514-5999|Interdisciplinar|Revista Patagónica de Filosofía|B2|2008
0100-8889|Interdisciplinar|Revista Paulista de Enfermagem|B2|2008
0103-0582|Interdisciplinar|Revista Paulista de Pediatria (Impresso)|B3|2008
1809-1865|Interdisciplinar|Revista Pavimentação|B4|2008
1982-7318|Interdisciplinar|Revista Pedagogia Cotidiano Ressignificado|C |2008
1415-8175|Interdisciplinar|Revista Pedagógica (Chapecó. Impresso)|B5|2008
1982-2596|Interdisciplinar|Revista Pensamento Contemporâneo em Administração (UFF)|B5|2008
1983-9782|Interdisciplinar|Revista Pesquisa & Iniciação Científica - Amapá|C |2008
1806-485X|Interdisciplinar|Revista Pesquisa e Extensão em Saúde (UNESC)|B5|2008
1809-0257|Interdisciplinar|Revista Pesquisa Qualitativa|B5|2008
0329-5001|Interdisciplinar|Revista Petroquímica, Petróleo, Gas & Química|B3|2008
1413-6457|Interdisciplinar|Revista Philologus|B4|2008
1806-2776|Interdisciplinar|Revista PJ:Br|B5|2008
1808-6462|Interdisciplinar|Revista Pontes|B5|2008
1646-8082|Interdisciplinar|Revista Portuguesa de Bioética|B5|2008
1645-5584|Interdisciplinar|Revista Portuguesa de Ciência das Religiões|B3|2008
1645-0523|Interdisciplinar|Revista Portuguesa de Ciências do Desporto|B1|2008
0870-5283|Interdisciplinar|Revista Portuguesa de Filosofia|B1|2008
0874-0321|Interdisciplinar|Revista Portuguesa de Humanidades|B1|2008
0870-418X|Interdisciplinar|Revista Portuguesa de Pedagogia|B2|2008
0873-2159|Interdisciplinar|Revista Portuguesa de Pneumologia|B3|2008
9405-1550|Interdisciplinar|Revista Presença|C |2008
1981-8521|Interdisciplinar|Revista Processos Químicos|C |2008
1676-1901|Interdisciplinar|Revista Produção Online|B3|2008
1519-549X|Interdisciplinar|Revista Psicologia Política (Impresso)|B2|2008
1809-3264|Interdisciplinar|Revista Querubim|B5|2008
1806-3764|Interdisciplinar|Revista Química & Tecnologia (UNICAP)|B4|2008
1807-166X|Interdisciplinar|Revista Racine (São Paulo)|B5|2008
0101-8140|Interdisciplinar|Revista Regional de Araçatuba - Associação Paulista de Cirurgiões Dentistas|B5|2008
0102-8863|Interdisciplinar|Revista Rio de Janeiro|B3|2008
0210-5020|Interdisciplinar|Revista Rol. de Enfermería|B5|2008
1982-8055|Interdisciplinar|Revista Sarará|C |2008
1516-5787|Interdisciplinar|Revista Saúde e Ambiente (UFMT)|B5|2008
1518-756X|Interdisciplinar|Revista Saúde e Ambiente (UNIVILLE)|B4|2008
1809-0761|Interdisciplinar|Revista Saúde.com|B4|2008
1516-0629|Interdisciplinar|Revista sem Terra|B4|2008
1414-4425|Interdisciplinar|Revista SOBECC (São Paulo)|B3|2008
1809-2721|Interdisciplinar|Revista Sociologia Jurídica|B2|2008
1809-3957|Interdisciplinar|Revista SODEBRAS|C |2008
1676-0468|Interdisciplinar|Revista Solta a Voz|B5|2008
1676-4579|Interdisciplinar|Revista Spei (Curitiba)|B5|2008
1676-1995|Interdisciplinar|Revista Tamoios (Impresso)|C |2008
1518-5540|Interdisciplinar|Revista Technologia (Canoas)|B5|2008
0101-8191|Interdisciplinar|Revista Tecnologia (UNIFOR)|B5|2008
1516-9197|Interdisciplinar|Revista Tecnologia da Informação|B5|2008
1809-0044|Interdisciplinar|Revista Tecnologia e Sociedade|B5|2008
1679-169X|Interdisciplinar|Revista Tecnologia e Tendências|B5|2008
1517-8048|Interdisciplinar|Revista Tecnológica (UEM)|B5|2008
1549-2230|Interdisciplinar|Revista Teknokultura|C |2008
1515-6443|Interdisciplinar|Revista Theomai (En línea)|B3|2008
1677-2784|Interdisciplinar|Revista Trabalhista (Rio de Janeiro)|B5|2008
1677-2911|Interdisciplinar|Revista Trabalho & Ambiente|C |2008
1518-2711|Interdisciplinar|Revista Tributária e de Finanças Públicas|C |2008
1518-2290|Interdisciplinar|Revista Trilhas (UNAMA)|B5|2008
1518-2010|Interdisciplinar|Revista Trimestral de Direito Civil|B5|2008
1982-4831|Interdisciplinar|Revista Trópica - Ciências Agrárias e Biológicas|C |2008
1519-4744|Interdisciplinar|Revista Turismo & Desenvolvimento|B5|2008
1519-5694|Interdisciplinar|Revista Uniandrade (Impresso)|B5|2008
1415-3580|Interdisciplinar|Revista UNIARA|B5|2008
1517-3275|Interdisciplinar|Revista UNIVAP|B4|2008
1516-229X|Interdisciplinar|Revista Universidade de Franca|B5|2008

1413-3210|Interdisciplinar|Revista Universidade Guarulhos (Cessou em 2002)|B5|2008
1981-7428||Revista Universidade Guarulhos. Geociências (Impresso)|B5|2008

0104-7264|Interdisciplinar|Revista Universidade Rural. Série Ciências da Vida (Cessou em 2007)|B3|2008
1983-4772||Revista de Ciências da Vida|B3|2008

1809-3337|Interdisciplinar|Revista Universo Contábil|B3|2008
1415-2789|Interdisciplinar|Revista UNIVILLE|B4|2008
1519-6178|Interdisciplinar|Revista Urutágua (Online)|B5|2008
0103-9989|Interdisciplinar|Revista USP|B2|2008
0214-7246|Interdisciplinar|Revista Vasca de Derecho Procesal y Arbitraje|C |2008
1808-6764|Interdisciplinar|Revista Verde Grande (Unimontes)|B5|2008
1809-0443|Interdisciplinar|Revista Versões|B3|2008
1678-8931|Interdisciplinar|Revista Virtual de Estudos da Linguagem|B2|2008
1808-6535|Interdisciplinar|Revista Virtual de Gestão de Iniciativas Sociais|B5|2008
1519-6402|Interdisciplinar|Revista Visão Universitária|B5|2008
1980-2358|Interdisciplinar|Revista Zênite de Direito Administrativo e LRF-IDAF|C |2008
0303-240X|Interdisciplinar|Revue de l'Énergie|C |2008
1247-4819|Interdisciplinar|Revue du MAUSS Semestrielle|B1|2008
0035-3086|Interdisciplinar|Revue Générale de Droit|B5|2008
1370-0731|Interdisciplinar|Revue Internationale de Politique Comparée (Imprimé)|B2|2008
1645-0264|Interdisciplinar|RGE. Revista de Gestão e Economia|C |2008
0103-6971|Interdisciplinar|RGO. Revista Gaúcha de Odontologia (Impresso)|B3|2008
1981-982X|Interdisciplinar|RGSA: Revista de Gestão Social e Ambiental|B3|2008
1980-7031|Interdisciplinar|RIC@. Revista Interdisciplinar Científica Aplicada|C |2008
1679-592X|Interdisciplinar|RILA. Revista de Integração Latino-Americana|C |2008
1577-239X|Interdisciplinar|RIPS. Revista de Investigacines Políticas y Sociológicas|C |2008
1679-3498|Interdisciplinar|Risco (São Carlos)|B4|2008
1535-1459|Interdisciplinar|Rivers Research and Applications (Print)|A1|2008
1408-7073|Interdisciplinar|RMZ. Materials and Geoenvironment|B3|2008
1809-6948|Interdisciplinar|RNTI. Revista Negócios e Tecnologia da Informação (Online)|C |2008
0102-4531|Interdisciplinar|Rochas de Qualidade|B5|2008
0370-6583|Interdisciplinar|Rodriguesia|B3|2008
1807-1147|Interdisciplinar|RPA Brasil (Maringá)|B5|2008
0104-5695|Interdisciplinar|RPG. Revista de Pos-Graduacao (USP)|B4|2008
1679-9801|Interdisciplinar|RSBC. Revista-Sociedades Brasileiras de Câncer (Impresso)|B5|2008
1806-7727|Interdisciplinar|RSBO. Revista Sul-Brasileira de Odontologia|B5|2008
1677-0307|Interdisciplinar|RTE. Revista de Tecnologia Empresarial|C |2008
1413-2109|Interdisciplinar|Rua (UNICAMP)|B2|2008
0103-1651|Interdisciplinar|RUA. Revista de Arquitetura e Urbanismo|B3|2008
1983-3725|Interdisciplinar|RUA. Revista Universitária do Audiovisual|C |2008
1982-677X|Interdisciplinar|Rumores (USP)|B5|2008
1980-1998|Interdisciplinar|Ruris (Campinas)|B4|2008
0036-0244|Interdisciplinar|Russian Journal of Physical Chemistry|B2|2008
1982-792X|Interdisciplinar|Saber Científico|C |2008
0328-6584|Interdisciplinar|Saber y Tiempo|B5|2008
1980-0002|Interdisciplinar|SaBios (Faculdade Integrado de Campo Mourão. Online)|B5|2008
0148-7191|Interdisciplinar|SAE Technical Paper Series|B4|2008
0104-8929|Interdisciplinar|Saeculum (UFPB)|B5|2008
1982-0283|Interdisciplinar|Salto para o Futuro|B5|2008
1518-3157|Interdisciplinar|Salto para o Futuro (Online)|B5|2008
0104-7175|Interdisciplinar|Sanare (Curitiba)|B5|2008
0103-7056|Interdisciplinar|Saneamento Ambiental|B3|2008
1806-4779|Interdisciplinar|Saneas (São Paulo)|B5|2008
1983-6023|Interdisciplinar|Sankofa (São Paulo)|C |2008
0102-8839|Interdisciplinar|São Paulo em Perspectiva (Impresso)|B1|2008
1516-3180|Interdisciplinar|São Paulo Medical Journal (Impresso)|B1|2008
1809-0915|Interdisciplinar|Sapiência (FAPEPI. Impresso)|C |2008
1677-7816|Interdisciplinar|Saráo : Memória e Vida Cultural de Campinas e Região (UNICAMP)|C |2008
0103-4499|Interdisciplinar|Saúde (Santa Maria)|B5|2008
1806-3365|Interdisciplinar|Saúde Coletiva (Barueri)|B4|2008
1808-1592|Interdisciplinar|Saúde e Direitos Humanos|B3|2008
0104-1290|Interdisciplinar|Saúde e Sociedade (USP. Impresso)|B1|2008
0103-1104|Interdisciplinar|Saúde em Debate|B2|2008
0871-0821|Interdisciplinar|Saúde em Revista|B4|2008
1516-7356|Interdisciplinar|Saúde em Revista (UNIMEP)|B4|2008
1808-2629|Interdisciplinar|Saúde Pública, Prevenção e Câncer (Saúde pública, prev. câncer)|C |2008
1414-218X|Interdisciplinar|Saúde, Ética & Justiça|B5|2008
1415-6547|Interdisciplinar|Saúde, Sexo e Educação|B5|2008
1415-6512|Interdisciplinar|SBPN (São Paulo)|B5|2008
1981-2264|Interdisciplinar|SBS Resenhas|B5|2008
1365-3083|Interdisciplinar|Scandinavian Journal of Immunology (Online)|B2|2008
0300-9475|Interdisciplinar|Scandinavian Journal of Immunology (Print)|A2|2008
0036-5548|Interdisciplinar|Scandinavian Journal of Infectious Diseases|B1|2008
0905-7188|Interdisciplinar|Scandinavian Journal of Medicine & Science in Sports|B1|2008
1984-1655|Interdisciplinar|Schème: Revista Eletrônica de Psicologia e Epistemologia Genéticas|C |2008
0920-9964|Interdisciplinar|Schizophrenia Research (Print)|A1|2008
0302-3427|Interdisciplinar|Science & Public Policy (Print)|B2|2008
0036-8075|Interdisciplinar|Science (New York, N.Y.)|A1|2008
0950-5431|Interdisciplinar|Science as Culture|B4|2008
1777-0173|Interdisciplinar|Science Magazine (Paris)|B5|2008
0167-6423|Interdisciplinar|Science of Computer Programming (Print)|A1|2008
0048-9697|Interdisciplinar|Science of the Total Environment|A1|2008
0971-7218|Interdisciplinar|Science, Technology and Society|B1|2008
1297-2258|Interdisciplinar|Sciences au Sud (Paris)|C |2008
1168-1446|Interdisciplinar|Sciences de la Société (Toulouse)|C |2008
0104-1770|Interdisciplinar|Scientia (UNISINOS)|B4|2008
1519-1125|Interdisciplinar|Scientia Agraria (UFPR. Impresso)|B4|2008
0103-9016|Interdisciplinar|Scientia Agrícola (USP. Impresso)|A2|2008
1676-3815|Interdisciplinar|Scientia et SPES|C |2008
1413-9324|Interdisciplinar|Scientia Forestalis (IPEF)|B3|2008
0304-4238|Interdisciplinar|Scientia Horticulturae|B1|2008
0214-8358|Interdisciplinar|Scientia Marina|B1|2008
1813-0135|Interdisciplinar|Scientia Medica (La Paz)|B5|2008
1806-5562|Interdisciplinar|Scientia Medica (PUCRS. Impresso)|B4|2008
1808-2793|Interdisciplinar|Scientia Plena|B3|2008
1415-3211|Interdisciplinar|Scientia Sexualis (UGF)|B5|2008
1517-9729|Interdisciplinar|Scientia Una (FOCCA)|B5|2008
1678-3166|Interdisciplinar|Scientiae Studia (USP)|B1|2008
1676-9791|Interdisciplinar|Scientific American Brasil|B4|2008
0138-9130|Interdisciplinar|Scientometrics (Print)|B1|2008
1806-6526|Interdisciplinar|Scintilla (FFSB)|B5|2008
0973-3167|Interdisciplinar|SCMS Journal of Indian Management|C |2008
1516-4039|Interdisciplinar|Scripta (PUCMG)|B1|2008
1359-6462|Interdisciplinar|Scripta Materialia (Oxford)|A1|2008
1138-9788|Interdisciplinar|Scripta Nova (Barcelona)|B1|2008
1808-5768|Interdisciplinar|Scripta Philologica|B3|2008
0929-6387|Interdisciplinar|Search on Glaucoma (Deutsche Ausg.)|C |2008
1809-2802|Interdisciplinar|Secretariado Executivo em Revista|C |2008
1415-0387|Interdisciplinar|Seed News|B5|2008
1808-8023|Interdisciplinar|Segurança Alimentar e Nutricional|B4|2008
0361-185X|Interdisciplinar|Selbyana|B4|2008
0375-1651|Interdisciplinar|Sellowia|B4|2008
1415-3130|Interdisciplinar|Semear (PUCRJ)|B1|2008

0049-0164|Interdisciplinar|Semina (Helsinki. Cessou em 2006)|B5|2008
1796-6116||Farmasia|B5|2008

0101-3742|Interdisciplinar|Semina (Londrina)|B3|2008
1676-546X|Interdisciplinar|Semina. Ciências Agrárias (Impresso)|B3|2008
1679-0359|Interdisciplinar|Semina. Ciências Agrárias (Online)|B3|2008
1679-0367|Interdisciplinar|Semina. Ciências Biológicas e da Saúde (Online)|B5|2008
1676-5451|Interdisciplinar|Semina. Ciências Exatas e Tecnológicas (Impresso)|B4|2008
1679-0375|Interdisciplinar|Semina. Ciências Exatas e Tecnológicas (Online)|B5|2008
0037-1998|Interdisciplinar|Semiotica (Berlin)|B1|2008
0037-2102|Interdisciplinar|Senckenbergiana Biologica|B4|2008
1726-5479|Interdisciplinar|Sensors & Transducers|B3|2008
1424-8220|Interdisciplinar|Sensors (Basel)|A2|2008
0925-4005|Interdisciplinar|Sensors and Actuators. B, Chemical|A1|2008
0914-4935|Interdisciplinar|Sensors and Materials|B1|2008
0149-6395|Interdisciplinar|Separation Science and Technology (Print)|A2|2008
0101-9562|Interdisciplinar|Sequência (UFSC)|B2|2008
1578-3065|Interdisciplinar|Ser Médico|C |2008
1415-6946|Interdisciplinar|Ser Social (UnB)|B1|2008
1022-0364|Interdisciplinar|Serie Antropología|C |2008
1980-9859|Interdisciplinar|Série Antropologia (Brasília. Impresso)|B4|2008
1980-9867|Interdisciplinar|Série Antropologia (Brasília. Online)|B4|2008
1637-6528|Interdisciplinar|Série Cahier de Recherche - UMR MOISA|B5|2008
1982-2693|Interdisciplinar|Série CEPPAC|C |2008
1980-9271|Interdisciplinar|Série Diversidade e Cidadania (Faculdades ESPAM)|B4|2008
1677-9495|Interdisciplinar|Série Documenta (UFRJ. Impresso)|B4|2008
1414-0640|Interdisciplinar|Série Documental (INEP)|B3|2008
0103-2658|Interdisciplinar|Serie Educacao Ambiental|C |2008
0101-031X|Interdisciplinar|Série Sociologica. Antropologia|C |2008
1414-5138|Interdisciplinar|Série-Estudos (UCDB)|B3|2008
1413-4233|Interdisciplinar|Serviço Social & Realidade|B3|2008
0101-6628|Interdisciplinar|Serviço Social & Sociedade|B1|2008
1676-1707|Interdisciplinar|Serviço Social e Contemporaneidade|B5|2008
1679-4842|Interdisciplinar|Serviço Social em Revista (Online)|B3|2008
1368-4973|Interdisciplinar|Sexually Transmitted Infections (Print)|B1|2008
1070-9622|Interdisciplinar|Shock and Vibration|B1|2008
0037-4237|Interdisciplinar|Shore and Beach|B3|2008
0363-0129|Interdisciplinar|SIAM Journal on Control and Optimization (Print)|A1|2008
0036-1410|Interdisciplinar|SIAM Journal on Mathematical Analysis (Print)|A1|2008
0036-1429|Interdisciplinar|SIAM Journal on Numerical Analysis (Print)|A1|2008
0036-1488|Interdisciplinar|SIDA, Contributions to Botany (Cessou em 2006)|B4|2008
0760-0070|Interdisciplinar|Signes, Nantes. (Cessou em 2005)|B4|2008
1516-4330|Interdisciplinar|Significação: Revista de Cultura Audiovisual|B2|2008
1413-0416|Interdisciplinar|Signos (UNIVATES)|B5|2008
1665-1324|Interdisciplinar|Signos Filosóficos|B5|2008
0103-7250|Interdisciplinar|Signotica (UFG)|B3|2008
0103-9962|Interdisciplinar|Signum (Fortaleza)|B5|2008
1516-6295|Interdisciplinar|Signum (São Paulo)|B3|2008
1667-9008|Interdisciplinar|SIICsalud (Buenos Aires)|B5|2008
1046-8781|Interdisciplinar|Simulation & Gaming|B2|2008
0037-5497|Interdisciplinar|Simulation (San Diego, Calif.)|B1|2008

0928-4869|Interdisciplinar|Simulation Practice and Theory (Cessou em 2002)|B2|2008
1569-190X||Simulation Modelling Practice and Theory|B2|2008

1809-9815|Interdisciplinar|Sinais Sociais|B4|2008
1807-9067|Interdisciplinar|Sinapse Ambiental|C |2008
1562-384X|Interdisciplinar|Sincronía (Guadalajara)|C |2008
1677-499X|Interdisciplinar|Sinergia (CEFETSP)|B5|2008
0103-4332|Interdisciplinar|Sintese (Belo Horizonte. 1974)|B1|2008
1123-458X|Interdisciplinar|Sipario (Milano)|B2|2008
1646-4990|Interdisciplinar|Sísifo (Lisboa)|C |2008
0101-8841|Interdisciplinar|Sitientibus (UEFS)|B4|2008
1519-6097|Interdisciplinar|Sitientibus. Série Ciências Biológicas|B4|2008
0364-2348|Interdisciplinar|Skeletal Radiology|B1|2008
1389-9457|Interdisciplinar|Sleep Medicine (Amsterdam. Print)|A2|2008
1806-6976|Interdisciplinar|SMAD. Revista Eletrônica Saúde Mental Álcool e Drogas (Edição em português)|B3|2008
1613-6810|Interdisciplinar|Small (Weinheim. Print)|A1|2008
0921-4488|Interdisciplinar|Small Ruminant Research|B1|2008
0964-1726|Interdisciplinar|Smart Materials and Structures (Print)|A2|2008
0103-0620|Interdisciplinar|Sociais e Humanas|B4|2008
0037-7686|Interdisciplinar|Social Compass (Imprimé)|A2|2008
0253-3952|Interdisciplinar|Social Dynamics|B1|2008
0037-7732|Interdisciplinar|Social Forces|A1|2008
0277-9536|Interdisciplinar|Social Science & Medicine (1982)|A1|2008
0306-3127|Interdisciplinar|Social Studies of Science|A2|2008
0252-8827|Interdisciplinar|Socialismo y Participación|B5|2008
0103-1570|Interdisciplinar|Sociedade & Natureza (UFU. Impresso)|B2|2008
1982-4513|Interdisciplinar|Sociedade & Natureza (UFU. Online)|B2|2008
1415-8566|Interdisciplinar|Sociedade e Cultura (Impresso)|B2|2008
1981-1551|Interdisciplinar|Sociedade e Desenvolvimento Rural|B4|2008
0102-6992|Interdisciplinar|Sociedade e Estado (UnB. Impresso)|A2|2008
1415-5893|Interdisciplinar|Sociedade e Território (Natal)|B4|2008
0873-6308|Interdisciplinar|Sociedade e Território (Porto)|B4|2008
1414-9869|Interdisciplinar|Sociedade em Debate (UCPel)|B4|2008
1629-825X|Interdisciplinar|Sociétés Brésiliennes (Cessou em 2003)|B4|2008
0894-1920|Interdisciplinar|Society & Natural Resources|A2|2008
0361-6525|Interdisciplinar|Sociobiology|A2|2008
0210-8364|Interdisciplinar|Sociología del Trabajo|B1|2008
1517-4522|Interdisciplinar|Sociologias (UFRGS. Impresso)|B2|2008
1646-3714|Interdisciplinar|Sociomuseology|C |2008
1808-8333|Interdisciplinar|Socitec E-prints|C |2008
0167-1987|Interdisciplinar|Soil & Tillage Research|A1|2008
0038-0717|Interdisciplinar|Soil Biology & Biochemistry|A1|2008
0361-5995|Interdisciplinar|Soil Science Society of America Journal|A1|2008
1980-9743|Interdisciplinar|Soils & Rocks|B3|2008
0038-0938|Interdisciplinar|Solar Physics|A2|2008
0038-1098|Interdisciplinar|Solid State Communications|A2|2008

0103-7021|Interdisciplinar|Solos e Rochas (Cessou em 2006)|B2|2008

1518-4765|Interdisciplinar|Somanlu (UFAM)|B4|2008
1303-8370|Interdisciplinar|Sosyal Ve Ekonomik Arastirmalar Dergisi|C |2008
1816-1154|Interdisciplinar|SOURCE (Print, Bonn)|C |2008
1014-5494|Interdisciplinar|Sources Unesco|C |2008
1808-9798|Interdisciplinar|South American Journal of Herpetology (Impresso)|B3|2008
0303-8246|Interdisciplinar|Southeast Asian Journal of Social Science|B4|2008
0104-5431|Interdisciplinar|Southern Brazilian Journal of Chemistry|B4|2008
0038-4038|Interdisciplinar|Southern Economic Journal|A2|2008
0038-4348|Interdisciplinar|Southern Medical Journal (Birmingham, Ala. Print)|B1|2008
0275-1879|Interdisciplinar|Special Care in Dentistry|B1|2008

0371-1951|Interdisciplinar|Spectrochimica Acta (Cessou em 1966)|B2|2008
0584-8539||Spectrochimica Acta. Part A, Molecular Spectroscopy|B2|2008

1386-1425|Interdisciplinar|Spectrochimica Acta. Part A, Molecular and Biomolecular Spectroscopy (Print)|A2|2008
0584-8547|Interdisciplinar|Spectrochimica Acta. Part B, Atomic Spectroscopy|A1|2008
1476-3141|Interdisciplinar|Sports Biomechanics|A2|2008
0102-1214|Interdisciplinar|STAB (Piracicaba)|B5|2008
1516-6058|Interdisciplinar|Star Virgem|C |2008
0038-9056|Interdisciplinar|Stärke (Weinheim)|B1|2008
0167-7152|Interdisciplinar|Statistics & Probability Letters|A2|2008
0960-3174|Interdisciplinar|Statistics and Computing|A2|2008
0736-2994|Interdisciplinar|Stochastic Analysis and Applications (Print)|B1|2008
0039-2499|Interdisciplinar|Stroke (Dallas. 1970)|A1|2008
1545-2255|Interdisciplinar|Structural Control & Health Monitoring (Print)|A1|2008
0213-2060|Interdisciplinar|Studia Historica. Ha Medieval|B5|2008
0039-3215|Interdisciplinar|Studia Logica|A2|2008
0166-0616|Interdisciplinar|Studies in Mycology (Print)|A1|2008
0167-2991|Interdisciplinar|Studies in Surface Science and Catalysis|B1|2008
0165-0521|Interdisciplinar|Studies on Neotropical Fauna and Environment|B1|2008
1519-4388|Interdisciplinar|Studium (UNICAMP)|B4|2008
1676-157X|Interdisciplinar|Stylus (Belo Horizonte)|B5|2008
0972-1525|Interdisciplinar|Sugar Tech|B5|2008
0100-5405|Interdisciplinar|Summa Phytopathologica (Impresso)|B2|2008
1806-6445|Interdisciplinar|Sur. Revista Internacional de Direitos Humanos (Impresso)|B1|2008
0257-8972|Interdisciplinar|Surface & Coatings Technology|A1|2008
0039-6028|Interdisciplinar|Surface Science|A1|2008
0930-1038|Interdisciplinar|Surgical and Radiologic Anatomy (Print)|B3|2008
0039-7695|Interdisciplinar|Symposium (Recife)|B4|2008
0936-5214|Interdisciplinar|Synlett (Stuttgart)|A1|2008
0039-7881|Interdisciplinar|Synthesis (Stuttgart)|A2|2008
1362-1971|Interdisciplinar|Systematic and Applied Acarology|B2|2008
0363-6445|Interdisciplinar|Systematic Botany|A2|2008
0165-5752|Interdisciplinar|Systematic Parasitology|B1|2008
0167-6911|Interdisciplinar|Systems & Control Letters (Print)|A1|2008
1415-8892|Interdisciplinar|T & N Petróleo|B4|2008
1678-3824|Interdisciplinar|T&C Amazônia|B5|2008
1794-2489|Interdisciplinar|Tabula Rasa|C |2008

1145-3559|Interdisciplinar|Taíra (Grenoble. Cessou em 2004)|B3|2008
0769-0681||Iris (Grenoble)|B3|2008

0039-9140|Interdisciplinar|Talanta (Oxford)|A1|2008
1259-1920|Interdisciplinar|TALIS. Third Age Learning International Studies|B3|2008
0716-0798|Interdisciplinar|Taller de Letras (Santiago)|B3|2008
1813-2286|Interdisciplinar|Tapir Conservation (Print)|C |2008
0040-0262|Interdisciplinar|Taxon|A1|2008
1809-8282|Interdisciplinar|TCC em Re-Vista (TCC re-vista, UNIFRAN)|C |2008
1678-3697|Interdisciplinar|TD. Teoria e Debate|B4|2008
1518-417X|Interdisciplinar|Tec Carnes (Campinas)|C |2008
0104-3285|Interdisciplinar|TECBAHIA|B4|2008
1519-6887|Interdisciplinar|Tecer (Anápolis)|C |2008
0104-1053|Interdisciplinar|Techne : Revista de Tecnologia da Construção (São Paulo)|B3|2008
1123-6337|Interdisciplinar|Techniques in Coloproctology (Testo Stampato)|B3|2008
1477-965X|Interdisciplinar|Technoetic Arts|B4|2008
0040-1625|Interdisciplinar|Technological Forecasting & Social Change|A1|2008
0928-7329|Interdisciplinar|Technology and Health Care|B3|2008
0101-1138|Interdisciplinar|Técnicouro (Novo Hamburgo)|B4|2008
1415-6229|Interdisciplinar|Tecno-Lógica (UNISC)|B5|2008
1414-8498|Interdisciplinar|Tecnologia & Cultura (CEFET/RJ)|B5|2008
0103-7064|Interdisciplinar|Tecnologia & Humanismo|B4|2008
0102-5503|Interdisciplinar|Tecnologia Educacional|B3|2008
1807-300X|Interdisciplinar|Tecnologia em Metalurgia e Materiais (São Paulo. Impresso)|B2|2008
0257-1749|Interdisciplinar|Tecnologica (Guayaquil)|B5|2008
1518-5370|Interdisciplinar|Teias (Rio de Janeiro. Impresso)|B2|2008
1645-9911|Interdisciplinar|Tékhne.Revista de Estudos Politécnicos|C |2008
1519-9452|Interdisciplinar|Tellus (UCDB)|B3|2008
0280-6495|Interdisciplinar|Tellus. Series A, Dynamic Meteorology and Oceanography|A1|2008
