ISSN|area|titulo|estrato|anoBase
0165-0009|Interdisciplinar|Climatic Change|A1|2008
1996-3041|Interdisciplinar|Climatologie (Aix-en-Provence)|B5|2008
1519-4620|Interdisciplinar|Clinamen (Florianópolis)|C |2008
1806-5015|Interdisciplinar|Clínica (São José)|B4|2008
0009-8981|Interdisciplinar|Clinica Chimica Acta (Print)|A2|2008
1518-5443|Interdisciplinar|Clínica e Instituição (UFU)|B4|2008
1413-571X|Interdisciplinar|Clínica Veterinária (São Paulo)|B4|2008
1076-0296|Interdisciplinar|Clinical and Applied Thrombosis/Hemostasis|B1|2008
0009-9104|Interdisciplinar|Clinical and Experimental Immunology (Print)|A2|2008
1591-8890|Interdisciplinar|Clinical and Experimental Medicine (Testo stampato)|B1|2008
0305-1870|Interdisciplinar|Clinical and Experimental Pharmacology & Physiology|A2|2008
1556-6811|Interdisciplinar|Clinical and Vaccine Immunology|A2|2008
0962-8827|Interdisciplinar|Clinical Dysmorphology|B1|2008
1058-4838|Interdisciplinar|Clinical Infectious Diseases|A1|2008
1198-743X|Interdisciplinar|Clinical Microbiology and Infection (Print)|A1|2008
0303-8467|Interdisciplinar|Clinical Neurology and Neurosurgery (Dutch-Flemish ed.)|B1|2008
1432-6981|Interdisciplinar|Clinical Oral Investigations (Print)|B1|2008
0269-2155|Interdisciplinar|Clinical Rehabilitation|B1|2008
0770-3198|Interdisciplinar|Clinical Rheumatology (Printed)|B1|2008
0143-5221|Interdisciplinar|Clinical Science (1979)|A1|2008
1807-5932|Interdisciplinar|Clinics (USP. Impresso)|B2|2008
0749-0690|Interdisciplinar|Clinics in Geriatric Medicine|B1|2008
0102-9487|Interdisciplinar|Clio. Série História do Nordeste (UFPE)|B2|2008
1092-8529|Interdisciplinar|CNS Spectrums|B1|2008
1469-493X|Interdisciplinar|Cochrane Database of Systematic Reviews (Online)|A1|2008
1465-1858|Interdisciplinar|Cochrane Library (Online)|B3|2008
1414-8536|Interdisciplinar|Cogitare Enfermagem (UFPR)|B3|2008
1518-7187|Interdisciplinar|Cognitio (PUCSP)|B2|2008
1809-8428|Interdisciplinar|Cognitio-Estudos (PUC-SP. Online)|B3|2008
1543-3633|Interdisciplinar|Cognitive and Behavioral Neurology|B1|2008
0936-5907|Interdisciplinar|Cognitive Linguistics|A1|2008
1519-8529|Interdisciplinar|Colabora (Curitiba)|B5|2008
1679-0863|Interdisciplinar|Coleção de Idéias (Universidade do Estado da Bahia)|B3|2008
1981-4313|Interdisciplinar|Coleção Pesquisa em Educação Física|B5|2008
0927-7757|Interdisciplinar|Colloids and Surfaces. A, Physicochemical and Engineering Aspects (Print)|A1|2008
0121-5612|Interdisciplinar|Colombia Internacional|B1|2008
1984-4328|Interdisciplinar|Colóquio Internacional Desenvolvimento Contra a Pobreza|C |2008
1808-1851|Interdisciplinar|Coluna/Columna|B4|2008
0010-2202|Interdisciplinar|Combustion Science and Technology|A2|2008
1519-7654|Interdisciplinar|ComCiência (UNICAMP)|B4|2008
0185-0601|Interdisciplinar|Comercio Exterior (Ed. español. Impresa)|C |2008
0886-5140|Interdisciplinar|Comments on Toxicology|B4|2008
1612-1783|Interdisciplinar|Communication & Medicine (Print)|B4|2008
1007-5704|Interdisciplinar|Communications in Nonlinear Science & Numerical Simulation|B1|2008
1069-8299|Interdisciplinar|Communications in Numerical Methods in Engineering|A2|2008
0010-3624|Interdisciplinar|Communications in Soil Science and Plant Analysis|B1|2008
0361-0926|Interdisciplinar|Communications in Statistics. Theory and Methods|B1|2008
0101-7942|Interdisciplinar|Communio (Rio de Janeiro)|B4|2008
0265-539X|Interdisciplinar|Community Dental Health|B1|2008
0301-5661|Interdisciplinar|Community Dentistry and Oral Epidemiology|A2|2008

1422-2795|Interdisciplinar|Community Genetics (Cessou em 2008)|B1|2008
1662-4246||Public Health Genomics (Print)|B1|2008

1532-0456|Interdisciplinar|Comparative Biochemistry and Physiology. C. Toxicology & Pharmacology|A2|2008
1095-6433|Interdisciplinar|Comparative Biochemistry and Physiology. Part A, Molecular & Integrative Physiology|A2|2008

1367-8280|Interdisciplinar|Comparative Biochemistry and Physiology. Part C, Pharmacology, Toxicology & Endocrinology (Cessou em 1999)|B1|2008

0147-9571|Interdisciplinar|Comparative Immunology, Microbiology and Infectious Diseases|B1|2008
1095-6654|Interdisciplinar|Comparative Labor Law & Policy Journal|B5|2008
0332-1649|Interdisciplinar|Compel (Bradford)|B2|2008
1984-2880|Interdisciplinar|Competência (Porto Alegre)|C |2008
1359-835X|Interdisciplinar|Composites. Part A, Applied Science and Manufacturing|A1|2008
0010-440X|Interdisciplinar|Comprehensive Psychiatry (Print)|B1|2008
1476-9271|Interdisciplinar|Computational Biology and Chemistry (Print)|A2|2008
1420-0597|Interdisciplinar|Computational Geosciences (Amsterdam)|A2|2008
0927-0256|Interdisciplinar|Computational Materials Science|A1|2008
0167-9473|Interdisciplinar|Computational Statistics & Data Analysis (Print)|A2|2008
0943-4062|Interdisciplinar|Computational Statistics (Zeitschrift)|A2|2008
1061-3773|Interdisciplinar|Computer Applications in Engineering Education|A2|2008
0169-2607|Interdisciplinar|Computer Methods and Programs in Biomedicine (Print)|A2|2008
0045-7825|Interdisciplinar|Computer Methods in Applied Mechanics and Engineering|A1|2008
1526-1492|Interdisciplinar|Computer Modeling in Engineering & Sciences (Print)|A1|2008
0010-4655|Interdisciplinar|Computer Physics Communications|A2|2008
0885-2308|Interdisciplinar|Computer Speech & Language (Print)|B1|2008
0267-6192|Interdisciplinar|Computer Systems Science and Engineering|B1|2008
1077-3142|Interdisciplinar|Computer Vision and Image Understanding (Print)|A2|2008
0895-6111|Interdisciplinar|Computerized Medical Imaging and Graphics|B1|2008
0098-3004|Interdisciplinar|Computers & Geosciences|A2|2008
0360-8352|Interdisciplinar|Computers & Industrial Engineering|A2|2008
0305-0548|Interdisciplinar|Computers & Operations Research|A1|2008
0045-7949|Interdisciplinar|Computers & Structures|A1|2008
0360-1315|Interdisciplinar|Computers and Education|A1|2008
0266-352X|Interdisciplinar|Computers and Geotechnics|A2|2008
0198-9715|Interdisciplinar|Computers, Environment and Urban Systems|A2|2008
0101-305X|Interdisciplinar|Comum (FACHA)|B4|2008
1413-7437|Interdisciplinar|Comunicação & Comunidade|C |2008
1415-5842|Interdisciplinar|Comunicação & Informação (UFG)|B3|2008
1809-564X|Interdisciplinar|Comunicação & Inovação|B4|2008
0102-6925|Interdisciplinar|Comunicação & Política|B3|2008
0101-2657|Interdisciplinar|Comunicação & Sociedade|B3|2008
0104-6829|Interdisciplinar|Comunicacao e Educacao (USP)|B3|2008
1980-0584|Interdisciplinar|Comunicação em Ciências da Saúde (Impresso)|B5|2008
0873-1632|Interdisciplinar|Comunicação Empresarial|C |2008
1806-4981|Interdisciplinar|Comunicação, Mídia e Consumo (São Paulo. Impresso)|B2|2008
0102-3055|Interdisciplinar|Comunicações do ISER|B2|2008
0102-0242|Interdisciplinar|Comunicarte|B4|2008
1519-7204|Interdisciplinar|Conceitos (João Pessoa)|B4|2008
1414-7327|Interdisciplinar|Concilium (Brasil)|B2|2008
0588-9804|Interdisciplinar|Concilium (Deutsche Ausg.)|B1|2008
1125-7164|Interdisciplinar|Concilium (Ed. Italiana)|B1|2008
1532-0626|Interdisciplinar|Concurrency and Computation|A1|2008
1677-0943|Interdisciplinar|Conexão (UCS)|B5|2008
1983-9030|Interdisciplinar|Conexões (Campinas. Online)|C |2008

1516-4381|Interdisciplinar|Conexões (UNICAMP, Cessou em 2000)|B3|2008

1958-9212|Interdisciplinar|Confins (Paris)|B2|2008
1415-7403|Interdisciplinar|Confluência (Rio de Janeiro)|B2|2008
1678-7145|Interdisciplinar|Confluências (Niterói)|B3|2008
1808-6276|Interdisciplinar|Confraria (Rio de Janeiro)|B5|2008
0012-4982|Interdisciplinar|Congresso Brasileiro de Micologia|C |2008
|Interdisciplinar|Congresso Latino Americano de Órgãos Artificiais e Biomateriais|C |2008
|Interdisciplinar|Congresso Latino Americano y Argentino de Zoonoses|C |2008
0044-0728|Interdisciplinar|Congresso Nacional de Botânica|C |2008
1984-4395|Interdisciplinar|Conhecimento & Inovação|C |2008
1809-3442|Interdisciplinar|Conhecimento Interativo|B5|2008
1413-1536|Interdisciplinar|Conjuntura & Planejamento|C |2008
0010-5945|Interdisciplinar|Conjuntura Economica (Rio de Janeiro)|B1|2008
1809-8436|Interdisciplinar|Cons ciência (São Paulo)|C |2008
1677-1028|Interdisciplinar|ConScientiae Saúde (Impresso)|B4|2008
0888-8892|Interdisciplinar|Conservation Biology|A1|2008
1523-1739|Interdisciplinar|Conservation Biology (Online)|A2|2008
1566-0621|Interdisciplinar|Conservation Genetics|A2|2008
1415-6954|Interdisciplinar|Construção Psicopedagógica (Impresso)|B2|2008
0950-0618|Interdisciplinar|Construction & Building Materials|A2|2008
1809-2829|Interdisciplinar|Consultor Jurídico (São Paulo. Online)|C |2008
1415-7136|Interdisciplinar|Contabilidade e Informação (UNIJUI)|B4|2008
0103-734X|Interdisciplinar|Contabilidade Vista & Revista|B3|2008
1519-7573|Interdisciplinar|Contexto (Montes Claros)|B4|2008
0102-8529|Interdisciplinar|Contexto Internacional (PUCRJ. Impresso)|A2|2008
1834-0679|Interdisciplinar|Contexto Latinoamericano|C |2008
1678-2089|Interdisciplinar|Contextus (Fortaleza)|B4|2008
0278-4343|Interdisciplinar|Continental Shelf Research|A2|2008
1414-7483|Interdisciplinar|Contracampo (UFF)|B2|2008
1516-3202|Interdisciplinar|Contraponto (UCSal)|B3|2008

1519-8227|Interdisciplinar|Contrapontos (UNIVALI, Cessou em 2008)|B2|2008
1984-7114||Contrapontos (Online)|B2|2008

0324-8569|Interdisciplinar|Control and Cybernetics|B1|2008
0103-1759|Interdisciplinar|Controle & Automação (Impresso)|B1|2008
1807-0345|Interdisciplinar|Controle & Automação (Online)|B1|2008
1678-6858|Interdisciplinar|Controle de Contaminação|B3|2008
1808-5253|Interdisciplinar|Controvérsia (UNISINOS)|B3|2008
1405-1435|Interdisciplinar|Convergencía (Toluca)|B4|2008
1414-0381|Interdisciplinar|Convergência Lusíada|B2|2008
0120-7180|Interdisciplinar|Cooperativismo y Desarrollo|C |2008
0045-8511|Interdisciplinar|Copeia|B1|2008
0722-4028|Interdisciplinar|Coral Reefs (Print)|A1|2008
1727-9232|Interdisciplinar|Corporate Ownership & Control (Print)|B2|2008
0870-1164|Interdisciplinar|Corrosão e Protecção de Materiais|B2|2008
0010-938X|Interdisciplinar|Corrosion Science|A1|2008
1808-351X|Interdisciplinar|Corte e Conformação de Metais|B4|2008
1828-6771|Interdisciplinar|Cosmopolis (Testo stampato)|C |2008
1353-985X|Interdisciplinar|Cotinga (Sandy)|B5|2008
0951-5070|Interdisciplinar|Counselling Psychology Quarterly (Print)|B1|2008
1749-8457|Interdisciplinar|Critica (London)|B4|2008
0011-1503|Interdisciplinar|Crítica (México)|B3|2008
1413-4004|Interdisciplinar|Crítica (UEL)|B3|2008
1980-6493|Interdisciplinar|Crítica Cultural|B4|2008
0104-9321|Interdisciplinar|Critica Marxista (São Paulo)|B2|2008
1364-8535|Interdisciplinar|Critical Care (London. Print)|B2|2008
0090-3493|Interdisciplinar|Critical Care Medicine|A1|2008
0308-275X|Interdisciplinar|Critique of Anthropology|B1|2008
1518-0689|Interdisciplinar|Cronos (Natal. Impresso)|B2|2008
1518-7853|Interdisciplinar|Crop Breeding and Applied Biotechnology (Impresso)|B1|2008
0261-2194|Interdisciplinar|Crop Protection|B1|2008
0011-216X|Interdisciplinar|Crustaceana (Leiden. Print)|B1|2008
1981-2140|Interdisciplinar|CSOnline (UFJF)|B3|2008
1668-0030|Interdisciplinar|CTS. Ciencia, Tecnología y Sociedad|B4|2008
0011-2356|Interdisciplinar|Cuadernos Americanos|B1|2008
0327-3776|Interdisciplinar|Cuadernos de Antropología Social (Impresa)|B1|2008
0326-551X|Interdisciplinar|Cuadernos de Herpetología|B5|2008
0210-0630|Interdisciplinar|Cuadernos de Pedagogía (Ed. Impresa)|B5|2008
1139-7861|Interdisciplinar|Cuadernos de Turismo|C |2008
0326-3525|Interdisciplinar|Cuadernos Médico Sociales|B5|2008
0716-7776|Interdisciplinar|Cubo (Temuco)|C |2008
1414-7076|Interdisciplinar|Cult (São Paulo)|C |2008
1679-6705|Interdisciplinar|Cultivar Bovinos|B5|2008
1982-5838|Interdisciplinar|Cultur: Revista de Cultura e Turismo|C |2008
1679-2556|Interdisciplinar|Cultura e Fé (Porto Alegre)|B4|2008

1679-8368|Interdisciplinar|Cultura Homeopática (Cessou em 2007)|B4|2008

1516-893X|Interdisciplinar|Cultura Visual (Impresso)|B2|2008
1871-1502|Interdisciplinar|Cultural Studies of Science Education (Print)|B2|2008
|Interdisciplinar|Culturas e Linguagens: Identidades, Tradição e Rupturas|C |2008
1354-067X|Interdisciplinar|Culture & Psychology|A1|2008
1874-6098|Interdisciplinar|Current Aging Science|C |2008
0011-3204|Interdisciplinar|Current Anthropology|A1|2008
1389-2002|Interdisciplinar|Current Drug Metabolism|A1|2008
1568-010X|Interdisciplinar|Current Drug Targets. Inflammation & Allergy|B2|2008
0929-8673|Interdisciplinar|Current Medicinal Chemistry|A1|2008
0343-8651|Interdisciplinar|Current Microbiology (Print)|B1|2008
1534-3081|Interdisciplinar|Current Pain and Headache Reports (Online)|B2|2008
1389-2010|Interdisciplinar|Current Pharmaceutical Biotechnology (Print)|A2|2008
0972-4796|Interdisciplinar|Current Topics in Phytochemistry|B2|2008
1092-8480|Interdisciplinar|Current Treatment Options in Neurology (Print)|B2|2008
0098-2113|Interdisciplinar|Currents in Theology and Mission|B3|2008
1645-1384|Interdisciplinar|Currículo sem Fronteiras|B1|2008
1981-6030|Interdisciplinar|Custo Brasil|C |2008
1808-2882|Interdisciplinar|Custos e Agronegócio Online|B4|2008
1278-3366|Interdisciplinar|Cybergeo (Paris)|B2|2008
0011-4227|Interdisciplinar|Cybernetica (Namur)|B4|2008
1094-9313|Interdisciplinar|Cyberpsychology & Behavior|B1|2008
0399-0974|Interdisciplinar|Cybium (Paris)|B1|2008

0301-0171|Interdisciplinar|Cytogenetics and Cell Genetics (Cessou em 2001)|B3|2008
1424-8581||Cytogenetic and Genome Research (Printed ed.)|B3|2008

1742-6413|Interdisciplinar|CytoJournal (London)|B4|2008
1043-4666|Interdisciplinar|Cytokine (Philadelphia, Cessou em 2000. Cont. Cytokine+)|A2|2008
0011-4545|Interdisciplinar|Cytologia|B3|2008
1807-6432|Interdisciplinar|Da Vinci (Curitiba. Impresso)|B5|2008
0011-5258|Interdisciplinar|Dados (Rio de Janeiro. Impresso)|A2|2008
0169-023X|Interdisciplinar|Data & Knowledge Engineering|A1|2008
1517-3801|Interdisciplinar|Datagramazero (Rio de Janeiro)|B3|2008
1519-843X|Interdisciplinar|Debates do NER (UFRGS. Impresso)|B3|2008
0011-7242|Interdisciplinar|Debates Sociais|B4|2008
1809-6557|Interdisciplinar|Dêciência (Faculdade Barão do Rio Branco)|B5|2008
0167-9236|Interdisciplinar|Decision Support Systems|A1|2008
1980-5764|Interdisciplinar|Dementia & Neuropsychologia|B4|2008
1471-3012|Interdisciplinar|Dementia (London)|B4|2008
1420-8008|Interdisciplinar|Dementia and Geriatric Cognitive Disorders|A1|2008
1415-1499|Interdisciplinar|Democracia Viva|C |2008
0109-5641|Interdisciplinar|Dental Materials|A1|2008
1980-5691|Interdisciplinar|Dental Science|B4|2008
0250-832X|Interdisciplinar|Dento-Maxillo-Facial Radiology|B1|2008
1087-2108|Interdisciplinar|Dermatology Online Journal|B2|2008
1678-1821|Interdisciplinar|Desafio (Campo Grande)|C |2008
1806-9363|Interdisciplinar|Desafios do Desenvolvimento|C |2008
0011-9164|Interdisciplinar|Desalination (Amsterdam)|A2|2008
0328-0322|Interdisciplinar|Desarrollo y Energía|B5|2008
1808-656X|Interdisciplinar|Desenredo (PPGL/UPF)|B2|2008
1518-952X|Interdisciplinar|Desenvolvimento e Meio Ambiente (UFPR)|B3|2008
1678-4855|Interdisciplinar|Desenvolvimento em Questão|B4|2008
1413-9456|Interdisciplinar|Design Gráfico (São Paulo)|B5|2008
1448-7136|Interdisciplinar|Design Philosophy Papers (Online)|B2|2008
1578-4223|Interdisciplinar|DeSignis (Barcelona)|B2|2008
1982-3894|Interdisciplinar|Desigualdade & Diversidade (PUCRJ)|B3|2008
1471-8731|Interdisciplinar|Developing World Bioethics (Print)|B3|2008
0950-1991|Interdisciplinar|Development (Cambridge)|A1|2008
0345-2328|Interdisciplinar|Development Dialogue|B3|2008
0012-1622|Interdisciplinar|Developmental Medicine and Child Neurology (Print)|A2|2008
1424-6074|Interdisciplinar|Developments in Biologicals|B3|2008
1517-6428|Interdisciplinar|Diabetes Clínica|B5|2008
0168-8227|Interdisciplinar|Diabetes Research and Clinical Practice (Print)|B1|2008
1520-7552|Interdisciplinar|Diabetes/Metabolism Research and Reviews (Print)|A2|2008
0732-8893|Interdisciplinar|Diagnostic Microbiology and Infectious Disease|A2|2008
1413-9979|Interdisciplinar|Diagnóstico & Tratamento|B4|2008
1809-9041|Interdisciplinar|Dialógica (Manaus)|C |2008
1519-3640|Interdisciplinar|Diálogo (Canoas)|B5|2008
1413-0076|Interdisciplinar|Diálogo (São Paulo)|B5|2008
0942-2218|Interdisciplinar|Diálogo Científico (Cessou em 1999)|C |2008
1667-314X|Interdisciplinar|Diálogo Político|B2|2008
1982-2197|Interdisciplinar|Diálogos & Ciência (FTC Feira de Santana. Impresso)|B5|2008
1678-0493|Interdisciplinar|Diálogos & Ciência (Online)|B4|2008
1415-9945|Interdisciplinar|Diálogos (Maringá)|B2|2008
1995-6630|Interdisciplinar|Diálogos de la Comunicación (En línea)|C |2008
1677-7603|Interdisciplinar|Diálogos Possíveis (FSBA)|B5|2008
1294-8322|Interdisciplinar|Dialogues in Clinical Neuroscience|B3|2008
0893-4983|Interdisciplinar|Differential and Integral Equations|B1|2008
0163-2116|Interdisciplinar|Digestive Diseases and Sciences|B1|2008
1983-5922|Interdisciplinar|Dilemas: Revista de Estudos de Conflito e Controle Social|C |2008
1982-2898|Interdisciplinar|Direcional Educador (Impresso)|B5|2008
1682-704X|Interdisciplinar|Direito e Cidadania (Praia)|C |2008
1676-8558|Interdisciplinar|Direito e Justiça (URI)|B4|2008
0103-9040|Interdisciplinar|Direito em Debate|C |2008
1516-6104|Interdisciplinar|Direito, Estado e Sociedade (Impresso)|B4|2008
1980-7805|Interdisciplinar|Direitos Culturais|B5|2008
1127-8579|Interdisciplinar|Diritto & Diritti|B4|2008

1518-2606|Interdisciplinar|Disciplinarum Scientia. Série Ciências Biológicas e da Saúde (Cessou em 2001)|B5|2008
1982-2111||Disciplinarum Scientia. Série Ciências da Saúde|B5|2008

1982-2111|Interdisciplinar|Disciplinarum Scientia. Série Ciências da Saúde|B5|2008
1078-0947|Interdisciplinar|Discrete and Continuous Dynamical Systems|A2|2008
0166-218X|Interdisciplinar|Discrete Applied Mathematics|A2|2008
0012-365X|Interdisciplinar|Discrete Mathematics|A2|2008
1982-5412|Interdisciplinar|Discurso Jurídico|C |2008
1413-988X|Interdisciplinar|Discursos Sediciosos (Rio de Janeiro)|B4|2008
1564-8370|Interdisciplinar|Discussion Paper Series - INTECH (Print)|C |2008
0012-3706|Interdisciplinar|Diseases of the Colon & Rectum|A2|2008
0188-7025|Interdisciplinar|Diseño y Sociedad|B4|2008
1413-9448|Interdisciplinar|Dissertatio (UFPel)|B2|2008
0102-762X|Interdisciplinar|Distúrbios da Comunicação|B3|2008
1366-9516|Interdisciplinar|Diversity and Distributions (Print)|A1|2008
0103-4383|Interdisciplinar|Divulgacao em Saude para Debate|B3|2008
1982-0313|Interdisciplinar|Dobras (Barueri, SP)|C |2008
0718-4212|Interdisciplinar|Docencia (Santiago)|B4|2008
1279-5127|Interdisciplinar|Document Numérique (Paris)|B5|2008
1982-274X|Interdisciplinar|Documenta (Rio de Janeiro)|C |2008
1517-2201|Interdisciplinar|Documentos (Embrapa Amazônia Oriental. Impresso)|C |2008
1517-1973|Interdisciplinar|Documentos (Embrapa Pantanal. Impresso)|C |2008
0104-9550|Interdisciplinar|Documentos (Santa Cruz do Sul)|B5|2008
0012-5032|Interdisciplinar|Dokumentacja Geograficzna|B3|2008
1982-2766|Interdisciplinar|Domínios da Imagem (UEL)|B4|2008
1981-1489|Interdisciplinar|Doutrinas Jurídicas|C |2008
0376-8716|Interdisciplinar|Drug and Alcohol Dependence|A2|2008
0363-9045|Interdisciplinar|Drug Development and Industrial Pharmacy (Print)|B1|2008
1177-3928|Interdisciplinar|Drug Target Insights|B4|2008
0103-4065|Interdisciplinar|DST. Jornal Brasileiro de Doencas Sexualmente Transmissiveis|B3|2008
0143-7208|Interdisciplinar|Dyes and Pigments|A1|2008
1749-6500|Interdisciplinar|Dynamic Soil, Dynamic Plant|B5|2008

1678-8982|Interdisciplinar|E & G. Economia e Gestão (Cessou em 2008)|B4|2008
1984-6606||Revista Economia & Gestão|B4|2008

1808-2599|Interdisciplinar|E-Compós (Brasília)|B2|2008
1554-3706|Interdisciplinar|E-misférica (New York)|B4|2008
1981-1438|Interdisciplinar|E-Premissas : Revista de Estudos Estratégicos (UNICAMP)|B4|2008
1751-4991|Interdisciplinar|e-SPEN (Oxford)|B5|2008
1983-1838|Interdisciplinar|E-tech: Tecnologias para Competitividade Industrial|B5|2008
1808-0588|Interdisciplinar|E.T.C. Educação, Tecnologia e Cultura|B4|2008
0378-3782|Interdisciplinar|Early Human Development|A2|2008
1087-3562|Interdisciplinar|Earth Interactions|A1|2008
0197-9337|Interdisciplinar|Earth Surface Processes and Landforms (Print)|A1|2008
1517-1949|Interdisciplinar|Eccos Revista Científica (Impresso)|B2|2008
1963-1197|Interdisciplinar|EchoGéo (Paris)|B5|2008
0100-4670|Interdisciplinar|Eclética Química (UNESP. Araraquara. Impresso)|B2|2008
0104-6160|Interdisciplinar|Eco (UFRJ)|B3|2008
0906-7590|Interdisciplinar|Ecography (Copenhagen)|A1|2008
1612-9202|Interdisciplinar|EcoHealth (New York. Print)|A1|2008
1642-3593|Interdisciplinar|Ecohydrology & Hydrobiology|B2|2008
1726-2216|Interdisciplinar|Ecología Aplicada|B4|2008
1051-0761|Interdisciplinar|Ecological Applications|A1|2008
1476-945X|Interdisciplinar|Ecological Complexity (Print)|A2|2008
0921-8009|Interdisciplinar|Ecological Economics (Amsterdam)|A1|2008
0307-6946|Interdisciplinar|Ecological Entomology (Print)|A2|2008
1470-160X|Interdisciplinar|Ecological Indicators|A1|2008
1574-9541|Interdisciplinar|Ecological Informatics (Print)|A2|2008
0304-3800|Interdisciplinar|Ecological Modelling|A1|2008
0012-9658|Interdisciplinar|Ecology (Brooklyn, New York, N.Y.)|A1|2008
1461-023X|Interdisciplinar|Ecology Letters (Print)|A1|2008
0906-6691|Interdisciplinar|Ecology of Freshwater Fish|A1|2008
1415-451X|Interdisciplinar|Economia & Tecnologia (Campinas)|B2|2008
1809-080X|Interdisciplinar|Economia & Tecnologia (UFPR)|B2|2008
1517-7580|Interdisciplinar|Economia (Brasília)|B2|2008
1413-8050|Interdisciplinar|Economia Aplicada (Impresso)|B4|2008
1414-6509|Interdisciplinar|Economia e Desenvolvimento (Santa Maria)|B5|2008
0870-6026|Interdisciplinar|Economia e Sociologia (Évora)|B5|2008
1405-8421|Interdisciplinar|Economía, Sociedad y Territorio|B1|2008
0013-0001|Interdisciplinar|Economic Botany|A2|2008
0361-0128|Interdisciplinar|Economic Geology and the Bulletin of the Society of Economic Geologists|A2|2008
1517-1302|Interdisciplinar|Econômica (Niterói)|B4|2008
0070-8801|Interdisciplinar|Economie & Société|B4|2008
0013-0559|Interdisciplinar|Economie Rurale (Paris)|B4|2008
0013-0567|Interdisciplinar|Economies et Sociétés (Paris)|B2|2008
1518-188X|Interdisciplinar|Ecos Revista|B4|2008
1432-9840|Interdisciplinar|Ecosystems (New York. Print)|A1|2008
0963-9292|Interdisciplinar|Ecotoxicology (London)|A1|2008
0147-6513|Interdisciplinar|Ecotoxicology and Environmental Safety|A1|2008
1938-5862|Interdisciplinar|ECS Transactions|B4|2008
1413-4411|Interdisciplinar|Edentata (Belo Horizonte)|B4|2008
1679-8872|Interdisciplinar|Edição especial história viva|C |2008
1679-5229|Interdisciplinar|Edição especial scientific American Brasil|C |2008
0960-4286|Interdisciplinar|Edinburgh Journal of Botany|B3|2008
1981-4224|Interdisciplinar|Educação & Imagem (UERJ)|B3|2008
1415-9902|Interdisciplinar|Educação & Linguagem|B3|2008
0104-4346|Interdisciplinar|Educacao & Mudanca (Faculdade de Filosofia Bernardo Sayão)|B4|2008
0101-7330|Interdisciplinar|Educação & Sociedade (Impresso)|A2|2008
1414-5057|Interdisciplinar|Educação & Tecnologia|B3|2008
0101-465X|Interdisciplinar|Educação (PUCRS. Impresso)|B1|2008
1415-5486|Interdisciplinar|Educação (São Paulo)|B4|2008
0101-9031|Interdisciplinar|Educação (UFSM)|B3|2008
1678-0701|Interdisciplinar|Educação Ambiental em Ação|B4|2008
0102-3209|Interdisciplinar|Educação Brasileira|B3|2008
1517-9702|Interdisciplinar|Educação e Pesquisa (USP. Impresso)|B1|2008
0100-3143|Interdisciplinar|Educação e Realidade|B1|2008
0102-1117|Interdisciplinar|Educação em Debate (UFC)|B4|2008
1519-3322|Interdisciplinar|Educação em Foco (Belo Horizonte. 1996)|B4|2008
0104-3293|Interdisciplinar|Educação em Foco (Juiz de Fora)|B2|2008
1806-7123|Interdisciplinar|Educação em Revista (Porto Alegre)|C |2008
0102-4698|Interdisciplinar|Educação em Revista (UFMG. Impresso)|B1|2008
1414-3895|Interdisciplinar|Educação Gráfica (UNESP. Bauru)|B4|2008
1518-8221|Interdisciplinar|Educação Matemática em Revista-RS|B4|2008
1516-5388|Interdisciplinar|Educação Matemática Pesquisa (Impresso)|B2|2008
1809-3760|Interdisciplinar|Educação On-Line (PUCRJ)|B3|2008
1980-5594|Interdisciplinar|Educação Profissional (Brasília. Impresso)|B4|2008
1519-387X|Interdisciplinar|Educação Unisinos|B2|2008
1983-2540|Interdisciplinar|Educação, Escola e Sociedade|C |2008
0872-7643|Interdisciplinar|Educação, Sociedade & Culturas|B3|2008
0187-893X|Interdisciplinar|Educación Química|B1|2008
0104-4060|Interdisciplinar|Educar em Revista (Impresso)|B1|2008
1808-6454|Interdisciplinar|Educare (Montes Claros)|B4|2008
0013-1857|Interdisciplinar|Educational Philosophy and Theory (Print)|B3|2008
1415-0492|Interdisciplinar|Educativa (UCG)|B2|2008
1646-933X|Interdisciplinar|EFT: Educação, Formação e Tecnologias|C |2008
1809-0079|Interdisciplinar|Egesta (UNISANTOS)|B4|2008
1679-4508|Interdisciplinar|Einstein (São Paulo)|B4|2008
1677-2415|Interdisciplinar|Eisforia (UFSC)|B5|2008
1870-9036|Interdisciplinar|El Periplo Sustentable|B2|2008
0261-3794|Interdisciplinar|Electoral Studies|A2|2008
0378-7796|Interdisciplinar|Electric Power Systems Research (Print)|A2|2008
1040-0397|Interdisciplinar|Electroanalysis (New York, N.Y.)|A1|2008
0013-4686|Interdisciplinar|Electrochimica Acta|A1|2008
0301-150X|Interdisciplinar|Electromyography and Clinical Neurophysiology|B1|2008
0717-3458|Interdisciplinar|Electronic Journal of Biotechnology|B1|2008
1072-6691|Interdisciplinar|Electronic Journal of Differential Equations|B2|2008
1571-0661|Interdisciplinar|Electronic Notes in Theoretical Computer Science|B2|2008
0013-5194|Interdisciplinar|Electronics Letters|A2|2008
0100-2104|Interdisciplinar|Eletricidade Moderna|B4|2008
1518-6369|Interdisciplinar|Em Extensão (UFU. Impresso)|C |2008
1414-8609|Interdisciplinar|Em Pauta (Rio De Janeiro)|B2|2008
