issn|area|titulo|estrato|classificacao
1054-9811|INTERDISCIPLINAR|Journal of Sustainable Forestry|B3|Atualizada em 2012
0909-0495|INTERDISCIPLINAR|Journal of Synchrotron Radiation|A2|Atualizada em 2012
0718-2724|INTERDISCIPLINAR|Journal of Technology Management & Innovation|B1|Atualizada em 2012
0190-9622|INTERDISCIPLINAR|Journal of the American Academy of Dermatology|A1|Atualizada em 2012
0002-7863|INTERDISCIPLINAR|Journal of the American Chemical Society|A1|Atualizada em 2012
0731-5724|INTERDISCIPLINAR|Journal of the American College of Nutrition|B1|Atualizada em 2012
0002-8223|INTERDISCIPLINAR|Journal of the American Dietetic Association|A2|Atualizada em 2012
0002-8614|INTERDISCIPLINAR|Journal of the American Geriatrics Society|A1|Atualizada em 2012
0003-021X|INTERDISCIPLINAR|Journal of the American Oil Chemists' Society|A2|Atualizada em 2012
1558-9331|INTERDISCIPLINAR|Journal of the American Oil Chemists' Society|B2|Atualizada em 2012
0003-1062|INTERDISCIPLINAR|Journal of the American Society for Horticultural Science|B1|Atualizada em 2012
1532-2882|INTERDISCIPLINAR|Journal of the American Society for Information Science and Technology|A1|Atualizada em 2012
0022-4928|INTERDISCIPLINAR|Journal of the Atmospheric Sciences|A1|Atualizada em 2012
1549-4950|INTERDISCIPLINAR|Journal of the Audio Engineering Society (New York)|A2|Atualizada em 2012
1808-3331|INTERDISCIPLINAR|Journal of the Brazilian Air Transportation Research Society|B3|Atualizada em 2012
0103-5053|INTERDISCIPLINAR|Journal of the Brazilian Chemical Society|A2|Atualizada em 2012
1678-4790|INTERDISCIPLINAR|Journal of the Brazilian Chemical Society|B1|Atualizada em 2012
0104-6500|INTERDISCIPLINAR|Journal of the Brazilian Computer Society|B1|Atualizada em 2012
1809-8401|INTERDISCIPLINAR|Journal of the Brazilian Society of Ecotoxicology|B2|Atualizada em 2012
1678-5878|INTERDISCIPLINAR|Journal of the Brazilian Society of Mechanical Sciences and Engineering|B1|Atualizada em 2012
0717-9707|INTERDISCIPLINAR|Journal of the Chilean Chemical Society|B2|Atualizada em 2012
0717-9324|INTERDISCIPLINAR|Journal of the Chilean Chemical Society|B1|Atualizada em 2012
0013-4651|INTERDISCIPLINAR|Journal of the Electrochemical Society|A1|Atualizada em 2012
0955-2219|INTERDISCIPLINAR|Journal of the European Ceramic Society|A1|Atualizada em 2012
0016-7622|INTERDISCIPLINAR|Journal of the Geological Society of India|B2|Atualizada em 2012
1355-6177|INTERDISCIPLINAR|Journal of the International Neuropsychological Society|A2|Atualizada em 2012
0022-8567|INTERDISCIPLINAR|Journal of the Kansas Entomological Society|B1|Atualizada em 2012
0024-0966|INTERDISCIPLINAR|Journal of the Lepidopterists' Society|B1|Atualizada em 2012
1469-7769|INTERDISCIPLINAR|Journal of the Marine Biological Association of the UK|B1|Atualizada em 2012
0025-3154|INTERDISCIPLINAR|Journal of the Marine Biological Association of the United Kingdom|B1|Atualizada em 2012
1751-6161|INTERDISCIPLINAR|Journal of the Mechanical Behavior of Biomedical Materials|A1|Atualizada em 2012
0022-5096|INTERDISCIPLINAR|Journal of the Mechanics and Physics of Solids|A1|Atualizada em 2012
1536-5050|INTERDISCIPLINAR|Journal of the Medical Library Association|B1|Atualizada em 2012
0026-1165|INTERDISCIPLINAR|Journal of the Meteorological Society of Japan|B1|Atualizada em 2012
0022-510X|INTERDISCIPLINAR|Journal of the Neurological Sciences|A2|Atualizada em 2012
0887-3593|INTERDISCIPLINAR|Journal of the North American Benthological Society|A2|Atualizada em 2012
0160-5682|INTERDISCIPLINAR|Journal of the Operational Research Society|A2|Atualizada em 2012
1084-7529|INTERDISCIPLINAR|Journal of the Optical Society of America. A, Optics, Image Science, and Vision|A2|Atualizada em 2012
0031-9015|INTERDISCIPLINAR|Journal of the Physical Society of Japan|B1|Atualizada em 2012
0022-5142|INTERDISCIPLINAR|Journal of the Science of Food and Agriculture|B1|Atualizada em 2012
1019-9128|INTERDISCIPLINAR|Journal of the South African Veterinary Association|B2|Atualizada em 2012
1429-2955|INTERDISCIPLINAR|Journal of Theoretical and Applied Mechanics (Warsaw)|B1|Atualizada em 2012
0219-6336|INTERDISCIPLINAR|Journal of Theoretical and Computational Chemistry|B1|Atualizada em 2012
0022-5193|INTERDISCIPLINAR|Journal of Theoretical Biology|A2|Atualizada em 2012
1388-6150|INTERDISCIPLINAR|Journal of Thermal Analysis and Calorimetry|A1|Atualizada em 2012
1003-2169|INTERDISCIPLINAR|Journal of Thermal Science|B1|Atualizada em 2012
0149-5739|INTERDISCIPLINAR|Journal of Thermal Stresses|B1|Atualizada em 2012
1528-7394|INTERDISCIPLINAR|Journal of Toxicology and Environmental Health. Part A|B1|Atualizada em 2012
0266-4674|INTERDISCIPLINAR|Journal of Tropical Ecology|B1|Atualizada em 2012
0142-6338|INTERDISCIPLINAR|Journal of Tropical Pediatrics (1980)|B1|Atualizada em 2012
0948-695X|INTERDISCIPLINAR|Journal of Universal Computer Science|B1|Atualizada em 2012
1982-3932|INTERDISCIPLINAR|Journal of Urban and Environmental Engineering (UFPB)|B2|Atualizada em 2012
1099-3460|INTERDISCIPLINAR|Journal of Urban Health|A2|Atualizada em 2012
1081-1710|INTERDISCIPLINAR|Journal of Vector Ecology|B1|Atualizada em 2012
1100-9233|INTERDISCIPLINAR|Journal of Vegetation Science|A2|Atualizada em 2012
0957-4271|INTERDISCIPLINAR|Journal of Vestibular Research|B1|Atualizada em 2012
1040-6387|INTERDISCIPLINAR|Journal of Veterinary Diagnostic Investigation|B1|Atualizada em 2012
0140-7783|INTERDISCIPLINAR|Journal of Veterinary Pharmacology and Therapeutics|B1|Atualizada em 2012
1077-5463|INTERDISCIPLINAR|Journal of Vibration and Control|A2|Atualizada em 2012
0166-0934|INTERDISCIPLINAR|Journal of Virological Methods|B1|Atualizada em 2012
1941-8477|INTERDISCIPLINAR|Journal of Virtual Worlds Research|B5|Atualizada em 2012
2157-7587|INTERDISCIPLINAR|Journal of Waste Water Treatment & Analysis|B5|Atualizada em 2012
1477-8920|INTERDISCIPLINAR|Journal of Water and Health|A2|Atualizada em 2012
0733-9496|INTERDISCIPLINAR|Journal of Water Resources Planning and Management|A2|Atualizada em 2012
1606-9935|INTERDISCIPLINAR|Journal of Water Supply: Research and Technology. AQUA|B2|Atualizada em 2012
0090-3558|INTERDISCIPLINAR|Journal of Wildlife Diseases|B1|Atualizada em 2012
0277-3813|INTERDISCIPLINAR|Journal of Wood Chemistry and Technology|A2|Atualizada em 2012
0975-1483|INTERDISCIPLINAR|Journal of Young Pharmacists|B4|Atualizada em 2012
1042-7260|INTERDISCIPLINAR|Journal of Zoo and Wildlife Medicine|B1|Atualizada em 2012
0947-5745|INTERDISCIPLINAR|Journal of Zoological Systematics and Evolutionary Research|B1|Atualizada em 2012
0952-8369|INTERDISCIPLINAR|Journal of Zoology (1987)|B1|Atualizada em 2012
1383-469X|INTERDISCIPLINAR|Journal on Special Topics in Mobile Networks and Applications|B1|Atualizada em 2012
0972-5555|INTERDISCIPLINAR|JP Journal of Algebra, Number Theory and Applications|B5|Atualizada em 2012
0148-6071|INTERDISCIPLINAR|JPEN. Journal of Parenteral and Enteral Nutrition|A2|Atualizada em 2012
1415-8299|INTERDISCIPLINAR|Júcice (Cuiabá)|B5|Atualizada em 2012
1807-0957|INTERDISCIPLINAR|Juizado da Infância e da Juventude (Porto Alegre)|C|Atualizada em 2012
1019-5394|INTERDISCIPLINAR|Juridikum: Zeitschrift fuer Kritik - Recht - Gesellschaft|B5|Atualizada em 2012
1807-6017|INTERDISCIPLINAR|Juris Plenum|B5|Atualizada em 2012
1516-778X|INTERDISCIPLINAR|Jurisvox (Patos de Minas)|C|Atualizada em 2012
1518-4862|INTERDISCIPLINAR|Jus Navigandi|B4|Atualizada em 2012
0103-5487|INTERDISCIPLINAR|Justiça do Trabalho|B5|Atualizada em 2012
2176-1310|INTERDISCIPLINAR|Justiça em Revista|C|Atualizada em 2012
1676-7373|INTERDISCIPLINAR|Justilex (Brasília)|B4|Atualizada em 2012
1809-9564|INTERDISCIPLINAR|Juventude.br (Centro de Estudos e Memória da Juventude)|C|Atualizada em 2012
1981-3120|INTERDISCIPLINAR|K. Jornal de Crítica|B4|Atualizada em 2012
1148-9227|INTERDISCIPLINAR|Kairos (France. Print)|B4|Atualizada em 2012
1808-107X|INTERDISCIPLINAR|Kalagatos (UECE)|B3|Atualizada em 2012
1677-1621|INTERDISCIPLINAR|Kant e-Prints|B2|Atualizada em 2012
1677-163X|INTERDISCIPLINAR|Kant e-Prints|B2|Atualizada em 2012
0022-8877|INTERDISCIPLINAR|Kant-Studien|B1|Atualizada em 2012
0932-3902|INTERDISCIPLINAR|Kerntechnik (1987)|B1|Atualizada em 2012
0075-5974|INTERDISCIPLINAR|Kew Bulletin|B2|Atualizada em 2012
1013-9826|INTERDISCIPLINAR|Key Engineering Materials|B2|Atualizada em 2012
0948-3276|INTERDISCIPLINAR|KGK. Kautschuk, Gummi, Kunststoffe|B1|Atualizada em 2012
1420-4096|INTERDISCIPLINAR|Kidney & Blood Pressure Research|B1|Atualizada em 2012
1984-3844|INTERDISCIPLINAR|Kinesia|B5|Atualizada em 2012
0219-3116|INTERDISCIPLINAR|Knowledge and Information Systems (electronic resource)|B1|Atualizada em 2012
0950-7051|INTERDISCIPLINAR|Knowledge-Based Systems|B1|Atualizada em 2012
1863-8678|INTERDISCIPLINAR|Komplementare und Integrative Medizin|B4|Atualizada em 2012
1850-3217|INTERDISCIPLINAR|Krinein (Santa Fe)|B4|Atualizada em 2012
0100-512X|INTERDISCIPLINAR|Kriterion (UFMG. Impresso)|B1|Atualizada em 2012
0368-492X|INTERDISCIPLINAR|Kybernetes|B2|Atualizada em 2012
1519-8049|INTERDISCIPLINAR|L&C (Brasília)|C|Atualizada em 2012
1959-6391|INTERDISCIPLINAR|L'Archicube|C|Atualizada em 2012
1262-1692|INTERDISCIPLINAR|L'Ordinaire Latino-Américain|B2|Atualizada em 2012
1567-6617|INTERDISCIPLINAR|L1 Educational Studies in Languages and Literature|A2|Atualizada em 2012
1126-716X|INTERDISCIPLINAR|La Contraddizione (Roma)|C|Atualizada em 2012
1988-236X|INTERDISCIPLINAR|La Cuestión Universitaria (Madrid)|C|Atualizada em 2012
0018-6368|INTERDISCIPLINAR|La Houille Blanche|B1|Atualizada em 2012
1120-9968|INTERDISCIPLINAR|La Matematica e la sua Didattica|B2|Atualizada em 2012
2073-0810|INTERDISCIPLINAR|La Piragua|B5|Atualizada em 2012
1647-0117|INTERDISCIPLINAR|La Recherche en Education|B2|Atualizada em 2012
1413-7321|INTERDISCIPLINAR|La Salle (Canoas)|B5|Atualizada em 2012
1519-6674|INTERDISCIPLINAR|Labirinto (UNIR)|B5|Atualizada em 2012
0023-6837|INTERDISCIPLINAR|Laboratory Investigation|A1|Atualizada em 2012
1676-9651|INTERDISCIPLINAR|Labrys (Edição em Português. Online)|B3|Atualizada em 2012
1676-966X|INTERDISCIPLINAR|Labrys (Editión Française. Online)|B1|Atualizada em 2012
0101-0522|INTERDISCIPLINAR|LAES/HAES|B3|Atualizada em 2012
1440-1770|INTERDISCIPLINAR|Lakes & Reservoirs ( Online)|B2|Atualizada em 2012
1320-5331|INTERDISCIPLINAR|Lakes and Reservoirs|B2|Atualizada em 2012
1474-4422|INTERDISCIPLINAR|Lancet Neurology|A1|Atualizada em 2012
0967-0513|INTERDISCIPLINAR|Land Contamination & Reclamation|B4|Atualizada em 2012
1085-3278|INTERDISCIPLINAR|Land Degradation & Development|A2|Atualizada em 2012
0458-6859|INTERDISCIPLINAR|Landbauforschung Volkenrode|B1|Atualizada em 2012
0921-2973|INTERDISCIPLINAR|Landscape Ecology|A1|Atualizada em 2012
0181-4095|INTERDISCIPLINAR|Langage et Société (Paris)|B5|Atualizada em 2012
0743-7463|INTERDISCIPLINAR|Langmuir|A1|Atualizada em 2012
0102-1907|INTERDISCIPLINAR|Laranja|B4|Atualizada em 2012
1435-6147|INTERDISCIPLINAR|Laser Journal|B5|Atualizada em 2012
1054-660X|INTERDISCIPLINAR|Laser Physics|B1|Atualizada em 2012
1612-2011|INTERDISCIPLINAR|Laser Physics Letters|A1|Atualizada em 2012
0268-8921|INTERDISCIPLINAR|Lasers in Medical Science|A2|Atualizada em 2012
1229-0998|INTERDISCIPLINAR|Latin America Studies Association of Korea|B5|Atualizada em 2012
0327-0793|INTERDISCIPLINAR|Latin American Applied Research|B1|Atualizada em 2012
1097-8526|INTERDISCIPLINAR|Latin American Business Review (Binghamton, N.Y.)|B1|Atualizada em 2012
0718-560X|INTERDISCIPLINAR|Latin American Journal of Aquatic Research|B1|Atualizada em 2012
1677-0358|INTERDISCIPLINAR|Latin American Journal of Fundamental Psychopathology On Line|B3|Atualizada em 2012
0094-582X|INTERDISCIPLINAR|Latin American Perspectives|A1|Atualizada em 2012
1531-426X|INTERDISCIPLINAR|Latin American Politics and Society|A2|Atualizada em 2012
0023-8791|INTERDISCIPLINAR|Latin American Research Review|A1|Atualizada em 2012
1983-5086|INTERDISCIPLINAR|Latinidade (Rio de Janeiro)|C|Atualizada em 2012
1665-8574|INTERDISCIPLINAR|Latinoamerica. Revista de Estudios Latinoamericanos|B1|Atualizada em 2012
1981-5921|INTERDISCIPLINAR|Latitude (UFAL)|B4|Atualizada em 2012
1519-8758|INTERDISCIPLINAR|Lato & Sensu (UNAMA)|C|Atualizada em 2012
0265-8240|INTERDISCIPLINAR|Law & Policy|B1|Atualizada em 2012
1241-3712|INTERDISCIPLINAR|Le Flamboyant|C|Atualizada em 2012
0395-2037|INTERDISCIPLINAR|Le Monde|C|Atualizada em 2012
1950-6260|INTERDISCIPLINAR|Le Monde Diplomatique|C|Atualizada em 2012
1981-7525|INTERDISCIPLINAR|Le Monde Diplomatique (Brasil)|C|Atualizada em 2012
1514-5220|INTERDISCIPLINAR|Le Monde Diplomatique (Buenos Aires)|C|Atualizada em 2012
1657-9887|INTERDISCIPLINAR|Le Monde Diplomatique (Ed. Colombia)|C|Atualizada em 2012
0718-4344|INTERDISCIPLINAR|Le Monde Diplomatique (Santiago ed. Impresa)|C|Atualizada em 2012
1782-1436|INTERDISCIPLINAR|Le Moyen-Âge|B2|Atualizada em 2012
1263-588X|INTERDISCIPLINAR|Le Télémaque (Dijon)|B2|Atualizada em 2012
1549-5485|INTERDISCIPLINAR|Learning & Memory (Cold Spring Harbor Online)|A1|Atualizada em 2012
1041-6080|INTERDISCIPLINAR|Learning and Individual Differences|A1|Atualizada em 2012
1676-2789|INTERDISCIPLINAR|Learning and Nonlinear Models|B3|Atualizada em 2012
0023-6438|INTERDISCIPLINAR|Lebensmittel-Wissenschaft + Technologie / Food Science + Technology|A1|Atualizada em 2012
0329-0069|INTERDISCIPLINAR|Lecturas Educación Física y Deportes|B4|Atualizada em 2012
1514-3465|INTERDISCIPLINAR|Lecturas Educación Física y Deportes (Buenos Aires)|B3|Atualizada em 2012
0302-9743|INTERDISCIPLINAR|Lecture Notes in Computer Science|B1|Atualizada em 2012
0362-9805|INTERDISCIPLINAR|Legislative Studies Quarterly|A2|Atualizada em 2012
1676-5095|INTERDISCIPLINAR|Légua & Meia|B1|Atualizada em 2012
1807-9733|INTERDISCIPLINAR|Leite & Derivados|B4|Atualizada em 2012
0103-6858|INTERDISCIPLINAR|Leitura (UFAL)|B2|Atualizada em 2012
0102-387X|INTERDISCIPLINAR|Leitura. Teoria & Prática|B1|Atualizada em 2012
1678-1716|INTERDISCIPLINAR|Leituras Contemporâneas|C|Atualizada em 2012
1415-6245|INTERDISCIPLINAR|Leituras de Economia Política (UNICAMP)|B5|Atualizada em 2012
1807-2836|INTERDISCIPLINAR|Leonardo Pós (Santa Catarina)|B5|Atualizada em 2012
0101-9635|INTERDISCIPLINAR|Leopoldianum (UNISANTOS)|B5|Atualizada em 2012
0305-7518|INTERDISCIPLINAR|Leprosy Review|B1|Atualizada em 2012
0180-930X|INTERDISCIPLINAR|Les Annales de la Recherche Urbaine (Paris)|B3|Atualizada em 2012
1286-3912|INTERDISCIPLINAR|Les Cahiers de l'Implication|B5|Atualizada em 2012
1807-5193|INTERDISCIPLINAR|Letra Magna|B5|Atualizada em 2012
1981-5239|INTERDISCIPLINAR|Letras & Letras|B1|Atualizada em 2012
0101-3335|INTERDISCIPLINAR|Letras de Hoje|B1|Atualizada em 2012
1984-7726|INTERDISCIPLINAR|Letras de Hoje|A2|Atualizada em 2012
1125-1743|INTERDISCIPLINAR|Letterature d'America|A2|Atualizada em 2012
0266-8254|INTERDISCIPLINAR|Letters in Applied Microbiology|A2|Atualizada em 2012
1570-1808|INTERDISCIPLINAR|Letters in Drug Design & Discovery|B1|Atualizada em 2012
1570-1786|INTERDISCIPLINAR|Letters in Organic Chemistry|B1|Atualizada em 2012
1042-8194|INTERDISCIPLINAR|Leukemia & Lymphoma|B1|Atualizada em 2012
0145-2126|INTERDISCIPLINAR|Leukemia Research|B1|Atualizada em 2012
2175-0947|INTERDISCIPLINAR|Lex Humana|B5|Atualizada em 2012
1677-3853|INTERDISCIPLINAR|Lex. Revista do Direito Brasileiro|B4|Atualizada em 2012
1983-6961|INTERDISCIPLINAR|Líbano em Revista|C|Atualizada em 2012
1729-4827|INTERDISCIPLINAR|Liberabit (Lima)|B3|Atualizada em 2012
1517-3283|INTERDISCIPLINAR|Líbero (FACASPER)|B2|Atualizada em 2012
1516-2168|INTERDISCIPLINAR|Licere (Belo Horizonte. Impresso)|B2|Atualizada em 2012
1981-3171|INTERDISCIPLINAR|Licere (Centro de Estudos de Lazer e Recreação. Online)|B2|Atualizada em 2012
0024-2829|INTERDISCIPLINAR|Lichenologist (London)|B1|Atualizada em 2012
0717-0165|INTERDISCIPLINAR|LIDER (Osorno)|B4|Atualizada em 2012
0024-3205|INTERDISCIPLINAR|Life Sciences (1973)|A2|Atualizada em 2012
1808-3536|INTERDISCIPLINAR|Liinc em Revista|B2|Atualizada em 2012
0716-5919|INTERDISCIPLINAR|Limes (Santiago)|B2|Atualizada em 2012
0075-9511|INTERDISCIPLINAR|Limnologica (Jena)|A2|Atualizada em 2012
1439-8621|INTERDISCIPLINAR|Limnology (Tokyo. Print)|B1|Atualizada em 2012
0024-3795|INTERDISCIPLINAR|Linear Algebra and its Applications|A2|Atualizada em 2012
1519-4906|INTERDISCIPLINAR|Língua e Instrumentos Linguísticos|A2|Atualizada em 2012
1981-6847|INTERDISCIPLINAR|Língua Escrita (UFMG)|B2|Atualizada em 2012
1981-6871|INTERDISCIPLINAR|Língua, Literatura e Ensino (UNICAMP)|B4|Atualizada em 2012
1518-0743|INTERDISCIPLINAR|Linguagem, Educação e Sociedade (UFPI)|B3|Atualizada em 2012
1981-4755|INTERDISCIPLINAR|Línguas & Letras|B1|Atualizada em 2012
1517-7238|INTERDISCIPLINAR|Línguas & Letras (UNIOESTE)|B2|Atualizada em 2012
1983-6988|INTERDISCIPLINAR|Linguasagem (São Paulo)|B3|Atualizada em 2012
2176-4417|INTERDISCIPLINAR|Linha Direta|C|Atualizada em 2012
1984-7238|INTERDISCIPLINAR|Linhas (Florianópolis. Online)|B3|Atualizada em 2012
1516-4896|INTERDISCIPLINAR|Linhas Críticas (UnB)|B2|Atualizada em 2012
1476-511X|INTERDISCIPLINAR|Lipids in Health and Disease|A2|Atualizada em 2012
1519-1095|INTERDISCIPLINAR|Literal (Campinas)|B5|Atualizada em 2012
1944-897X|INTERDISCIPLINAR|Literary Journalism Studies|B5|Atualizada em 2012
1679-849X|INTERDISCIPLINAR|Literatura e Autoritarismo (UFSM)|B3|Atualizada em 2012
1413-2982|INTERDISCIPLINAR|Literatura e Sociedade (USP)|A2|Atualizada em 2012
1982-5625|INTERDISCIPLINAR|Literatura em Debate (URI)|B2|Atualizada em 2012
0024-4937|INTERDISCIPLINAR|Lithos (Oslo. Print)|A2|Atualizada em 2012
1984-5170|INTERDISCIPLINAR|Litteris (Montes Claros)|C|Atualizada em 2012
1478-3223|INTERDISCIPLINAR|Liver International|A2|Atualizada em 2012
1871-1413|INTERDISCIPLINAR|Livestock Science|B1|Atualizada em 2012
1983-9944|INTERDISCIPLINAR|Livro de Resumos ... Seminário de Economia Industrial|C|Atualizada em 2012
1413-3024|INTERDISCIPLINAR|Locus (UFJF)|B1|Atualizada em 2012
1981-6790|INTERDISCIPLINAR|Locus Científico|B3|Atualizada em 2012
1425-3305|INTERDISCIPLINAR|Logic and Logical Philosophy|B1|Atualizada em 2012
1367-0751|INTERDISCIPLINAR|Logic Journal of the IGPL|B1|Atualizada em 2012
0103-7501|INTERDISCIPLINAR|Logos (Canoas)|B4|Atualizada em 2012
0104-9933|INTERDISCIPLINAR|Logos (UERJ. Impresso)|B2|Atualizada em 2012
1516-9146|INTERDISCIPLINAR|LTr. Suplemento Trabalhista|C|Atualizada em 2012
0102-6445|INTERDISCIPLINAR|Lua Nova|A2|Atualizada em 2012
1133-5165|INTERDISCIPLINAR|Ludus Vitalis|B2|Atualizada em 2012
1415-8604|INTERDISCIPLINAR|Lugar Comum (UFRJ)|B4|Atualizada em 2012
0103-9512|INTERDISCIPLINAR|Lumen (Recife)|B5|Atualizada em 2012
1516-1285|INTERDISCIPLINAR|Lumen (São Paulo)|B4|Atualizada em 2012
1981-4097|INTERDISCIPLINAR|Lumiar (UEPG)|B4|Atualizada em 2012
1981-4070|INTERDISCIPLINAR|Lumina (UFJF. Online)|B2|Atualizada em 2012
1519-745X|INTERDISCIPLINAR|Luminária (União da Vitória)|B5|Atualizada em 2012
1676-6180|INTERDISCIPLINAR|Lundiana (UFMG)|B3|Atualizada em 2012
0961-2033|INTERDISCIPLINAR|Lupus (Basingstoke)|A2|Atualizada em 2012
0874-8640|INTERDISCIPLINAR|Lusíada. Revista de Ciência e Cultura|A2|Atualizada em 2012
0024-7413|INTERDISCIPLINAR|Luso-Brazilian Review|A1|Atualizada em 2012
0931-9484|INTERDISCIPLINAR|Lusorama|B1|Atualizada em 2012
1257-0273|INTERDISCIPLINAR|Lusotopie (Paris)|B1|Atualizada em 2012
1980-8100|INTERDISCIPLINAR|Lutas & Resistências|B5|Atualizada em 2012
1415-854X|INTERDISCIPLINAR|Lutas Sociais (PUCSP)|B3|Atualizada em 2012
1769-7298|INTERDISCIPLINAR|M@ppemonde (En ligne)|B1|Atualizada em 2012
1862-832X|INTERDISCIPLINAR|Macromolecular Reaction Engineering|A2|Atualizada em 2012
