issn|area|titulo|estrato|classificacao
0022-0795|INTERDISCIPLINAR|Journal of Endocrinology|A2|Atualizada em 2012
0099-2399|INTERDISCIPLINAR|Journal of Endodontics|A2|Atualizada em 2012
0737-0652|INTERDISCIPLINAR|Journal of Energetic Materials|B1|Atualizada em 2012
0195-0738|INTERDISCIPLINAR|Journal of Energy Resources Technology|B1|Atualizada em 2012
1823-4690|INTERDISCIPLINAR|Journal of Engineering Science & Technology|B2|Atualizada em 2012
1812-5670|INTERDISCIPLINAR|Journal of Entomology|B2|Atualizada em 2012
0733-9372|INTERDISCIPLINAR|Journal of Environmental Engineering (New York, N.Y.)|A2|Atualizada em 2012
1058-3912|INTERDISCIPLINAR|Journal of Environmental Hydrology|B3|Atualizada em 2012
0301-4797|INTERDISCIPLINAR|Journal of Environmental Management|A1|Atualizada em 2012
1464-0325|INTERDISCIPLINAR|Journal of Environmental Monitoring|B1|Atualizada em 2012
1311-5065|INTERDISCIPLINAR|Journal of Environmental Protection and Ecology|B2|Atualizada em 2012
0265-931X|INTERDISCIPLINAR|Journal of Environmental Radioactivity|A2|Atualizada em 2012
0360-1234|INTERDISCIPLINAR|Journal of Environmental Science and Health. Part B. Pesticides, Food Contaminants, and Agricultural Wastes|B1|Atualizada em 2012
1001-0742|INTERDISCIPLINAR|Journal of Environmental Sciences (China)|B1|Atualizada em 2012
1475-6366|INTERDISCIPLINAR|Journal of Enzyme Inhibition and Medicinal Chemistry|B1|Atualizada em 2012
1676-2649|INTERDISCIPLINAR|Journal of Epilepsy and Clinical Neurophysiology|B1|Atualizada em 2012
0737-0806|INTERDISCIPLINAR|Journal of Equine Veterinary Science|B1|Atualizada em 2012
0972-060X|INTERDISCIPLINAR|Journal of Essential Oil-Bearing Plants|B1|Atualizada em 2012
0278-0771|INTERDISCIPLINAR|Journal of Ethnobiology|B1|Atualizada em 2012
1746-4269|INTERDISCIPLINAR|Journal of Ethnobiology and Ethnomedicine|B1|Atualizada em 2012
0378-8741|INTERDISCIPLINAR|Journal of Ethnopharmacology|A2|Atualizada em 2012
0289-0771|INTERDISCIPLINAR|Journal of Ethology|B1|Atualizada em 2012
1097-9751|INTERDISCIPLINAR|Journal of Exercise Physiology Online|B1|Atualizada em 2012
1557-5063|INTERDISCIPLINAR|Journal of Exotic Pet Medicine|B2|Atualizada em 2012
1756-9966|INTERDISCIPLINAR|Journal of Experimental & Clinical Cancer Research|B1|Atualizada em 2012
0022-0949|INTERDISCIPLINAR|Journal of Experimental Biology|A2|Atualizada em 2012
1477-9145|INTERDISCIPLINAR|Journal of Experimental Biology|A1|Atualizada em 2012
0022-0957|INTERDISCIPLINAR|Journal of Experimental Botany|A1|Atualizada em 2012
0022-0981|INTERDISCIPLINAR|Journal of Experimental Marine Biology and Ecology|B1|Atualizada em 2012
1359-4117|INTERDISCIPLINAR|Journal of Experimental Therapeutics & Oncology|B1|Atualizada em 2012
1932-5223|INTERDISCIPLINAR|Journal of Experimental Zoology. Part A, Ecological Genetics and Physiology|B1|Atualizada em 2012
1932-5231|INTERDISCIPLINAR|Journal of Experimental Zoology. Part A, Ecological Genetics and Physiology|B1|Atualizada em 2012
1559-0631|INTERDISCIPLINAR|Journal of Exposure Science & Environmental Epidemiology|A1|Atualizada em 2012
1098-612X|INTERDISCIPLINAR|Journal of Feline Medicine and Surgery|B1|Atualizada em 2012
0022-1112|INTERDISCIPLINAR|Journal of Fish Biology|B1|Atualizada em 2012
1053-0509|INTERDISCIPLINAR|Journal of Fluorescence|A2|Atualizada em 2012
0145-8884|INTERDISCIPLINAR|Journal of Food Biochemistry|B1|Atualizada em 2012
0889-1575|INTERDISCIPLINAR|Journal of Food Composition and Analysis|A2|Atualizada em 2012
0260-8774|INTERDISCIPLINAR|Journal of Food Engineering|A2|Atualizada em 2012
0145-8876|INTERDISCIPLINAR|Journal of Food Process Engineering|B1|Atualizada em 2012
0362-028X|INTERDISCIPLINAR|Journal of Food Protection|B1|Atualizada em 2012
0149-6085|INTERDISCIPLINAR|Journal of Food Safety|B1|Atualizada em 2012
0022-1147|INTERDISCIPLINAR|Journal of Food Science|B1|Atualizada em 2012
1748-0140|INTERDISCIPLINAR|Journal of Foodservice|B5|Atualizada em 2012
0022-1198|INTERDISCIPLINAR|Journal of Forensic Sciences|B1|Atualizada em 2012
0270-5060|INTERDISCIPLINAR|Journal of Freshwater Ecology|B1|Atualizada em 2012
0815-9319|INTERDISCIPLINAR|Journal of Gastroenterology and Hepatology|B1|Atualizada em 2012
0022-1317|INTERDISCIPLINAR|Journal of General Virology|A1|Atualizada em 2012
0375-6742|INTERDISCIPLINAR|Journal of Geochemical Exploration|B1|Atualizada em 2012
0949-7714|INTERDISCIPLINAR|Journal of Geodesy|A2|Atualizada em 2012
1009-637X|INTERDISCIPLINAR|Journal of Geographical Sciences|B1|Atualizada em 2012
2070-1845|INTERDISCIPLINAR|Journal of Geography and Regional Planning|B3|Atualizada em 2012
0148-0227|INTERDISCIPLINAR|Journal of Geophysical Research|A1|Atualizada em 2012
1090-0241|INTERDISCIPLINAR|Journal of Geotechnical and Geoenvironmental Engineering|B1|Atualizada em 2012
0891-9887|INTERDISCIPLINAR|Journal of Geriatric Psychiatry and Neurology|B1|Atualizada em 2012
0925-5001|INTERDISCIPLINAR|Journal of Global Optimization|A2|Atualizada em 2012
1433-5883|INTERDISCIPLINAR|Journal of Group Theory|B1|Atualizada em 2012
0304-3894|INTERDISCIPLINAR|Journal of Hazardous Materials|A1|Atualizada em 2012
0022-1465|INTERDISCIPLINAR|Journal of Health and Social Behavior|B1|Atualizada em 2012
2175-4411|INTERDISCIPLINAR|Journal of Health Informatics|B3|Atualizada em 2012
0022-149X|INTERDISCIPLINAR|Journal of Helminthology|B1|Atualizada em 2012
0022-1503|INTERDISCIPLINAR|Journal of Heredity|A2|Atualizada em 2012
0022-1511|INTERDISCIPLINAR|Journal of Herpetology|B1|Atualizada em 2012
0022-152X|INTERDISCIPLINAR|Journal of Heterocyclic Chemistry|B1|Atualizada em 2012
0970-9274|INTERDISCIPLINAR|Journal of Human Ecology (Delhi)|B3|Atualizada em 2012
1434-5161|INTERDISCIPLINAR|Journal of Human Genetics|B1|Atualizada em 2012
0950-9240|INTERDISCIPLINAR|Journal of Human Hypertension|A2|Atualizada em 2012
1988-5202|INTERDISCIPLINAR|Journal of Human Sport and Exercise|B4|Atualizada em 2012
1084-0699|INTERDISCIPLINAR|Journal of Hydrologic Engineering|B1|Atualizada em 2012
0022-1694|INTERDISCIPLINAR|Journal of Hydrology (Amsterdam)|A1|Atualizada em 2012
1525-755X|INTERDISCIPLINAR|Journal of Hydrometeorology|A1|Atualizada em 2012
0263-6352|INTERDISCIPLINAR|Journal of Hypertension|A1|Atualizada em 2012
0022-1759|INTERDISCIPLINAR|Journal of Immunological Methods|A2|Atualizada em 2012
1388-3127|INTERDISCIPLINAR|Journal of Inclusion Phenomena and Macrocyclic Chemistry|B2|Atualizada em 2012
0923-0750|INTERDISCIPLINAR|Journal of Inclusion Phenomena and Macrocyclic Chemistry|B1|Atualizada em 2012
1088-1980|INTERDISCIPLINAR|Journal of Industrial Ecology|B1|Atualizada em 2012
1367-5435|INTERDISCIPLINAR|Journal of Industrial Microbiology & Biotechnology|A1|Atualizada em 2012
1972-2680|INTERDISCIPLINAR|Journal of Infection in Developing Countries|B1|Atualizada em 2012
2178-7107|INTERDISCIPLINAR|Journal of Information and Data Management - JIDM|B3|Atualizada em 2012
1874-4753|INTERDISCIPLINAR|Journal of Information Technology in Construction|B2|Atualizada em 2012
0162-0134|INTERDISCIPLINAR|Journal of Inorganic Biochemistry|A1|Atualizada em 2012
0892-7553|INTERDISCIPLINAR|Journal of Insect Behavior|B1|Atualizada em 2012
1366-638X|INTERDISCIPLINAR|Journal of Insect Conservation|B1|Atualizada em 2012
0022-1910|INTERDISCIPLINAR|Journal of Insect Physiology|A1|Atualizada em 2012
0970-3837|INTERDISCIPLINAR|Journal of Insect Science|B2|Atualizada em 2012
1536-2442|INTERDISCIPLINAR|Journal of Insect Science|B1|Atualizada em 2012
1748-0221|INTERDISCIPLINAR|Journal of Instrumentation|A1|Atualizada em 2012
1744-6295|INTERDISCIPLINAR|Journal of Intellectual Disabilities|B4|Atualizada em 2012
1064-1246|INTERDISCIPLINAR|Journal of Intelligent & Fuzzy Systems|B1|Atualizada em 2012
1077-0755|INTERDISCIPLINAR|Journal of International Agricultural and Extension Education|B4|Atualizada em 2012
1527-8603|INTERDISCIPLINAR|Journal of International Business and Economy|B4|Atualizada em 2012
1555-6336|INTERDISCIPLINAR|Journal of International Finance and Economics|B3|Atualizada em 2012
1204-5357|INTERDISCIPLINAR|Journal of Internet Banking and Commerce|C|Atualizada em 2012
0022-2011|INTERDISCIPLINAR|Journal of Invertebrate Pathology|A2|Atualizada em 2012
0022-202X|INTERDISCIPLINAR|Journal of Investigative Dermatology|A1|Atualizada em 2012
1081-5589|INTERDISCIPLINAR|Journal of Investigative Medicine|B1|Atualizada em 2012
0218-2165|INTERDISCIPLINAR|Journal of Knot Theory and its Ramifications|B1|Atualizada em 2012
1747-423X|INTERDISCIPLINAR|Journal of Land Use Science|B5|Atualizada em 2012
0741-5400|INTERDISCIPLINAR|Journal of Leukocyte Biology|A1|Atualizada em 2012
1934-7391|INTERDISCIPLINAR|Journal of Life Sciences|B4|Atualizada em 2012
0733-8724|INTERDISCIPLINAR|Journal of Lightwave Technology|A1|Atualizada em 2012
1129-5767|INTERDISCIPLINAR|Journal of Limnology (Testo Stampato)|B1|Atualizada em 2012
1082-6076|INTERDISCIPLINAR|Journal of Liquid Chromatography & Related Technologies|B1|Atualizada em 2012
0022-2313|INTERDISCIPLINAR|Journal of Luminescence|A2|Atualizada em 2012
0304-8853|INTERDISCIPLINAR|Journal of Magnetism and Magnetic Materials|A2|Atualizada em 2012
0022-2372|INTERDISCIPLINAR|Journal of Mammalogy|B1|Atualizada em 2012
1744-5647|INTERDISCIPLINAR|Journal of Maps|B1|Atualizada em 2012
0924-7963|INTERDISCIPLINAR|Journal of Marine Systems|A2|Atualizada em 2012
1076-5174|INTERDISCIPLINAR|Journal of Mass Spectrometry|A2|Atualizada em 2012
1438-4957|INTERDISCIPLINAR|Journal of Material Cycles and Waste Management|B1|Atualizada em 2012
0738-7989|INTERDISCIPLINAR|Journal of Materials Education|B4|Atualizada em 2012
0924-0136|INTERDISCIPLINAR|Journal of Materials Processing Technology|A2|Atualizada em 2012
0022-2461|INTERDISCIPLINAR|Journal of Materials Science|A1|Atualizada em 2012
0957-4522|INTERDISCIPLINAR|Journal of Materials Science. Materials in Electronics|B1|Atualizada em 2012
0957-4530|INTERDISCIPLINAR|Journal of Materials Science. Materials in Medicine|A1|Atualizada em 2012
1064-7562|INTERDISCIPLINAR|Journal of Materials Synthesis and Processing|B4|Atualizada em 2012
0022-247X|INTERDISCIPLINAR|Journal of Mathematical Analysis and Applications|A2|Atualizada em 2012
0304-4068|INTERDISCIPLINAR|Journal of Mathematical Economics|B1|Atualizada em 2012
0924-9907|INTERDISCIPLINAR|Journal of Mathematical Imaging and Vision|B1|Atualizada em 2012
2178-2423|INTERDISCIPLINAR|Journal of Mathematical Modelling and Application|B5|Atualizada em 2012
0022-2488|INTERDISCIPLINAR|Journal of Mathematical Physics|A2|Atualizada em 2012
1752-1947|INTERDISCIPLINAR|Journal of Medical Case Reports|B3|Atualizada em 2012
0022-2585|INTERDISCIPLINAR|Journal of Medical Entomology|B1|Atualizada em 2012
0306-6800|INTERDISCIPLINAR|Journal of Medical Ethics|B1|Atualizada em 2012
0022-2615|INTERDISCIPLINAR|Journal of Medical Microbiology|A2|Atualizada em 2012
0047-2565|INTERDISCIPLINAR|Journal of Medical Primatology|B1|Atualizada em 2012
0146-6615|INTERDISCIPLINAR|Journal of Medical Virology|A2|Atualizada em 2012
0022-2623|INTERDISCIPLINAR|Journal of Medicinal Chemistry|A1|Atualizada em 2012
1096-620X|INTERDISCIPLINAR|Journal of Medicinal Food|B1|Atualizada em 2012
1996-0875|INTERDISCIPLINAR|Journal of Medicinal Plant Research|B1|Atualizada em 2012
1119-3999|INTERDISCIPLINAR|Journal of Medicine and Medical Sciences|B5|Atualizada em 2012
0376-7388|INTERDISCIPLINAR|Journal of Membrane Science|A1|Atualizada em 2012
1875-6867|INTERDISCIPLINAR|Journal of Men's Health|B1|Atualizada em 2012
1091-4358|INTERDISCIPLINAR|Journal of Mental Health Policy and Economics (Print Edition)|B1|Atualizada em 2012
1948-5948|INTERDISCIPLINAR|Journal of Microbial & Biochemical Technology|B4|Atualizada em 2012
0167-7012|INTERDISCIPLINAR|Journal of Microbiological Methods|B1|Atualizada em 2012
1816-4935|INTERDISCIPLINAR|Journal of Microbiology (Faisalabad)|B5|Atualizada em 2012
0265-2048|INTERDISCIPLINAR|Journal of Microencapsulation|B1|Atualizada em 2012
1516-7399|INTERDISCIPLINAR|Journal of Microwaves and Optoelectronics|B1|Atualizada em 2012
0022-2836|INTERDISCIPLINAR|Journal of Molecular Biology|A1|Atualizada em 2012
1381-1169|INTERDISCIPLINAR|Journal of Molecular Catalysis. A, Chemical|A2|Atualizada em 2012
1381-1177|INTERDISCIPLINAR|Journal of Molecular Catalysis. B, Enzymatic|A2|Atualizada em 2012
1093-3263|INTERDISCIPLINAR|Journal of Molecular Graphics & Modelling|A2|Atualizada em 2012
1567-2379|INTERDISCIPLINAR|Journal of Molecular Histology|B1|Atualizada em 2012
0167-7322|INTERDISCIPLINAR|Journal of Molecular Liquids|B1|Atualizada em 2012
0946-2716|INTERDISCIPLINAR|Journal of Molecular Medicine (Berlin. Print)|A1|Atualizada em 2012
1610-2940|INTERDISCIPLINAR|Journal of Molecular Modeling|B1|Atualizada em 2012
0022-2860|INTERDISCIPLINAR|Journal of Molecular Structure|B1|Atualizada em 2012
0166-1280|INTERDISCIPLINAR|Journal of Molecular Structure. Theochem|B1|Atualizada em 2012
2177-0298|INTERDISCIPLINAR|Journal of Morphological Sciences|B4|Atualizada em 2012
0362-2525|INTERDISCIPLINAR|Journal of Morphology (1931. Print)|B1|Atualizada em 2012
1058-2452|INTERDISCIPLINAR|Journal of Musculoskeletal Pain|B1|Atualizada em 2012
1059-8650|INTERDISCIPLINAR|Journal of Museum Education|B3|Atualizada em 2012
1388-0764|INTERDISCIPLINAR|Journal of Nanoparticle Research|A1|Atualizada em 2012
1533-4880|INTERDISCIPLINAR|Journal of Nanoscience and Nanotechnology|A2|Atualizada em 2012
0022-2933|INTERDISCIPLINAR|Journal of Natural History|B1|Atualizada em 2012
0163-3864|INTERDISCIPLINAR|Journal of Natural Products|A1|Atualizada em 2012
1477-5751|INTERDISCIPLINAR|Journal of Negative Results In Biomedicine|B3|Atualizada em 2012
1064-7570|INTERDISCIPLINAR|Journal of Network and Systems Management|B1|Atualizada em 2012
1741-2560|INTERDISCIPLINAR|Journal of Neural Engineering|B1|Atualizada em 2012
0300-9564|INTERDISCIPLINAR|Journal of Neural Transmission|A2|Atualizada em 2012
0792-8483|INTERDISCIPLINAR|Journal of Neural Transplantation & Plasticity|B3|Atualizada em 2012
0165-5728|INTERDISCIPLINAR|Journal of Neuroimmunology|A2|Atualizada em 2012
0340-5354|INTERDISCIPLINAR|Journal of Neurology|A2|Atualizada em 2012
0022-3050|INTERDISCIPLINAR|Journal of Neurology, Neurosurgery and Psychiatry|A1|Atualizada em 2012
2090-2352|INTERDISCIPLINAR|Journal of Neuroparasitology|B4|Atualizada em 2012
2090-2344|INTERDISCIPLINAR|Journal of Neuroparasitology|B4|Atualizada em 2012
0022-3077|INTERDISCIPLINAR|Journal of Neurophysiology|A2|Atualizada em 2012
0165-0270|INTERDISCIPLINAR|Journal of Neuroscience Methods|B1|Atualizada em 2012
0022-3085|INTERDISCIPLINAR|Journal of Neurosurgery|B1|Atualizada em 2012
0022-3093|INTERDISCIPLINAR|Journal of Non-Crystalline Solids|A2|Atualizada em 2012
1918-3712|INTERDISCIPLINAR|Journal of Nonlinear Systems and Applications|B4|Atualizada em 2012
1790-8140|INTERDISCIPLINAR|Journal of Numerical Analysis. Industrial and Applied Mathematics|B3|Atualizada em 2012
2090-0716|INTERDISCIPLINAR|Journal of Obesity|B5|Atualizada em 2012
1341-8076|INTERDISCIPLINAR|Journal of Obstetrics and Gynaecology Research|B1|Atualizada em 2012
2141-2294|INTERDISCIPLINAR|Journal of Oceanography and Marine Science|B5|Atualizada em 2012
0272-6963|INTERDISCIPLINAR|Journal of Operations Management|A1|Atualizada em 2012
0379-4024|INTERDISCIPLINAR|Journal of Operator Theory|B1|Atualizada em 2012
0022-3239|INTERDISCIPLINAR|Journal of Optimization Theory and Applications|A2|Atualizada em 2012
0278-2391|INTERDISCIPLINAR|Journal of Oral and Maxillofacial Surgery|B1|Atualizada em 2012
2000-2297|INTERDISCIPLINAR|Journal of Oral Microbiology|B3|Atualizada em 2012
0904-2512|INTERDISCIPLINAR|Journal of Oral Pathology & Medicine|B1|Atualizada em 2012
0305-182X|INTERDISCIPLINAR|Journal of Oral Rehabilitation|A2|Atualizada em 2012
1343-4934|INTERDISCIPLINAR|Journal of Oral Science|B1|Atualizada em 2012
1880-4926|INTERDISCIPLINAR|Journal of Oral Science|B2|Atualizada em 2012
0022-3263|INTERDISCIPLINAR|Journal of Organic Chemistry|A1|Atualizada em 2012
0022-328X|INTERDISCIPLINAR|Journal of Organometallic Chemistry|B1|Atualizada em 2012
0736-0266|INTERDISCIPLINAR|Journal of Orthopaedic Research|A2|Atualizada em 2012
2090-0023|INTERDISCIPLINAR|Journal of Parasitology Research|B4|Atualizada em 2012
0306-6150|INTERDISCIPLINAR|Journal of Peasant Studies|A2|Atualizada em 2012
1083-3188|INTERDISCIPLINAR|Journal of Pediatric & Adolescent Gynecology|B1|Atualizada em 2012
0334-018X|INTERDISCIPLINAR|Journal of Pediatric Endocrinology & Metabolism|B1|Atualizada em 2012
0277-2116|INTERDISCIPLINAR|Journal of Pediatric Gastroenterology and Nutrition|B1|Atualizada em 2012
0271-6798|INTERDISCIPLINAR|Journal of Pediatric Orthopedics|B1|Atualizada em 2012
0022-3468|INTERDISCIPLINAR|Journal of Pediatric Surgery|B1|Atualizada em 2012
1075-2617|INTERDISCIPLINAR|Journal of Peptide Science|B1|Atualizada em 2012
0022-3484|INTERDISCIPLINAR|Journal of Periodontal Research|B1|Atualizada em 2012
0022-3492|INTERDISCIPLINAR|Journal of Periodontology (1970)|A2|Atualizada em 2012
0885-579X|INTERDISCIPLINAR|Journal of Personality Disorders|B1|Atualizada em 2012
0920-4105|INTERDISCIPLINAR|Journal of Petroleum Science & Engineering|A2|Atualizada em 2012
0149-2136|INTERDISCIPLINAR|Journal of Petroleum Technology|B2|Atualizada em 2012
0731-7085|INTERDISCIPLINAR|Journal of Pharmaceutical and Biomedical Analysis|A2|Atualizada em 2012
0022-3549|INTERDISCIPLINAR|Journal of Pharmaceutical Sciences|A2|Atualizada em 2012
1816-496X|INTERDISCIPLINAR|Journal of Pharmacology and Toxicology|B3|Atualizada em 2012
0022-3573|INTERDISCIPLINAR|Journal of Pharmacy and Pharmacology|A2|Atualizada em 2012
1573-0433|INTERDISCIPLINAR|Journal of Philosophical Logic (Dordrecht. Online)|B4|Atualizada em 2012
1010-6030|INTERDISCIPLINAR|Journal of Photochemistry and Photobiology. A, Chemistry|A2|Atualizada em 2012
1011-1344|INTERDISCIPLINAR|Journal of Photochemistry and Photobiology. B, Biology|A2|Atualizada em 2012
0022-3646|INTERDISCIPLINAR|Journal of Phycology|A2|Atualizada em 2012
1543-3080|INTERDISCIPLINAR|Journal of Physical Activity & Health|B1|Atualizada em 2012
0003-276X|INTERDISCIPLINAR|Journal of Physical Chemistry (1952)|A2|Atualizada em 2012
1089-5647|INTERDISCIPLINAR|Journal of Physical Chemistry B, The|B2|Atualizada em 2012
1948-7185|INTERDISCIPLINAR|Journal of Physical Chemistry Letters|B1|Atualizada em 2012
1520-6106|INTERDISCIPLINAR|Journal of Physical Chemistry. B|A1|Atualizada em 2012
1932-7447|INTERDISCIPLINAR|Journal of Physical Chemistry. C|A1|Atualizada em 2012
1932-7455|INTERDISCIPLINAR|Journal of Physical Chemistry. C.|B1|Atualizada em 2012
0894-3230|INTERDISCIPLINAR|Journal of Physical Organic Chemistry|B1|Atualizada em 2012
0022-3697|INTERDISCIPLINAR|Journal of Physics and Chemistry of Solids|A2|Atualizada em 2012
1751-8113|INTERDISCIPLINAR|Journal of Physics. A, Mathematical and Theoretical|A2|Atualizada em 2012
1361-648X|INTERDISCIPLINAR|Journal of Physics. Condensed Matter|B3|Atualizada em 2012
0953-8984|INTERDISCIPLINAR|Journal of Physics. Condensed Matter|A2|Atualizada em 2012
1742-6596|INTERDISCIPLINAR|Journal of Physics. Conference Series|B2|Atualizada em 2012
1742-6588|INTERDISCIPLINAR|Journal of Physics. Conference Series|B2|Atualizada em 2012
0022-3727|INTERDISCIPLINAR|Journal of Physics. D, Applied Physics|A2|Atualizada em 2012
0954-3899|INTERDISCIPLINAR|Journal of Physics. G, Nuclear and Particle Physics|B1|Atualizada em 2012
0931-1785|INTERDISCIPLINAR|Journal of Phytopathology (1986)|B1|Atualizada em 2012
0742-3098|INTERDISCIPLINAR|Journal of Pineal Research|A1|Atualizada em 2012
0142-7873|INTERDISCIPLINAR|Journal of Plankton Research|A2|Atualizada em 2012
1538-5132|INTERDISCIPLINAR|Journal of Planning History|B2|Atualizada em 2012
1861-3829|INTERDISCIPLINAR|Journal of Plant Diseases and Protection (2006. Print)|B1|Atualizada em 2012
1125-4653|INTERDISCIPLINAR|Journal of Plant Pathology|B1|Atualizada em 2012
0176-1617|INTERDISCIPLINAR|Journal of Plant Physiology|A2|Atualizada em 2012
1868-4890|INTERDISCIPLINAR|Journal of Politics in Latin America (Internet)|B2|Atualizada em 2012
1022-9760|INTERDISCIPLINAR|Journal of Polymer Research|B1|Atualizada em 2012
0887-624X|INTERDISCIPLINAR|Journal of Polymer Science. Part A, Polymer Chemistry|A1|Atualizada em 2012
0887-6266|INTERDISCIPLINAR|Journal of Polymer Science. Part B, Polymer Physics|A2|Atualizada em 2012
1566-2543|INTERDISCIPLINAR|Journal of Polymers and the Environment|B1|Atualizada em 2012
1091-028X|INTERDISCIPLINAR|Journal of Porous Media|B1|Atualizada em 2012
1088-4246|INTERDISCIPLINAR|Journal of Porphyrins and Phthalocyanines|B1|Atualizada em 2012
0022-3859|INTERDISCIPLINAR|Journal of Postgraduate Medicine (Bombay. Print)|B1|Atualizada em 2012
0378-7753|INTERDISCIPLINAR|Journal of Power Sources|A1|Atualizada em 2012
0094-9930|INTERDISCIPLINAR|Journal of Pressure Vessel Technology|B1|Atualizada em 2012
0959-1524|INTERDISCIPLINAR|Journal of Process Control|A1|Atualizada em 2012
1052-3928|INTERDISCIPLINAR|Journal of Professional Issues in Engineering Education and Practice|B1|Atualizada em 2012
1357-1419|INTERDISCIPLINAR|Journal of Property Tax Assessment & Administration|B3|Atualizada em 2012
1535-3893|INTERDISCIPLINAR|Journal of Proteome Research|A1|Atualizada em 2012
1874-3919|INTERDISCIPLINAR|Journal of Proteomics|A1|Atualizada em 2012
0022-3956|INTERDISCIPLINAR|Journal of Psychiatric Research|A1|Atualizada em 2012
0279-1072|INTERDISCIPLINAR|Journal of Psychoactive Drugs|B1|Atualizada em 2012
0269-8803|INTERDISCIPLINAR|Journal of Psychophysiology|B1|Atualizada em 2012
0022-3999|INTERDISCIPLINAR|Journal of Psychosomatic Research|A2|Atualizada em 2012
1053-0479|INTERDISCIPLINAR|Journal of Psychotherapy Integration|B1|Atualizada em 2012
1741-3842|INTERDISCIPLINAR|Journal of Public Health|B1|Atualizada em 2012
0943-1853|INTERDISCIPLINAR|Journal of Public Health (Weinheim)|B2|Atualizada em 2012
0197-5897|INTERDISCIPLINAR|Journal of Public Health Policy|B1|Atualizada em 2012
0022-4073|INTERDISCIPLINAR|Journal of Quantitative Spectroscopy & Radiative Transfer|A2|Atualizada em 2012
0236-5731|INTERDISCIPLINAR|Journal of Radioanalytical and Nuclear Chemistry|B1|Atualizada em 2012
0952-4746|INTERDISCIPLINAR|Journal of Radiological Protection|A2|Atualizada em 2012
0377-0486|INTERDISCIPLINAR|Journal of Raman Spectroscopy|A1|Atualizada em 2012
1081-597X|INTERDISCIPLINAR|Journal of Refractive Surgery (1995)|A2|Atualizada em 2012
0022-4146|INTERDISCIPLINAR|Journal of Regional Science|B1|Atualizada em 2012
0731-6844|INTERDISCIPLINAR|Journal of Reinforced Plastics and Composites|B1|Atualizada em 2012
1941-7012|INTERDISCIPLINAR|Journal of Renewable and Sustainable Energy|A2|Atualizada em 2012
0264-6838|INTERDISCIPLINAR|Journal of Reproductive and Infant Psychology|B1|Atualizada em 2012
0315-162X|INTERDISCIPLINAR|Journal of Rheumatology|A1|Atualizada em 2012
0895-5646|INTERDISCIPLINAR|Journal of Risk and Uncertainty|A1|Atualizada em 2012
1440-2440|INTERDISCIPLINAR|Journal of Science and Medicine in Sport|A2|Atualizada em 2012
1059-0145|INTERDISCIPLINAR|Journal of Science Education and Technology|B1|Atualizada em 2012
1615-9306|INTERDISCIPLINAR|Journal of Separation Science|A2|Atualizada em 2012
0092-623X|INTERDISCIPLINAR|Journal of Sex & Marital Therapy|A2|Atualizada em 2012
0730-8000|INTERDISCIPLINAR|Journal of Shellfish Research|B1|Atualizada em 2012
0022-4502|INTERDISCIPLINAR|Journal of Ship Research|B1|Atualizada em 2012
1058-2746|INTERDISCIPLINAR|Journal of Shoulder and Elbow Surgery|B1|Atualizada em 2012
0962-1105|INTERDISCIPLINAR|Journal of Sleep Research|A2|Atualizada em 2012
0022-4529|INTERDISCIPLINAR|Journal of Social History|A2|Atualizada em 2012
1439-0108|INTERDISCIPLINAR|Journal of Soils and Sediments|A1|Atualizada em 2012
0928-0707|INTERDISCIPLINAR|Journal of Sol-Gel Science and Technology|A2|Atualizada em 2012
0022-460X|INTERDISCIPLINAR|Journal of Sound and Vibration|A1|Atualizada em 2012
0895-9811|INTERDISCIPLINAR|Journal of South American Earth Sciences|A2|Atualizada em 2012
0022-4650|INTERDISCIPLINAR|Journal of Spacecraft and Rockets|B1|Atualizada em 2012
0094-1700|INTERDISCIPLINAR|Journal of Sport History|B1|Atualizada em 2012
0022-4707|INTERDISCIPLINAR|Journal of Sports Medicine and Physical Fitness (Testo stampato)|B1|Atualizada em 2012
1303-2968|INTERDISCIPLINAR|Journal of Sports Science and Medicine|B1|Atualizada em 2012
0094-9655|INTERDISCIPLINAR|Journal of Statistical Computation and Simulation|B1|Atualizada em 2012
1742-5468|INTERDISCIPLINAR|Journal of Statistical Mechanics|A2|Atualizada em 2012
0022-4715|INTERDISCIPLINAR|Journal of Statistical Physics|A2|Atualizada em 2012
0378-3758|INTERDISCIPLINAR|Journal of Statistical Planning and Inference|B1|Atualizada em 2012
1548-7660|INTERDISCIPLINAR|Journal of statistical software|A1|Atualizada em 2012
0022-474X|INTERDISCIPLINAR|Journal of Stored Products Research|B1|Atualizada em 2012
0309-3247|INTERDISCIPLINAR|Journal of Strain Analysis for Engineering Design|B1|Atualizada em 2012
1064-8011|INTERDISCIPLINAR|Journal of Strength and Conditioning Research|A2|Atualizada em 2012
1047-8477|INTERDISCIPLINAR|Journal of Structural Biology|A1|Atualizada em 2012
0022-4766|INTERDISCIPLINAR|Journal of Structural Chemistry|B1|Atualizada em 2012
0920-8542|INTERDISCIPLINAR|Journal of Supercomputing|B2|Atualizada em 2012
1557-1939|INTERDISCIPLINAR|Journal of Superconductivity and Novel Magnetism|B1|Atualizada em 2012
0022-4790|INTERDISCIPLINAR|Journal of Surgical Oncology|B1|Atualizada em 2012
1044-0046|INTERDISCIPLINAR|Journal of Sustainable Agriculture|B1|Atualizada em 2012
