ISSN|Área|Titulo|Estrato|Ano Base
1048-9533|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of applied mathematics and stochastic analysis|B4|2008
1687-2177|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Mathematics and Stochastic Analysis (On-line)|B4|2008
0021-8936|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Mechanics|A2|2008
1558-8424|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Meteorology and Climatology|B1|2008
1166-3081|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Non-Classical Logics|B5|2008
1678-7757|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Oral Science (Impresso)|B4|2008
0021-8979|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Physics|A2|2008
0021-9002|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Probability|B1|2008
1067-5817|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Statistical Science|B4|2008
0266-4763|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Statistics|B2|2008
0021-9045|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Approximation Theory (Print)|B2|2008
0021-9193|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Bacteriology (Print)|A2|2008
0378-4266|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Banking & Finance (Print)|B3|2008
0218-3390|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Biological Systems|B4|2008
1054-3406|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Biopharmaceutical Statistics (Print)|B4|2008
1045-3873|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Cardiovascular Electrophysiology (Print)|A2|2008
0886-9383|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Chemometrics (Print)|B3|2008
0192-0790|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Clinical Gastroenterology|B1|2008
0021-9797|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Colloid and Interface Science (Print)|B1|2008
0095-8956|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Combinatorial Theory. Series B (Print)|B1|2008
0885-064X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Complexity (Print)|A2|2008
0218-396X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational Acoustics|B4|2008
1521-1398|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational Analysis and Applications|B4|2008
0377-0427|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational and Applied Mathematics|A2|2008
1061-8600|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational and Graphical Statistics|A2|2008
1066-5277|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational Biology|B1|2008
0021-9991|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Computational Physics (Print)|A1|2008
0944-6532|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Convex Analysis|B1|2008
0022-0302|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Dairy Science|B1|2008
1683-8602|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Data Science (Online)|B3|2008
1680-743X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Data Science (Print)|B3|2008
1023-6198|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Difference Equations and Applications (Print)|B2|2008
0022-0396|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Differential Equations (Print)|A2|2008
0022-040X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Differential Geometry|A1|2008
0897-1889|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Digital Imaging|B1|2008
0022-0434|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Dynamic Systems, Measurement, and Control|B2|2008
1079-2724|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Dynamical and Control Systems|B1|2008
1726-037X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Dynamical Systems and Geometric Theories|B5|2008
1040-7294|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Dynamics and Differential Equations|B3|2008
0304-4076|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Econometrics|A2|2008
0165-1889|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Economic Dynamics & Control|B1|2008
0374-3535|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Elasticity|B1|2008
1496-4155|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Esthetic and Restorative Dentistry|B2|2008
1424-3202|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of evolution equations (Online ed.)|B3|2008
1424-3199|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Evolution Equations (Printed Ed.)|B3|2008
1661-7738|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Fixed Point Theory and its Applications (Print)|B2|2008
0889-9746|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Fluids and Structures|B1|2008
0277-6693|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Forecasting (Print)|B2|2008
1972-5787|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Formalized Reasoning|B5|2008
0022-1236|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Functional Analysis|A1|2008
0047-2468|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Geometry|B2|2008
0393-0440|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Geometry and Physics|B1|2008
1312-5192|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Geometry and Symmetry in Physics|B5|2008
0925-5001|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Global Optimization|B2|2008
1086-7651|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Graphics Tools|B5|2008
1433-5883|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Group Theory|B3|2008
0022-1694|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Hydrology (Amsterdam)|A2|2008
0219-8916|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Hyperbolic Differential Equations|B1|2008
1547-5816|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Industrial and Management Optimization|B4|2008
1553-166X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Industrial and Management Optimization (Online)|B4|2008
1025-5834|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Inequalities and Applications|B4|2008
0972-0502|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Interdisciplinary Mathematics|B4|2008
0928-0219|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Inverse and Ill-Posed Problems (Print)|B3|2008
0218-2165|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Knot Theory and its Ramifications|B3|2008
0949-5932|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Lie Theory|B3|2008
0955-792X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Logic and Computation (Print)|B1|2008
0304-8853|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Magnetism and Magnetic Materials|B2|2008
0022-2372|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mammalogy (Print)|B2|2008
0022-247X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Analysis and Applications (Print)|B1|2008
0303-6812|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Biology (Print)|A2|2008
0259-9791|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Chemistry|B4|2008
0304-4068|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Economics (Print)|B2|2008
1422-6928|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Fluid Mechanics (Printed Ed.)|B2|2008
0924-9907|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Imaging and Vision|A2|2008
0022-2488|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Physics|B2|2008
1072-3374|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Sciences (New York, N.Y.)|B4|2008
1340-5705|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Sciences (Tokyo. 1994)|B4|2008
0974-5750|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematical Sciences: Advances and Applications|B4|2008
1549-3644|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Mathematics and Statistics|B5|2008
1930-5311|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Modern Dynamics|A2|2008
0047-259X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Multivariate Analysis|A2|2008
0165-0270|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Neuroscience Methods|B1|2008
0377-0257|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Non-Newtonian Fluid Mechanics (Print)|A1|2008
1345-4773|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Nonlinear and Convex Analysis|B3|2008
1402-9251|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Nonlinear Mathematical Physics (Print)|B3|2008
1048-5252|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Nonparametric Statistics (Print)|B2|2008
0022-314X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Number Theory (Print)|A2|2008
0282-423X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of official statistics|B3|2008
0379-4024|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Operator Theory|A2|2008
0022-3239|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Optimization Theory and Applications|B1|2008
0743-7315|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Parallel and Distributed Computing (Print)|B1|2008
1751-8113|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Physics. A, Mathematical and Theoretical (Print)|B1|2008
0953-4075|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Physics. B, Atomic Molecular and Optical Physics (Print)|B1|2008
1742-6588|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Physics. Conference Series (Print)|B5|2008
1091-028X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Porous Media|B2|2008
0959-1524|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Process Control|B1|2008
0895-562X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Productivity Analysis|B4|2008
1741-3842|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Public Health (Print)|B2|2008
0022-4049|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Pure and Applied Algebra (Print)|A2|2008
0022-4065|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Quality Technology|B3|2008
0022-4073|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Quantitative Spectroscopy & Radiative Transfer|A2|2008
0885-7474|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Scientific Computing|A2|2008
0963-0651|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Seismic Exploration|B3|2008
0022-460X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Sound and Vibration|B3|2008
1092-4388|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Speech, Language, and Hearing Research (Print)|B4|2008
0094-9655|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Computation and Simulation (Print)|B2|2008
1742-5468|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Mechanics|A2|2008
0022-4715|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Physics|A2|2008
0378-3758|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Planning and Inference (Print)|B1|2008
0256-422X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Research - University of Dacca. Institute of Statistical Research and Training|B4|2008
1548-7660|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of statistical software|B3|2008
1538-7887|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Theory and Applications|B4|2008
1559-8608|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Statistical Theory and Practice|B5|2008
0747-7171|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Symbolic Computation|B1|2008
0894-0347|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the American Mathematical Society|A1|2008
0162-1459|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the American Statistical Association|A1|2008
1446-8107|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Australian Mathematical Society (2001. Online)|B1|2008
1446-7887|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Australian Mathematical Society (2001. Print)|B1|2008
0104-6500|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Brazilian Computer Society (Impresso)|B2|2008
1678-5878|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Brazilian Society of Mechanical Sciences and Engineering (Impresso)|B5|2008
1435-9855|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the European Mathematical Society (Print)|A1|2008
0016-0032|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Franklin Institute|B2|2008
1474-7480|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Institute of Mathematics of Jussieu (Print)|A2|2008
0304-9914|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Korean Mathematical Society|B2|2008
1226-3192|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Korean Statistical Society|B4|2008
0024-6107|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the London Mathematical Society (Print)|A2|2008
0025-5645|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Mathematical Society of Japan|B1|2008
0887-3593|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the North American Benthological Society|B1|2008
0160-5682|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Operational Research Society|B1|2008
0031-9015|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of the Physical Society of Japan|B2|2008
0022-5193|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Theoretical Biology|B2|2008
0894-9840|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Theoretical Probability|B1|2008
0149-5739|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Thermal Stresses|B1|2008
0143-9782|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Time Series Analysis (Print)|A2|2008
1468-5248|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Turbulence|B1|2008
0948-695X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Universal Computer Science (Print)|B2|2008
1099-3460|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Urban Health|B1|2008
0741-5214|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Vascular Surgery (Print)|A2|2008
0892-1997|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Voice|B2|2008
1477-8920|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Water and Health|B4|2008
1213-6972|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of WSCG (Plzen, Print)|B5|2008
0952-8369|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Zoology (1987)|B3|2008
0972-5555|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|JP Journal of Algebra, Number Theory and Applications|B3|2008
0972-415X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|JP Journal of Geometry and Topology|B2|2008
0920-3036|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|K-Theory (Dordrecht)|B2|2008
0932-3902|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Kerntechnik (1987)|B2|2008
0386-5991|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Kodai Mathematical Journal|B2|2008
0013-8584|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|L'Enseignement Mathématique|B1|2008
0327-0793|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Latin American Applied Research|B5|2008
0373-3505|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Le Matematiche (Catania)|B5|2008
1070-485X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Leading Edge (Tulsa, Okla.)|B3|2008
1439-7358|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lecture Notes in Computational Science and Engineering|B2|2008
0302-9743|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lecture Notes in Computer Science|B5|2008
0075-8450|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lecture Notes in Physics|B5|2008
0075-8469|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lecture Notes in Pure and Applied Mathematics|B5|2008
0930-0325|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lecture Notes in Statistics (Berlin, West)|B5|2008
0377-9017|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Letters in Mathematical Physics|B1|2008
1380-7870|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Lifetime Data Analysis|B2|2008
0024-3795|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Linear Algebra and its Applications|B1|2008
0308-1087|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Linear and Multilinear Algebra|B1|2008
1368-9894|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Logic Journal of the IGPL (Online)|B1|2008
1367-0751|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Logic Journal of the IGPL (Print)|B1|2008
1661-8297|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Logica Universalis (Print)|B5|2008
0025-2611|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Manuscripta Mathematica|B1|2008
0025-326X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Marine Pollution Bulletin.|B1|2008
1024-2953|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Markov Processes and Related Fields|B1|2008
0103-9059|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Matematica Contemporanea|B2|2008
0120-6788|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Matematica Enseñanza Universitaria|B5|2008
0102-8545|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Matemática Universitária|B5|2008
0025-567X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Matematicheskie Zametki|B5|2008
1516-1439|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Materials Research (São Carlos. Impresso)|B3|2008
0205-3217|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematica Balkanica (Sofiâ)|B5|2008
0862-7959|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematica Bohemica|B4|2008
0025-5521|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematica Scandinavica (Papirform)|B1|2008
0895-7177|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical and Computer Modelling|B2|2008
0025-5564|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Biosciences|A2|2008
1547-1063|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Biosciences and Engineering|B1|2008
1551-0018|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical biosciences and engineering (Online)|B5|2008
0960-1627|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Finance (Print)|A1|2008
1874-8961|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Geosciences (Print)|B1|2008
1331-4343|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Inequalities & Applications|B2|2008
0030-1566|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Journal of Okayama University|B5|2008
1477-8602|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical medicine and biology (Online)|B1|2008
1477-8599|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Medicine and Biology (Print)|B1|2008
0170-4214|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Methods in the Applied Sciences|B1|2008
1432-2994|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Methods of Operations Research (Heidelberg)|B1|2008
1066-5307|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical methods of statistics|B4|2008
0218-2025|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Models and Methods in Applied Sciences|A2|2008
1385-0172|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Physics, Analysis and Geometry|B3|2008
0889-8480|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Population Studies|B5|2008
1024-123X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Problems in Engineering (Print)|B3|2008
0305-0041|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Proceedings of the Cambridge Philosophical Society (Print)|B1|2008
1393-7197|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Proceedings of the Royal Irish Academy|B4|2008
0025-5610|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Programming|A1|2008
1073-2780|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Research Letters|A2|2008
0165-4896|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematical Social Sciences|B3|2008
0378-4754|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematics and Computers in Simulation (Print)|B2|2008
0025-5718|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematics of Computation|A1|2008
0364-765X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematics of Operations Research|A1|2008
0987-6936|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathématiques et Sciences Humaines (2000)|B5|2008
0025-5831|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematische Annalen|A1|2008
0025-584X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematische Nachrichten|B1|2008
0025-5874|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mathematische Zeitschrift|A2|2008
0378-5122|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Maturitas (Amsterdam)|B1|2008
1572-9648|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Meccanica (Dordrecht. Online)|B5|2008
0025-6455|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Meccanica (Milano. Print)|B3|2008
0093-6413|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mechanics Research Communications|B2|2008
1660-5446|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mediterranean Journal of Mathematics (Print)|B4|2008
0065-9266|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Memoirs of the American Mathematical Society|A1|2008
1350-4827|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Meteorological Applications (Print)|B2|2008
1387-5841|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Methodology and Computing in Applied Probability (Print)|B3|2008
1073-2772|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Methods and Applications of Analysis|B2|2008
0860-8229|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Metrologia i Systemy Pomiarowe / Metrology and Measuring Systems|B5|2008
1424-9286|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Milan Journal of Mathematics (Printed ed.)|B3|2008
1574-1699|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Model Assisted Statistics and Applications|B5|2008
0764-583X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Modélisation Mathématique et Analyse Numérique (Imprimé)|B1|2008
0217-7323|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Modern Physics Letters A|B2|2008
0217-9849|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Modern Physics Letters B|B5|2008
0166-6851|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Molecular and Biochemical Parasitology (Print)|B2|2008
0950-382X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Molecular Microbiology (Print)|A1|2008
0026-9255|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Monatshefte fur Mathematik (Print)|B2|2008
0035-8711|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Monthly Notices of the Royal Astronomical Society (Print)|A2|2008
1609-4514|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Moscow Mathematical Journal (Online)|B3|2008
1086-6655|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|MPEJ (Austin, Tex.)|B3|2008
1384-5640|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Multibody System Dynamics|B1|2008
1096-1879|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Multinational Finance Journal|B5|2008
1540-3459|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Multiscale Modeling & Simulation (Print)|A1|2008
0027-5107|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mutation Research (Print)|A2|2008
1383-5718|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Mutation Research. Genetic Toxicology and Environmental Mutagenesis|B1|2008
0027-7630|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Nagoya Mathematical Journal|B2|2008
0931-0509|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Nephrology, Dialysis, Transplantation (Print)|B1|2008
1556-1801|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Networks and Heterogeneous Media|B3|2008
1061-5369|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Neural, Parallel & Scientific Computations|B4|2008
0925-2312|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Neurocomputing (Amsterdam)|A2|2008
1053-8119|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Neuroimage (Orlando, Fla. Print)|A2|2008
0304-3940|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Neuroscience Letters (Print)|B1|2008
