ISSN|Área|Titulo|Estrato|Ano Base
0741-6261|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|The Rand Journal of Economics|B1|2008
0035-7596|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|The Rocky Mountain Journal of Mathematics|B3|2008
0178-2789|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|The Visual Computer|B1|2008
1432-881X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theoretical Chemistry Accounts (Print)|B3|2008
0304-3975|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theoretical Computer Science|A1|2008
0040-5809|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theoretical Population Biology (Print)|B3|2008
0040-5833|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theory and Decision|B3|2008
1573-7187|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theory and decision (Dordrecht. Online)|B3|2008
1432-4350|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theory of Computing Systems|B3|2008
0040-585X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theory of Probability and its Applications|B1|2008
0094-9000|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Theory of Probability and Mathematical Statistics|B5|2008
1456-2774|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|TICSP Series|B5|2008
0040-8735|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Tohoku Mathematical Journal|B2|2008
0387-3870|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Tokyo Journal of Mathematics|B3|2008
1230-3429|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Topological Methods in Nonlinear Analysis|B2|2008
0040-9383|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Topology (Oxford)|A1|2008
0166-8641|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Topology and its Applications|B2|2008
0002-9947|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Transactions of the American Mathematical Society|A1|2008
1083-4362|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Transformation Groups|B2|2008
0169-3913|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Transport in Porous Media|B2|2008
0041-1450|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Transport Theory and Statistical Physics|B3|2008
0387-4982|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Tsukuba Journal of Mathematics|B4|2008
1300-0098|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Turkish journal of Mathematics|B5|2008
0041-5995|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ukrainian Mathematical Journal|B3|2008
0866-7179|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Vietnam Journal of Mathematics|B5|2008
0049-6979|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Water, Air and Soil Pollution (Print)|B3|2008
0165-2125|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Wave Motion|A2|2008
1815-2910|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Zbìrnik prac' Ìnstitutu Matematiki NAN Ukraini|B4|2008
0232-2064|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Zeitschrift fur Analysis und Ihre Anwendungen|B3|2008
0044-2267|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Zeitschrift fur Angewandte Mathematik und Mechanik|B2|2008
1420-9039|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Zeitschrift fur Angewandte Mathematik und Physik (Electronic ed.)|B2|2008
0044-2275|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Zeitschrift fur Angewandte Mathematik und Physik (Printed ed.)|B2|2008
